,title,price,link_item,discount,sales,revenue
0,Nước Hoa Nam Carolina Herrera 212 Vip Men Edt 100Ml,2310000,https://tiki.vn/nuoc-hoa-nam-carolina-herrera-212-vip-men-edt-100ml-p23086798.html?spid=23086799,,12.0,27720000.0
1,Nước hoa vùng kín nữ - Midnight Forest Eau De Parfum - chai chấm 10ml - LOLI & THE WOLF,259000,https://tiki.vn/nuoc-hoa-vung-kin-nu-midnight-forest-eau-de-parfum-chai-cham-10ml-loli-the-wolf-p73863599.html?spid=74754518,-25%,9.0,2331000.0
2,Body Mist Japanese Cherry Blossom 236ml - Bath and Body Work Japanese Cherry Blossom Chính Hãng,249000,https://tiki.vn/body-mist-japanese-cherry-blossom-236ml-bath-and-body-work-japanese-cherry-blossom-chinh-hang-p273197615.html?spid=273197616,-30%,,
3,"Nước hoa vùng kín nữ - Honey Valley Eau De Parfum - chai lăn 2ml- LOLI & THE WOLF, Tặng Kèm Mút Rửa Mặt",85000,https://tiki.vn/nuoc-hoa-vung-kin-nu-honey-valley-eau-de-parfum-chai-lan-2ml-loli-the-wolf-tang-kem-mut-rua-mat-p78509510.html?spid=78509511,,24.0,2040000.0
4,Nước Hoa Nam Gucci Guilty Parfum Pour Homme,2080000,https://tiki.vn/nuoc-hoa-nam-gucci-guilty-parfum-pour-homme-p208264414.html?spid=208264418,-14%,1.0,2080000.0
5,Nước hoa Revolution Revolutionary Love Eau De Toilette 100ml,449000,https://tiki.vn/nuoc-hoa-revolution-revolutionary-froral-seduction-eau-de-toilette-100ml-p260113514.html?spid=260113515,-29%,,
6,Nước Hoa Nam Charme Giò 80ml,389000,https://tiki.vn/nuoc-hoa-nam-charme-gio-80ml-p13917690.html?spid=42628304,-25%,14.0,5446000.0
7,Nước Hoa Bím Foellie Eau De Inner Beauty Perfume 5ml (Lựa Chọn Mùi),175000,https://tiki.vn/nuoc-hoa-vung-kin-foellie-eau-de-inner-beauty-perfume-5ml-lua-chon-mui-p243085021.html?spid=248501815,-47%,7.0,1225000.0
8,Nước Hoa Nam Cao Cấp AQUA DI 5ml & 50mL LPK Eau De Parfum Chính Hãng,38000,https://tiki.vn/nuoc-hoa-nam-cao-cap-aqua-di-5ml-50ml-lpk-eau-de-parfum-chinh-hang-p273170729.html?spid=273170731,-13%,,
9,Tinh dầu nước hoa Dubai_ Soft Al-Rehab_ NỮ (Hàng chính hãng ),184000,https://tiki.vn/tinh-dau-nuoc-hoa-dubai_-soft-al-rehab_-nu-hang-chinh-hang-p54033714.html?spid=54033715,-43%,3.0,552000.0
