,title,price,link_item,discount,sales,revenue
0,Dầu Gội Head&Shoulders Bạc Hà Mát Lạnh Chai 1200ml ,284000,https://tiki.vn/dau-goi-head-shoulders-bac-ha-mat-lanh-chai-1200ml-p271448069.html?spid=271448072,-13%,30.0,8520000.0
1,Dầu Gội Dove Phục Hồi Hư Tổn 880gr,181000,https://tiki.vn/dau-goi-dove-phuc-hoi-hu-ton-880gr-p66798490.html?spid=66798491,-16%,1900.0,343900000.0
2,Dầu Gội Pantene Ngăn Rụng Tóc - 650ML,143000,https://tiki.vn/dau-goi-pantene-ngan-rung-toc-650ml-p271954067.html?spid=271954113,-13%,5.0,715000.0
3,Keo xịt tóc cực kỳ giữ nếp cấp độ 6 HARD HEAD TRAVEL SIZE 385ml [ THẾ HỆ MỚI TIGI ]- Chính Hãng,364800,https://tiki.vn/keo-xit-toc-cuc-ky-giu-nep-cap-do-6-hard-head-travel-size-385ml-the-he-moi-tigi-chinh-hang-p84775581.html?spid=90211923,-5%,39.0,14227200.0
4,Dầu Gội Và Xả Bồ Kết Thorakao 400ml,67000,https://tiki.vn/da-u-go-i-va-xa-bo-ke-t-thorakao-400ml-p14276933.html?spid=77662767,-19%,107.0,7169000.0
5,[Made in Vietnam] Dầu gội ngăn rụng tóc Megumi Hair Fall Control Shampoo - 250ml,137000,https://tiki.vn/made-in-vietnam-dau-goi-ngan-rung-toc-megumi-hair-fall-control-shampoo-p68491597.html?spid=68491601,-45%,2300.0,315100000.0
6,PHIÊN BẢN MỚI - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165000,https://tiki.vn/phien-ban-moi-nuoc-duong-toc-tinh-dau-buoi-cocoon-giup-giam-gay-rung-lam-mem-toc-140ml-p213591008.html?spid=213591010,-19%,88.0,14520000.0
7,Bộ 5 sản phẩm Tsubaki Phục hồi ngăn rụng tóc chuyên sâu (Gội Xả 490ml/chai + Kem Xả 180g + Mặt nạ tóc 180g + Dầu dưỡng 50ml),667000,https://tiki.vn/bo-5-san-pham-tsubaki-phuc-hoi-ngan-rung-toc-chuyen-sau-goi-xa-490ml-chai-kem-xa-180g-mat-na-toc-180g-dau-duong-50ml-p109296367.html?spid=109296368,-15%,431.0,287477000.0
8,"Dầu gội thảo dược gừng dừa Cocayhoala hỗ trợ trị gàu, hết ngứa, dung tích 440g-95% thành phần từ gừng tươi hữu cơ còn nguyên xơ gừng, hỗ trợ trị rụng tóc, kích thích mọc tóc vượt trội, an toàn cho mẹ bầu mẹ sau sinh",349000,https://tiki.vn/dau-goi-thao-duoc-gung-dua-cocayhoala-tri-gau-het-ngua-dung-tich-440g-95-thanh-phan-tu-gung-tuoi-huu-co-con-nguyen-xo-gung-tri-rung-toc-kich-thich-moc-toc-vuot-troi-an-toan-cho-me-bau-me-sau-sinh-p71512916.html?spid=71512917,-35%,361.0,125989000.0
9,[Made in Vietnam] Tinh chất dưỡng và ngăn rụng tóc 50 Megumi Hair Essence 30ml,133000,https://tiki.vn/made-in-vietnam-tinh-chat-duong-va-ngan-rung-toc-50-megumi-hair-essence-30ml-p185591376.html?spid=185591378,-24%,80.0,10640000.0
10,Dầu Gội Đầu Cao Bồ Kết Thorakao 250ml,31000,https://tiki.vn/dau-go-i-da-u-cao-bo-ke-t-thorakao-250ml-p14768344.html?spid=77662847,-10%,95.0,2945000.0
11,Dầu Gội Head&Shoulders Chai 1800ml,404000,https://tiki.vn/dau-goi-head-shoulders-chai-1800ml-p271447303.html?spid=271447305,-19%,11.0,4444000.0
12,COMBO 2 Chai dầu gội Head&Shoulders Bạc hà 1200ml,399000,https://tiki.vn/combo-2-chai-dau-goi-head-shoulders-bac-ha-1200ml-p73237725.html?spid=73237726,-26%,99.0,39501000.0
13,"Combo Gội 640g, Xả 620g & Ủ 180ml Tresemme Salon Rebond Giúp Ngăn Gãy Rụng Tóc",414000,https://tiki.vn/combo-goi-640g-xa-620g-u-180ml-tresemme-salon-rebond-giup-ngan-gay-rung-toc-p194114634.html?spid=194114639,-17%,43.0,17802000.0
14,COMBO 3 CHAI TINH DẦU BƯỞI KÍCH MỌC TÓC VIJULLY 150ML - HAIR LOTION,340000,https://tiki.vn/chinh-hang-mau-moi-tinh-dau-buoi-kich-moc-toc-vijully-150ml-p203292756.html?spid=248221466,-12%,6.0,2040000.0
15,Serum Bưởi Milaganics (100ml),99000,https://tiki.vn/serum-buoi-milaganics-100ml-p432953.html?spid=105895918,-26%,794.0,78606000.0
16,"Dầu Gội Phủ Bạc SIN HAIR Nhật Bản 500ml (Màu Nâu), Tinh Chất Nhân Sâm Giúp Phủ Bạc Tóc An Toàn Tặng Kèm Lược Chải Tóc",259000,https://tiki.vn/dau-goi-phu-bac-sin-hair-nhat-ban-500ml-mau-nau-tinh-chat-nhan-sam-giup-phu-bac-toc-an-toan-tang-kem-luoc-chai-toc-p179795049.html?spid=179795050,-39%,48.0,12432000.0
17,Keo Xịt Tóc Tạo Nếp Và Giữ Nếp Tóc Cứng&Mềm M.PROS 420ml - Tạo Kiểu Tóc Nam Và Nữ,65000,https://tiki.vn/keo-xit-toc-tao-nep-va-giu-nep-toc-cung-mem-m-pros-420ml-tao-kieu-toc-nam-va-nu-p207873645.html?spid=207873647,-31%,16.0,1040000.0
18,[Made in Vietnam] Dầu xả ngăn rụng tóc Megumi Hair Fall Control - 250 ml,137000,https://tiki.vn/made-in-vietnam-dau-xa-ngan-rung-toc-megumi-hair-fall-control-p68491719.html?spid=68491723,-16%,659.0,90283000.0
19,[Made in Japan] Dầu Xả TSUBAKI Dưỡng Tóc Bóng Mượt 490ml,159000,https://tiki.vn/made-in-japan-dau-xa-tsubaki-duong-toc-bong-muot-490ml-p53484997.html?spid=56655131,-17%,27.0,4293000.0
20,Cặp dầu gội gừng hà thủ ô 400ml + dầu xả gừng hà thủ ô 250ml kích mọc tóc Weilaiya Zingiber Officinale Juice,569000,https://tiki.vn/cap-dau-goi-gung-ha-thu-o-400ml-dau-xa-gung-ha-thu-o-250ml-kich-moc-toc-weilaiya-zingiber-officinale-juice-p114459219.html?spid=114459222,-5%,68.0,38692000.0
21,"Dầu gội hỗ trợ điều trị gàu, hết ngứa da đầu Selsun 1.8% (100ml)",94000,https://tiki.vn/selsun-dau-goi-tri-gau-1-8-100ml-p162978697.html?spid=162978699,-46%,103.0,9682000.0
22,Bút phủ bạc Hàn Quốc. Bút nhuộm tóc bạc tiện lợi,120000,https://tiki.vn/but-phu-bac-han-quoc-but-nhuom-toc-bac-tien-loi-p253499081.html?spid=253499083,-32%,71.0,8520000.0
23,Dầu Gội Hỗ Trợ Trị Gàu Nặng Kelual Ds Shampoo Ducray 100ml - 100795804,382800,https://tiki.vn/dau-goi-tri-gau-nang-kelual-ds-shampoo-ducray-100ml-100795804-p549338.html?spid=37644193,-20%,114.0,43639200.0
