,title,price,link_item,discount,sales,revenue
0,"Dầu dừa ghee Viet healthy 1000ml, giàu vitamin A,D,K2,E, giúp thải độc, giàu chất xơ, bảo vệ tim mạch, tăng miễn dịch",439000,https://tiki.vn/dau-dua-ghee-viet-healthy-1000ml-giau-vitamin-a-d-k2-e-giup-thai-doc-giau-chat-xo-bao-ve-tim-mach-tang-mien-dich-p85378591.html?spid=85378596,,4.0,1756000.0
1,Tinh Dầu Tràm Gold Đặc Biệt 50 ml,150000,https://tiki.vn/tinh-dau-tram-gold-dac-biet-50-ml-p54103583.html?spid=54103584,-47%,25.0,3750000.0
2,"Tinh Dầu Hoa Bưởi Homer 100ml - Chính Hãng, Đạt Chuẩn Kiểm Định Cao Cấp - Tinh Dầu Xông Thơm Phòng, Thư Giãn, Khử Mùi hiệu quả",149000,https://tiki.vn/tinh-dau-hoa-buoi-homer-100ml-chinh-hang-dat-chuan-kiem-dinh-cao-cap-tinh-dau-xong-thom-phong-thu-gian-khu-mui-hieu-qua-p196559916.html?spid=209302837,-30%,210.0,31290000.0
3,"Nến Thơm Bánh Cupcake Phủ Kem Cherry Màu Pátel, Quà Tặng Ý Nghĩa",95000,https://tiki.vn/nen-thom-banh-cupcake-phu-kem-cherry-mau-patel-qua-tang-y-nghia-dory-lab-p169630238.html?spid=169630335,-5%,1.0,95000.0
4,Chiết xuất hương thảo,240000,https://tiki.vn/chiet-xuat-huong-thao-p84382845.html?spid=84382847,-9%,2.0,480000.0
5,"Tinh Dầu Hoa Nhài Kobi - Tinh Dầu Thiên Nhiên Nguyên Chất, Tinh Dầu Xông Phòng, Giúp Giảm Stress, Xua Đuổi Côn Trùng Và Khử Mùi Hiệu Quả, Thích Hợp Dùng Với Đèn Xông Và Máy Khuếch Tán Tinh Dầu",79000,https://tiki.vn/tinh-dau-hoa-nhai-kobi-tinh-dau-thien-nhien-nguyen-chat-tinh-dau-xong-phong-giup-giam-stress-xua-duoi-con-trung-va-khu-mui-hieu-qua-thich-hop-dung-voi-den-xong-va-may-khuech-tan-tinh-dau-p116089053.html?spid=116089055,-54%,32.0,2528000.0
6,"Tinh Dầu Hương Thảo N'Farm/ Tinh Dầu Thiên Nhiên Nguyên Chất, Thích Hợp Dùng Với Đèn Xông Và Máy Khuếch Tán Tinh Dầu",42000,https://tiki.vn/tinh-dau-huong-thao-n-farm-tinh-dau-thien-nhien-nguyen-chat-thich-hop-dung-voi-den-xong-va-may-khuech-tan-tinh-dau-p173856757.html?spid=173856761,-27%,8.0,336000.0
7,Ủ MÔI GẤC DỀN ĐẶC BIỆT - SIÊU DƯỠNG MẸ KEN,140000,https://tiki.vn/u-moi-gac-den-dac-biet-sieu-duong-me-ken-p10608242.html?spid=49741039,-27%,5.0,700000.0
8,Combo 3 Chai Tinh Dầu Sức Khỏe Leviter (10ml/chai),104500,https://tiki.vn/combo-3-chai-tinh-dau-suc-khoe-leviter-10ml-chai-p4055071.html?spid=4161395,-17%,18.0,1881000.0
9,"Tinh Dầu Khuynh Diệp Nguyên Chất (10ml) UMIHOME - Dùng cho đèn xông hương, loại bỏ cảm cúm, xua đuổi và bôi vết côn trùng cắn",95000,https://tiki.vn/tinh-dau-khuynh-diep-nguyen-chat-10ml-umihome-dung-cho-den-xong-huong-loai-bo-cam-cum-xua-duoi-va-boi-vet-con-trung-can-p58898376.html?spid=58898377,-53%,25.0,2375000.0
10,Tinh dầu Khuynh Diệp (bạch đàn) 100ml nguyên chất từ thiên nhiên - Mộc Mây,175000,https://tiki.vn/tinh-dau-khuynh-diep-bach-dan-100ml-nguyen-chat-tu-thien-nhien-moc-may-p115094560.html?spid=115094561,,26.0,4550000.0
11,"Tinh Dầu Ngọc Lan Tây Nguyên Chất 100ML TIDAMO (Ylang Ylang) - Tinh Dầu Cao Cấp Nhập Khẩu Từ Ấn Độ, Xông Hương Thơm Phòng, Thư Giãn, Nâng Cao Sức Khỏe - Kiểm Nghiệm Chất Lượng Tại Trung Tâm Quatest 3",218000,https://tiki.vn/tinh-dau-ngoc-lan-tay-nguyen-chat-100ml-tidamo-ylang-ylang-tinh-dau-cao-cap-nhap-khau-tu-an-do-xong-huong-thom-phong-thu-gian-nang-cao-suc-khoe-kiem-nghiem-chat-luong-tai-trung-tam-quatest-3-p76369587.html?spid=76369588,,122.0,26596000.0
12,Tinh Dầu Hoa Hồng Biyokea (10ml),306000,https://tiki.vn/tinh-dau-hoa-hong-biyokea-10ml-p1058846.html?spid=1059856,,6.0,1836000.0
13,Nhụy Hoa Nghệ Tây Saffron Baby,250000,https://tiki.vn/nhuy-hoa-nghe-tay-saffron-baby-p7421191.html?spid=57045525,,210.0,52500000.0
14,"Tinh dầu Hồi (Hoa Hồi, Đại Hồi) 50ml nguyên chất từ thiên nhiên - KingOil",160000,https://tiki.vn/tinh-dau-hoi-hoa-hoi-dai-hoi-50ml-nguyen-chat-tu-thien-nhien-kingoil-p121645454.html?spid=121645455,,1.0,160000.0
