,title,price,link_item,discount,sales,revenue
0,COMBO CƠ BẢN CHO DA MỤN DECUMAR ADVANCED,145000,https://tiki.vn/combo-co-ban-cho-da-mun-decumar-advanced-p73923578.html?spid=73923579,-6%,621.0,90045000.0
1,Nước hoa hồng dành cho da khô da nhạy cảm Huxley Toner Extract It 120ml,348000,https://tiki.vn/nuoc-hoa-hong-danh-cho-da-kho-da-nhay-cam-huxley-toner-extract-it-120ml-p2396249.html?spid=76790672,-20%,127.0,44196000.0
2,Sữa Rửa Mặt Collagen 3W Clinic (100ml),25000,https://tiki.vn/sua-rua-mat-collagen-3w-clinic-100ml-p1196195.html?spid=11401006,-37%,70.0,1750000.0
3,Serum Mờ Thâm Trắng Da Kiềm Dầu Se Khít Lỗ Chân Lông Oriskin O’vita Light Serum 30ml,175000,https://tiki.vn/serum-mo-tham-trang-da-kiem-dau-se-khit-lo-chan-long-oriskin-o-vita-light-serum-30ml-p155099959.html?spid=186272707,-39%,138.0,24150000.0
4,Mặt nạ giấy dưỡng trắng da nhạy cảm mụn thải độc cấp ẩm chống lão hóa làm sạch sâu HA Hyaluronic acid,85000,https://tiki.vn/mat-na-giay-duong-trang-da-nhay-cam-mun-thai-doc-cap-am-chong-lao-hoa-lam-sach-sau-ha-hyaluronic-acid-p187512954.html?spid=187512956,-5%,1200.0,102000000.0
5,Tinh Chất Dưỡng Trắng Tối Ưu Hada Labo Perfect White Essence 30g,196000,https://tiki.vn/tinh-chat-duong-trang-toi-uu-hada-labo-perfect-white-essence-30g-p54058497.html?spid=54058498,,865.0,169540000.0
6,Kem Hỗ Trợ Giảm Mụn Đầu Đen Cho Da Nhờn Acnevir đỏ ( Tuýp 15gr ),95000,https://tiki.vn/kem-giam-mun-dau-den-dau-trang-mun-cam-acnevir-3-in-one-tuyp-15gr-p67474867.html?spid=67474868,-20%,384.0,36480000.0
7,Nước Khoáng Làm Dịu Và Bảo Vệ Da La Roche-Posay Thermal Spring Water (50ml) - M0362500,95000,https://tiki.vn/nuoc-khoang-lam-diu-va-bao-ve-da-la-roche-posay-thermal-spring-water-50ml-m0362500-p470410.html?spid=125082440,-6%,8.0,760000.0
8,Gel rửa mặt tạo bọt cho da nhạy cảm Bioderma Sensibio Gel Moussant - 200ml,423000,https://tiki.vn/gel-rua-mat-tao-bot-cho-da-nhay-cam-bioderma-sensibio-gel-moussant-200ml-p59410721.html?spid=59410722,-26%,201.0,85023000.0
9,Gel Tẩy Tế Bào Chết Làm Mịn Da Bioderma Sebium Gel Gommant - 100ml,376000,https://tiki.vn/gel-tay-te-bao-chet-lam-min-da-bioderma-sebium-gel-gommant-100ml-p50699265.html?spid=50699266,-30%,358.0,134608000.0
