,title,price,link_item,discount,sales,revenue
0,Combo 2 hộp ANGELA GOLD tăng cường sinh lý nữ 60 viên tặng 1 hộp 15 viên,1440000,https://tiki.vn/combo-2-chai-60-vien-tang-chai-angela-gold-15-vien-vien-uong-angela-gold-tang-cuong-sinh-ly-nu-voi-lepidium-meyenii-p-leucotomos-p173472760.html?spid=173472761,-12%,282.0,406080000.0
1,"Canxi cho người lớn Kirkland Calcium thêm: Mange, Kẽm, Vitamin B6, D, B6 giúp giảm đau nhức xương khớp, phòng loãng xương, ngủ ngon - Massel Official",598000,https://tiki.vn/canxi-cho-nguoi-lon-kirkland-signature-calcium-citrate-magnesium-and-zinc-chua-them-mange-kem-vitamin-d-vitamin-b6-giup-xuong-chac-khoe-va-giam-dau-nhuc-tang-mien-dich-ngu-ngon-chai-500-vien-p271570469.html?spid=273565074,-15%,144.0,86112000.0
2,"Thiên Môn Bổ Phổi Bình Đông – Giúp giảm ho, Bổ phổi – Chai 280ml",74000,https://tiki.vn/thuc-pham-chuc-nang-thien-mon-bo-phoi-binh-dong-p7690641.html?spid=7690642,-13%,2300.0,170200000.0
3,Viên uống Làm Đẹp Da DHC Collagen Nhật Bản,165000,https://tiki.vn/vien-uong-lam-dep-da-dhc-collagen-nhat-ban-p26115341.html?spid=26115343,-10%,740.0,122100000.0
4,Thực Phẩm Chức Năng Tinh Hàu Biển OB - Tăng Cường Sinh Lý Nam Giới (Chai 30 viên),328000,https://tiki.vn/thuc-pham-chuc-nang-tinh-hau-bien-ob-tang-cuong-sinh-ly-nam-gioi-chai-30-vien-p14175593.html?spid=71102559,-14%,886.0,290608000.0
5,Viên uống tăng cường sinh lý nam giới Powergra (Super Gold Magic) - Vỉ 1 viên,198000,https://tiki.vn/vien-uong-tang-cuong-sinh-ly-nam-gioi-powergra-super-gold-magic-vi-1-vien-p205080549.html?spid=118102352,-18%,131.0,25938000.0
6,Viên uống Bổ sung Canxi DHC Calcium + CBP,155000,https://tiki.vn/vien-uong-bo-sung-canxi-dhc-calcium-cbp-p35761463.html?spid=35761466,-20%,224.0,34720000.0
7,"Thực phẩm chức năng tăng cường sinh lý nam giới, thải độc gan: Tinh chất hàu tươi, tỏi, nghệ Orihiro Nhật Bản (180 viên)",377000,https://tiki.vn/thuc-pham-chuc-nang-tang-cuong-sinh-ly-nam-gioi-thai-doc-gan-tinh-chat-hau-tuoi-toi-nghe-orihiro-nhat-ban-180-vien-p8719090.html?spid=49729007,-22%,208.0,78416000.0
8,"Dầu cá tự nhiên Healthy Care Fish Oil Omega-3 1000mg 400 viên chính hãng Úc giúp bổ mắt, kháng viêm, tốt cho trí não, tim mạch",368000,https://tiki.vn/dau-ca-tu-nhien-healthy-care-fish-oil-omega-3-1000mg-400-vien-chinh-hang-uc-giup-bo-mat-khang-viem-tot-cho-tri-nao-tim-mach-p77316748.html?spid=77316749,-17%,193.0,71024000.0
9,"[500g/túi] Tỏi đen Châu Yên loại 1, Đặc sản Sơn La",175000,https://tiki.vn/500g-tui-toi-den-chau-yen-loai-1-dac-san-son-la-p262901633.html?spid=262901634,-38%,72.0,12600000.0
10,"Thực phẩm bảo vệ sức khỏe Maxxhair New hộp 30 viên- Bổ sung Vitamin và khoáng chất giúp tăng cường sức khỏe của tóc; giúp tóc mọc nhanh, chắc khỏe, suôn mượt và bóng đẹp, ngăn ngừa rụng tóc, đồng thời giúp thải độc do ảnh hưởng của các hóa chất sử dụng ch",226000,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-maxxhair-kich-thich-moc-toc-giam-toc-gay-rung-p26096771.html?spid=45949282,-20%,1300.0,293800000.0
11,Nước Uống Tăng Lực Hồng Sâm Won KGC Cheong Kwan Jang 100ml x 10 Chai,233000,https://tiki.vn/nuoc-uong-tang-luc-hong-sam-won-kgc-cheong-kwan-jang-100ml-x-10-chai-p95975019.html?spid=95975020,-21%,811.0,188963000.0
12,Vitamin Tổng Hợp Hỗ Trợ Sức Khỏe Nam Giới Blackmores Multivitamin For Men Lọ 50 Viên,572000,https://tiki.vn/vitamin-tong-hop-ho-tro-suc-khoe-nam-gioi-blackmores-multivitamin-for-men-lo-50-vien-p196332851.html?spid=196332852,-20%,79.0,45188000.0
13,"Dầu Cá Omega 3 Kirkland Signature Fish Oil Bổ não, bổ mắt, Hỗ trợ sức khỏe tim mạch, khớp - QuaTangMe Extaste",1680000,https://tiki.vn/dau-ca-omega-3-kirkland-signature-fish-oil-1000mg-400-vien-mau-moi-p270548993.html?spid=107790594,-20%,577.0,969360000.0
14,TINH DẦU THÔNG ĐỎ HÀN QUỐC 100 viên Mẫu mới Date mới,669000,https://tiki.vn/tinh-dau-thong-do-han-quoc-100-vien-date-moi-p91063788.html?spid=91063789,-47%,119.0,79611000.0
15,Thực phẩm hỗ trợ giảm cân Slim Body học viện quân y hộp 100 viên,265000,https://tiki.vn/thuc-pham-ho-tro-giam-can-slim-body-hoc-vien-quan-y-hop-100-vien-p2122857.html?spid=10117358,-19%,249.0,65985000.0
16,Viên uống chống đột quỵ tai biến Natto Kinase 4000FU Orihiro Nhật Bản 60 viên,405000,https://tiki.vn/vien-uong-chong-dot-quy-tai-bien-natto-kinase-4000fu-orihiro-nhat-ban-60-vien-p262083161.html?spid=262083162,-2%,19.0,7695000.0
17,Mật ong Rừng Nhiệt Đới chai 1350g,173000,https://tiki.vn/mat-ong-rung-nhiet-doi-chai-1350g-p76122941.html?spid=108386962,-18%,158.0,27334000.0
18,Thạch bưởi da xanh cải thiện cân nặng Pomelo Slimming Care - lấy lại vóc dáng thon gọn,440000,https://tiki.vn/thach-buoi-da-xanh-slimming-care-giam-can-an-toan-p125171081.html?spid=125171082,-10%,215.0,94600000.0
19,"Thực phẩm bảo vệ sức khoẻ Thảo Mộc Cenly hỗ trợ kiểm soát cân nặng, giảm khả năng hấp thu chất béo",480000,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-thao-moc-cenly-ho-tro-kiem-soat-can-nang-giam-kha-nang-hap-thu-chat-beo-p128801520.html?spid=128801521,-11%,372.0,178560000.0
20,Combo Hỗ Trợ Ngăn Ngừa Các Triệu Chứng Của Trĩ Giúp Co Búi Trĩ Dân Khang Trimax,268000,https://tiki.vn/combo-ho-tro-ngan-ngua-cac-trieu-chung-cua-tri-giup-co-bui-tri-trimax-p149969411.html?spid=149969412,-55%,182.0,48776000.0
21,Viên Giấp Cá Dân Khang Giảm Táo Bón Và Trĩ Nội Trĩ Ngoại Hộp 3 vỉ x 10 viên,84500,https://tiki.vn/vien-giap-ca-dan-khang-giam-tao-bon-va-tri-noi-tri-ngoai-hop-3-vi-x-10-vien-p116480061.html?spid=116480062,-55%,187.0,15801500.0
22,Viên uống sáng da D-na Whitening Supplement (60 Viên),795000,https://tiki.vn/vien-uong-sang-da-d-na-whitening-supplement-60-vien-p140318094.html?spid=140318098,-15%,516.0,410220000.0
23,"Omega 3 Úc Healthy Care Fish Oil 1000mg Hỗ trợ sức khỏe não bộ, tim mạch, khớp, bổ mắt và tăng sức khỏe tổng thể - Massel Official - 400viên /hộp",850000,https://tiki.vn/vien-uong-dau-ca-healthy-care-fish-oil-1000mg-omega-3-hop-400v-bo-nao-sang-mat-tang-mien-dich-bo-xuong-khop-nuoi-duong-lan-da-p112984896.html?spid=112984897,,344.0,292400000.0
24,[ Combo 2 hộp ] Viên Uống Tăng Cân TAMINO - Bổ Sung Hợp Chất Whey Protein từ Mỹ,585000,https://tiki.vn/combo-2-hop-vien-uong-tang-can-tamino-bo-sung-hop-chat-whey-protein-tu-my-p27787079.html?spid=52387625,,109.0,63765000.0
25,"Combo 3 hộp Collagen Adiva 14 lọ/hộp- Giúp Làn Da Săn Chắc, Ảm Mịn Và Căng Bóng",1299000,https://tiki.vn/combo-3-hop-collagen-adiva-14-lo-hop-p81419858.html?spid=81419859,,269.0,349431000.0
26,Thực phẩm chức năng Kirkland Viên uống bổ sung Glucosamine 1500mg & Chondroitin 1200mg (220 Viên),790000,https://tiki.vn/thuc-pham-chuc-nang-kirkland-vien-uong-bo-sung-glucosamine-1500mg-chondroitin-1200mg-220-vien-p11212886.html?spid=182464650,,95.0,75050000.0
27,Tinh bột nghệ nguyên chất Vinafruits 500g,229000,https://tiki.vn/tinh-bot-nghe-nguyen-chat-vinafruits-500g-p49211086.html?spid=49211087,,564.0,129156000.0
28,Viên uống tăng cường sinh lý nam L-Arginine 1000mg và Zinc Orihiro Nhật Bản 120 viên,398000,https://tiki.vn/vien-uong-tang-cuong-sinh-ly-nam-l-arginine-1000mg-va-zinc-orihiro-nhat-ban-120-vien-p271820306.html?spid=271820307,,10.0,3980000.0
29,Nước uống đẹp da chống lão hóa The Collagen Shiseido EXR dành cho tuổi 35+ lốc 10 chai x 50mL,675220,https://tiki.vn/nuoc-uong-dep-da-the-collagen-shiseido-exr-50mlx10c-p146271779.html?spid=190455774,,,
30,Viên uống DHC Rau Củ Quả Tổng hợp Premium,425000,https://tiki.vn/vien-uong-dhc-rau-cu-qua-tong-hop-premium-p31637622.html?spid=32700246,,1000.0,425000000.0
31,Viên uống tăng cường sinh lý nam giới Powergra (Super Gold Magic) - Vỉ 3 viên,495000,https://tiki.vn/vien-uong-tang-cuong-sinh-ly-nam-gioi-powergra-super-gold-magic-vi-3-vien-p205080744.html?spid=118573306,,223.0,110385000.0
32,Vitamin tổng hợp One A Day Men’s 50+ Multivitamin Healthy Advantage 300 viên Hàng Nhập Mỹ,620000,https://tiki.vn/vitamin-tong-hop-one-a-day-men-s-50-multivitamin-healthy-advantage-300-vien-hang-nhap-my-p50779213.html?spid=124029457,,220.0,136400000.0
33,Viên Uống Tăng Cân TAMINO - Bổ Sung Hợp Chất Whey Protein từ Mỹ,500000,https://tiki.vn/vien-uong-tang-can-tamino-bo-sung-hop-chat-whey-protein-tu-my-p27783890.html?spid=27784086,,797.0,398500000.0
34,Thực Phẩm Chức Năng hỗ trợ Giảm Cân 7-Dayslim (30 Viên / Hộp),850000,https://tiki.vn/thuc-pham-chuc-nang-giam-can-7-dayslim-30-vien-hop-p892807.html?spid=27131581,,140.0,119000000.0
35,Viên Uống Bổ Sung Vitamin C DHC Vitamin C Hard Capsule Nhật Bản,84100,https://tiki.vn/vien-uong-bo-sung-vitamin-c-dhc-vitamin-c-hard-capsule-nhat-ban-p26113983.html?spid=45074468,,152.0,12783200.0
36,"Kẽm hỗ trợ trị mụn, làm đẹp da mụn Puritan'S Pride Premium Zinc For Acne Mỹ gồm kẽm và Vitamin C, B-6, A và E - OZ Slim Store",243000,https://tiki.vn/kem-ho-tro-tri-mun-puritan-s-pride-premium-zinc-for-acne-gom-kem-va-vitamin-c-b-6-a-va-e-danh-rieng-cho-lam-dep-da-mun-quatangme-extaste-p271617029.html?spid=91055795,,477.0,115911000.0
37,"Giải độc gan Milk Thistle Puritan’s Pride Mỹ giải độc và bảo vệ chức năng gan, giảm mụn do nóng gan - QuaTangMe Extaste",430000,https://tiki.vn/giai-doc-gan-milk-thistle-puritan-s-pride-my-giai-doc-va-ba-o-ve-chuc-nang-gan-quatangme-extaste-p271475771.html?spid=103430362,,67.0,28810000.0
38,[Made in USA] Bột Uống Bổ Sung Collagen Codeage Giúp Trẻ Hóa Da Toàn Diện Codeage Multi Collagen Peptides Powder 567g,1437000,https://tiki.vn/made-in-usa-bot-uong-bo-sung-collagen-codeage-giup-tre-hoa-da-toan-dien-codeage-multi-collagen-peptides-powder-567g-p270691425.html?spid=270691427,,8.0,11496000.0
39,Thực phẩm bổ sung: KIRKLAND SIGNATURE VITAMIN E 400 I.U,370000,https://tiki.vn/thuc-pham-bo-sung-kirkland-signature-vitamin-e-400-i-u-p14758377.html?spid=79820008,,209.0,77330000.0
40,"Viên uống Tinh Chất Hàu biển OB - Tăng cường sinh lý nam, Bổ Thận, Tăng Chất Lượng Tinh Trùng, hộp 30v",328000,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-hau-bien-ob-tang-cuong-sinh-ly-nam-hop-30-vien-p28517939.html?spid=28517940,-13%,708.0,232224000.0
41,Combo 2 hộp viên uống ALIPAS tăng cường sinh lý nam 60 viên tặng 1 hộp 15 viên,2800000,https://tiki.vn/combo-2-hop-vien-uong-alipas-tang-cuong-sinh-ly-nam-60-vien-tang-1-hop-15-vien-p189461061.html?spid=189461062,-12%,46.0,128800000.0
42,Vitamin Tổng Hợp Cho Nam Giới Hỗ Trợ Tăng Cường Sinh Lý Blackmores Multivitamin For Men Lọ 50 Viên,532950,https://tiki.vn/vitamin-tong-hop-ho-tro-suc-khoe-nam-gioi-blackmores-multivitamin-for-men-lo-50-vien-p207227582.html?spid=207227583,-5%,56.0,29845200.0
