,title,price,link_item,discount,sales,revenue
0,Bộ lưỡi máy cạo râu thay thế cho dòng máy cạo râu Kemei KM-1102 và KM-1102H dễ tháo lắp sử dụng,79000,https://tiki.vn/bo-luoi-may-cao-rau-thay-the-cho-dong-may-cao-rau-kemei-km-1102-va-km-1102h-de-thao-lap-su-dung-p272429677.html?spid=272429679,-6%,1.0,79000.0
1,Nước rửa siêu mạnh,8000,https://tiki.vn/nuoc-rua-sieu-manh-p248616060.html?spid=248616062,-48%,6.0,48000.0
2,10 Que gỗ gạt sáp wax lông size to gấp 2 lần que kem,2500,https://tiki.vn/10-que-go-gat-sap-wax-long-size-to-gap-2-lan-que-kem-p185711074.html?spid=185711084,-15%,22.0,55000.0
3,"Máy Cạo Lông Vùng Kín KM Giúp Tẩy Lông Hiệu Quả Giúp, Triệt Lông Chân, Triệt Lông Nách",113000,https://tiki.vn/may-cao-long-vung-kin-may-cao-long-nach-km-giup-tay-long-hieu-qua-giup-triet-long-chan-triet-long-nach-p163825308.html?spid=172437011,-5%,10.0,1130000.0
4,Cold wax an lành - Wax lông - Tẩy lông - Tặng 50 tờ giấy và 2 que wax,109000,https://tiki.vn/cold-wax-an-lanh-wax-long-tay-long-tang-50-to-giay-va-2-que-wax-p141470343.html?spid=141470348,-8%,1100.0,119900000.0
5,Sơn móng tay elite cao cấp (gel lạnh không hơ đèn),31000,https://tiki.vn/son-mong-tay-elite-cao-cap-gel-lanh-khong-ho-den-p247789440.html?spid=247789442,-10%,10.0,310000.0
6,"Máy (Đai) Massage Bụng Nikio NK-168 - Máy Rung Tan Mỡ Bụng Nam Nữ, Làm Săn Chắc Cơ Bụng Nhanh, Kết Hợp Nhiệt Nóng Làm Ấm Bụng, Giảm Đau Bụng Kinh",1490000,https://tiki.vn/may-dai-massage-bung-nikio-nk-168-may-rung-tan-mo-bung-nam-nu-lam-san-chac-co-bung-nhanh-ket-hop-nhiet-nong-lam-am-bung-giam-dau-bung-kinh-p36557161.html?spid=36557162,-10%,244.0,363560000.0
7,"Sáp Wax Lông Nóng Wax Bean 100gr, Dạng Hạt Đậu(Tặng Kèm Que Phết Wax Stick)",14000,https://tiki.vn/sap-wax-long-nong-wax-bean-100gr-dang-hat-dau-tang-kem-que-phet-wax-stick-p84283337.html?spid=153603451,-5%,287.0,4018000.0
8,Hộp bấm móng tay Đức có giũa - rất tiện lợi - chất lượng,199000,https://tiki.vn/hop-bam-mong-tay-duc-hieu-zwilling-co-giua-rat-tien-loi-chat-luong-p137829896.html?spid=137829898,,65.0,12935000.0
9,"Máy hơ gel mini , hơ móng tay mini",28000,https://tiki.vn/may-ho-gel-mini-ho-mong-tay-mini-p96184396.html?spid=135754517,-8%,67.0,1876000.0
10,( Hàng mới về) Sơn Gel VENDEENI Sơn Móng 15ml Siêu Đẹp (lẻ chai ),38000,https://tiki.vn/hang-moi-ve-son-gel-vendeeni-son-mong-15ml-sieu-dep-le-chai-hang-chinh-hang-p241789676.html?spid=241789707,,11.0,418000.0
11,Dao Cạo Râu Gillette Fusion5 Proglide Flexball,320000,https://tiki.vn/dao-cao-rau-gillette-fusion5-proglide-flexball-p146361737.html?spid=146361738,,15.0,4800000.0
12,"Đai hỗ trợ giảm béo, Giảm Đau Lưng Nam, Giảm Đau Kinh Nguyệt, Sưởi Ấm Bụng, Massage, SUPER BELT 3D[30 NGÀY 1 ĐỔI 1] Công Nghệ Rung, Nóng Và Xung Điện EMS",1562000,https://tiki.vn/dai-ho-tro-giam-beo-giam-dau-lung-nam-giam-dau-kinh-nguyet-suoi-am-bung-massage-super-belt-3d-30-ngay-1-doi-1-cong-nghe-rung-nong-va-xung-dien-ems-p114458752.html?spid=114458756,,35.0,54670000.0
13,Lược chải tóc tre tự nhiên chống tích điện và massage da đầu XM27,85000,https://tiki.vn/luoc-chai-toc-tre-tu-nhien-chong-tich-dien-va-massage-da-dau-xm27-p56742808.html?spid=56742809,,91.0,7735000.0
14,Máy Triệt Lông Vĩnh Viễn Qmele V301-G có màn hình LCD 500.000 Xung,1549000,https://tiki.vn/may-triet-long-vinh-vien-qmele-co-man-hinh-lcd-500-000-xung-p55840696.html?spid=56960202,,161.0,249389000.0
15,"Cây Lăn Mặt - Cây Massage Mặt, Dụng Cụ Mát Xa Mặt 3D Nâng Cơ, Xóa Nhăn Làm thon gọn Mặt Thông minh",38000,https://tiki.vn/dung-cu-massage-lam-san-chac-khuon-mat-p48623355.html?spid=72958985,,141.0,5358000.0
16,Bộ 24 móng tay giả trang trí nghệ thuật cho nữ [Tặng kèm phụ kiện 24 miếng keo dán sillicon 2 mặt + dũa móng]- Được chọn mẫu,20000,https://tiki.vn/bo-24-mong-tay-gia-trang-tri-nghe-thuat-cho-nu-ta-ng-ke-m-phu-kie-n-24-mie-ng-keo-da-n-sillicon-2-ma-t-du-a-mo-ng-keo-da-n-p94998520.html?spid=206677040,,132.0,2640000.0
17,Máy triệt lông cá nhân Halio IPL Cooling Hair Removal Device - Tặng quà ngẫu nhiên - Hàng chính hãng,3390000,https://tiki.vn/may-triet-long-ca-nhan-halio-ipl-cooling-hair-removal-device-tang-qua-ngau-nhien-hang-chinh-hang-p270835257.html?spid=270835258,,1.0,3390000.0
18,"Bộ Ủ Nóng Tan Mỡ SLIMMING BODY 2 hỗ trợ giảm mỡ Bụng , Đùi Hiệu Quả - Bản cải tiến 2021",749000,https://tiki.vn/bo-u-nong-tan-mo-slimming-body-2-ho-tro-giam-mo-bung-dui-hieu-qua-ban-cai-tien-2021-p97094057.html?spid=108695156,,27.0,20223000.0
19,Máy chà gót chân,264000,https://tiki.vn/may-cha-got-chan-p99502388.html?spid=171544304,,41.0,10824000.0
20,"Máy rửa mặt làm sạch bụi bẩn, bã nhờn và lớp trang điểm thừa có khả năng massage kích thích tuần hoàn máu - Giao màu ngẫu nhiên",48000,https://tiki.vn/may-rua-mat-lam-sach-bui-ban-ba-nhon-va-lop-trang-diem-thua-co-kha-nang-massage-kich-thich-tuan-hoan-mau-giao-mau-ngau-nhien-p52629204.html?spid=67036638,,16.0,768000.0
21,Sủi Da S-506 - Kềm Nghĩa,59800,https://tiki.vn/sui-da-s-506-kem-nghia-p8211858.html?spid=8211859,,458.0,27388400.0
22,Máy Hút Mụn Đầu Đen - Dầu Nhờn Cầm Tay Mini - Nâng Cơ Làm Mờ Nếp Nhăn - Kèm 5 Đâu Hút Mụn Và 3 Chế Độ Có Dây Cáp Sạc - Remover,215600,https://tiki.vn/may-hut-mun-dau-den-dau-nhon-cam-tay-mini-nang-co-lam-mo-nep-nhan-kem-5-dau-hut-mun-va-3-che-do-co-day-cap-sac-remover-p72454657.html?spid=149848700,,25.0,5390000.0
23,"Bộ dụng cụ chăm sóc móng tay Xiaomi Mijia 5 món, thép không gỉ - Hàng Nhập Khẩu",179000,https://tiki.vn/bo-dung-cu-cham-soc-mong-tay-xiaomi-mijia-5-mon-thep-khong-gi-hang-nhap-khau-p74689272.html?spid=74689273,,123.0,22017000.0
24,Đai Quấn Nóng Giảm Mỡ Bụng Sweat Belt Cao Cấp,33250,https://tiki.vn/dai-quan-nong-giam-mo-bung-sweat-belt-cao-cap-p124273948.html?spid=124273953,,25.0,831250.0
25,"Máy Chà Gót Chân, Mài Gót Chân, Tẩy Da Chết MKS Cao Cấp -Có Tích Điện, Tặng Kèm 3 Đầu Mài Thạch Anh",648000,https://tiki.vn/may-cha-got-chan-mai-got-chan-tay-da-chet-mks-cao-cap-co-tich-dien-tang-kem-3-dau-mai-thach-anh-p122489728.html?spid=215257959,,3.0,1944000.0
26,Miếng dán máy chà gót chân,58000,https://tiki.vn/mieng-dan-may-cha-got-chan-p147947771.html?spid=147947785,,8.0,464000.0
27,"Chai chiết, lọ chiết nước hoa mini, ống chiết tự động dạng xịt 5ml nhỏ gọn tiện dụng GD722-ChietNH",15000,https://tiki.vn/chai-chiet-lo-chiet-nuoc-hoa-mini-ong-chiet-tu-dong-dang-xit-5ml-nho-gon-tien-dung-gd722-chietnh-p252402786.html?spid=252402788,,28.0,420000.0
28,Máy triệt lông Ulike Sapphire Air+ Cooling IPL,5920000,https://tiki.vn/may-triet-long-ulike-sapphire-air-cooling-ipl-p270990811.html?spid=270990812,,2.0,11840000.0
29,"Ghế Bệt Ngồi Làm Nail Có Bánh Xe Chắc Bền, Di Chuyển Dễ Dàng",150000,https://tiki.vn/ghe-bet-lam-nail-co-banh-xe-chac-ben-p201038098.html?spid=201038100,,10.0,1500000.0
30,Kềm Cắt Da Thép Không Gỉ Kềm Nghĩa D-09(14),175000,https://tiki.vn/kem-cat-da-thep-khong-gi-kem-nghia-d-09-14-p8142265.html?spid=8142266,,241.0,42175000.0
31,Sủi Da S-504 - Kềm Nghĩa,46000,https://tiki.vn/sui-da-s-504-kem-nghia-p8211854.html?spid=8211855,,65.0,2990000.0
32,"￼Bộ 4 lô Cuốn Tóc Xoăn Dính loại lớn, giá tốt - giao màu ngẫu nhiên",36000,https://tiki.vn/bo-4-lo-cuon-toc-xoan-dinh-loai-lon-gia-tot-giao-mau-ngau-nhien-p138773725.html?spid=138773726,,207.0,7452000.0
33,Lược dày lược chải chí mũ trong răng khít loại 1,17500,https://tiki.vn/luoc-day-luoc-chai-chi-mu-trong-rang-khit-loai-1-p144181055.html?spid=144181062,-10%,59.0,1032500.0
34,Cọ Rửa Mặt Massage 2 Đầu Cầm Tay Silicon Siêu Sạch Mềm Mịn An Toàn Cho Da - MP083,10400,https://tiki.vn/co-rua-mat-massage-2-dau-sieu-sach-mp083-p36995833.html?spid=56813154,-50%,11.0,114400.0
35,"Máy hút mụn đầu đen , đầu trắng, mụn cám cầm tay chạy pin AA",58999,https://tiki.vn/may-hut-mun-dau-den-dau-trang-mun-cam-cam-tay-chay-pin-aa-p155703659.html?spid=160889854,-13%,25.0,1474975.0
36,"Máy Rửa Mặt, Massage Ion 2 In 1 Làm Sạch Sâu & Hấp Thụ Dưỡng Chất Bằng Công Nghệ Sóng Âm - Sạc Pin Cổng USB (Màu Ngẫu Nhiên) MP142",113400,https://tiki.vn/may-rua-mat-massage-ion-2-in-1-di-nong-lanh-lam-sach-sau-hap-thu-duong-chat-bang-cong-nghe-song-am-sac-pin-cong-usb-mau-ngau-nhien-mp142-p68400692.html?spid=111060325,,8.0,907200.0
37,"Máy cạo râu Enchen Blackstone 5S chống nước IPX7, pin sạc bền bỉ, lưỡi kép vành mỏng 0.9mm",249500,https://tiki.vn/ma-y-ca-o-rau-enchen-blackstone-5s-cho-ng-nuo-c-ipx7-pin-sa-c-be-n-bi-luo-i-ke-p-va-nh-mo-ng-0-9mm-p248887402.html?spid=248887403,-3%,18.0,4491000.0
38,"Thanh lăn massage ngọc bích 2 đầu giúp mặt chống nhăn, nâng cơ mặt",94000,https://tiki.vn/thanh-lan-massage-ngoc-bich-2-dau-giup-mat-chong-nhan-nang-co-mat-p225919275.html?spid=225919276,-36%,1.0,94000.0
39,Bông rửa mặt bọt biển an toàn cho da Hàn Quốc,25000,https://tiki.vn/bong-rua-mat-bot-bien-an-toan-cho-da-han-quoc-mira-aroma-p120512835.html?spid=120512843,-17%,14.0,350000.0
40,Lược chải tóc tay cầm hình thú dễ thương (Nhiều Mẫu),39000,https://tiki.vn/luoc-chai-toc-tay-cam-hinh-thu-de-thuong-nhieu-mau-p212559463.html?spid=212559469,-50%,35.0,1365000.0
41,Máy Tỉa Lông Mũi C1 - Cắt Tỉa Lông Mũi Gọn Nhẹ Không Gây Đau Rát - Dụng Cụ Tỉa Lông Mũi An Toàn,115000,https://tiki.vn/may-tia-long-mui-c1-cat-tia-long-mui-gon-nhe-khong-gay-dau-rat-dung-cu-tia-long-mui-an-toan-p262053915.html?spid=262021264,,24.0,2760000.0
42,Máy Massage Mắt chống Lão Hóa giảm quầng thâm bọng mắt AOBERST,466000,https://tiki.vn/may-massage-mat-chong-lao-hoa-giam-quang-tham-bong-mat-aoberst-p3656585.html?spid=3656587,-8%,240.0,111840000.0
43,Kẽm nhung Uốn Tóc Sợi Kẽm Ruffled ( Rối Phồng ),20000,https://tiki.vn/kem-nhung-uon-toc-soi-kem-ruffled-roi-phong-p251999074.html?spid=251999075,-8%,16.0,320000.0
44,"Bộ 4 cây nặn mụn 8 đầu kèm hộp đựng, bộ dụng cụ nặn mụn tiện ích",16000,https://tiki.vn/bo-4-cay-nan-mun-8-dau-kem-hop-dung-bo-dung-cu-nan-mun-tien-ich-p105533743.html?spid=228994002,-46%,5.0,80000.0
45,Tháo Phá Sơn Gel- Phá Bột * SIÊU NHANH *,45000,https://tiki.vn/thao-pha-son-gel-pha-bot-sieu-nhanh-p230313760.html?spid=230313769,,2.0,90000.0
46,Bấm móng tay bằng thép cao cấp KAI - Nội địa Nhật Bản,148500,https://tiki.vn/bam-mong-tay-bang-thep-cao-cap-kai-noi-dia-nhat-ban-p58737201.html?spid=184586763,,5.0,742500.0
47,BỘ KỀM CẮT MÓNG TAY TIỆN DỤNG - BỘ KÌM BẤM MÓNG TAY 19 MÓN,63100,https://tiki.vn/bo-kem-cat-mong-tay-tien-dung-bo-kim-bam-mong-tay-19-mon-p136484644.html?spid=273131135,,3.0,189300.0
48,Chính Hãng Ayosun - Đai massage bụng Ayosun Rung Quay Nhào Mạnh Mẽ,1250000,https://tiki.vn/chinh-hang-ayosun-dai-massage-bung-ayosun-rung-quay-nhao-manh-me-p107492278.html?spid=121624948,,8.0,10000000.0
49,Máy rửa mặt sóng âm Xiaomi inFace MS2000pro (Gen 2) - Hàng chính hãng,379000,https://tiki.vn/may-rua-mat-song-am-xiaomi-inface-ms2000pro-gen-2-hang-chinh-hang-p109691576.html?spid=133785584,,246.0,93234000.0
50,Hộp 12 Miếng Dán Ngải Cứu  Giảm Đau Cổ Vai Gáy Hiệu Quả,10000,https://tiki.vn/hop-12-mieng-dan-ngai-cuu-giam-dau-co-vai-gay-hieu-qua-p247292308.html?spid=247292389,,80.0,800000.0
51,Bộ cạo dao cạo râu 5 lưỡi công nghệ Nhật Bản,26000,https://tiki.vn/bo-cao-dao-cao-rau-5-luoi-cong-nghe-nhat-ban-p160814867.html?spid=160814877,,62.0,1612000.0
52,"Máy cạo râu Enchen Blackstone 5S chống nước IPX7, pin sạc bền bỉ, lưỡi kép vành mỏng 0.9mm",249500,https://tiki.vn/ma-y-ca-o-rau-enchen-blackstone-5s-cho-ng-nuo-c-ipx7-pin-sa-c-be-n-bi-luo-i-ke-p-va-nh-mo-ng-0-9mm-p246889938.html?spid=246889939,,4.0,998000.0
53,Lược nhuộm tóc cao cấp S004,30000,https://tiki.vn/luoc-nhuom-toc-cao-cap-s004-p208765572.html?spid=208765574,,15.0,450000.0
54,"Sơn Gel As mã ALB (sơn trong, thạch)| chai đỏ",40300,https://tiki.vn/son-gel-as-ma-alb-son-trong-thach-chai-do-p90235117.html?spid=90235224,,14.0,564200.0
55,0108583 Cây nặn mụn MUW có đồ bọc silicon 6517,49000,https://tiki.vn/0108583-cay-nan-mun-muw-co-do-boc-silicon-6517-p162442668.html?spid=162442670,,7.0,343000.0
56,"Bộ Que Nặn Mụn 8 Món Hộp Thiếc Chuyên Dụng Spa, Thẩm Mỹ Viện",120000,https://tiki.vn/bo-que-nan-mun-8-mon-hop-thiec-chuyen-dung-spa-tham-my-vien-p263517263.html?spid=263517264,,12.0,1440000.0
57,Thanh Lăn Đá Lạnh Massage Mặt Giảm Bọng Mắt Và Thu Nhỏ Lỗ Chân Lông - Quả Cầu Lạnh Mát Xa,90000,https://tiki.vn/thanh-lan-da-lanh-massage-mat-giam-bong-mat-va-thu-nho-lo-chan-long-qua-cau-lanh-mat-xa-p140434749.html?spid=180750228,,15.0,1350000.0
58,Xịt Thơm Toàn Thân Body Mist Vitoria Bath & Body Works 236ml,99000,https://tiki.vn/xit-thom-toan-than-body-mist-vitoria-bath-body-works-236ml-p270752771.html?spid=270752779,,5.0,495000.0
59,Bộ Quà Tặng (Bấm Móng - Kéo - Dũa - Nhíp) Thép Không Gỉ Cao Cấp KỀM NGHĨA GS.15 PT,210680,https://tiki.vn/bo-san-pham-qua-tang-kem-nghia-gs-15-pt-p86411687.html?spid=86411688,,21.0,4424280.0
60,"Máy Tỉa Lông Mũi Và Cạo Râu Sạc USB, Cạo Lông Cạo Râu Êm Ái Nhỏ Gọn, Tiện Lợi Dễ Mang Theo, Sang Trọng, Bền Bỉ, Chống Thấm Nước",145000,https://tiki.vn/may-tia-long-mui-va-cao-rau-sac-usb-cao-long-cao-rau-em-ai-nho-gon-tien-loi-de-mang-theo-sang-trong-ben-bi-chong-tham-nuoc-p188446084.html?spid=188446088,,5.0,725000.0
61,Bộ bấm móng tay 19 món thép không gỉ-bộ cắt móng tay cao cấp,68000,https://tiki.vn/bo-ba-m-mong-tay-19-mon-thep-khong-gi-bo-ca-t-mo-ng-tay-cao-ca-p-p95563276.html?spid=95563307,,198.0,13464000.0
62,Bộ Quà Tặng Thép Không Gỉ Mạ Vàng 24K Cao Cấp KỀM NGHĨA GS.07CC,841800,https://tiki.vn/bo-qua-tang-cao-cap-kem-nghia-gs-07cc-p230062346.html?spid=230062347,,2.0,1683600.0
63,Combo 3 Sản Phẩm KỀM NGHĨA CB.3K-012 (Kéo Cắt Tỉa Lông Mũi Đầu Tròn - Kềm Da - Nhíp),134320,https://tiki.vn/combo-03k012-kem-cat-da-keo-cat-tia-long-mui-dau-tron-nhip-kem-nghia-p87238977.html?spid=87238979,,89.0,11954480.0
