title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện thoại Samsung Galaxy Z Flip 5 (8GB/512GB) - Độc quyền Online,"₫29,990,000",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-5-8gb512gb-doc-quyen-online-i2381817884.html,1,,"15 sold
(3)
Hồ Chí Minh",Samsung,Samsung Store
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - Độc quyền Online,"₫31,990,000",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-8gb256gb-doc-quyen-online-i2157744431.html,2,,"110 sold
(19)
Hồ Chí Minh",Samsung,Samsung Store
Apple iPhone 15 Pro Max 256GB Chính hãng (VN/A),"₫35,090,000",https://www.lazada.vn/products/apple-iphone-15-pro-max-256gb-chinh-hang-vna-i2416996609.html,3,12% Off,"501 sold
(138)
Hồ Chí Minh",Apple,Di Động Việt Store - AAR
Điện thoại Samsung Galaxy Z Flip 5 (8GB/256GB) - Độc quyền online,"₫25,990,000",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-5-8gb256gb-doc-quyen-online-i2383717206.html,4,,"13 sold
Hồ Chí Minh",Samsung,Samsung Store
iPhone 15 Plus - Hàng Chính Hãng VN/A,"₫24,990,000",https://www.lazada.vn/products/iphone-15-plus-hang-chinh-hang-vna-i2417254495.html,5,4% Off,"355 sold
(70)
Bắc Ninh",Apple,Apple Flagship Store
[SALE NĂM MỚI CHỈ 05 - 07.01] Điện thoại Samsung Galaxy M14 4GB+64GB 5G - CHỈ CÓ TẠI LAZADA,"₫3,250,000",https://www.lazada.vn/products/sale-nam-moi-chi-05-0701-dien-thoai-samsung-galaxy-m14-4gb64gb-5g-chi-co-tai-lazada-i2249051805.html,6,35% Off,"9,999+ sold
(1343)
Hồ Chí Minh",Samsung,SAMSUNG Flagship Store
[SALE NĂM MỚI CHỈ 05 - 07.01] Điện thoại Samsung Galaxy Z Flip5,"₫16,090,000",https://www.lazada.vn/products/sale-nam-moi-chi-05-0701-dien-thoai-samsung-galaxy-z-flip5-i2351112090.html,7,38% Off,"864 sold
(218)
Bắc Ninh",Samsung,SAMSUNG Flagship Store
Điện thoại OPPO A17k - Hàng chính hãng,"₫2,990,000",https://www.lazada.vn/products/dien-thoai-oppo-a17k-hang-chinh-hang-i2228845035.html,8,9% Off,"266 sold
(27)
Hồ Chí Minh",OPPO,OPPO Brand Store
Điện thoại OPPO Reno8 T 5G (8GB/128GB) - Hàng chính hãng,"₫9,990,000",https://www.lazada.vn/products/dien-thoai-oppo-reno8-t-5g-8gb128gb-hang-chinh-hang-i2153631309.html,9,,"125 sold
(41)
Hồ Chí Minh",OPPO,OPPO Official Store
Điện Thoại Samsung Galaxy A54 5G 128GB,"₫7,690,000",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a54-5g-128gb-i2492490703.html,10,27% Off,"69 sold
(22)
Bình Dương",Samsung,Tablet Plaza Store
iPhone 14 Plus - Hàng Chính Hãng VN/A,"₫22,190,000",https://www.lazada.vn/products/iphone-14-plus-hang-chinh-hang-vna-i2017749016.html,11,21% Off,"343 sold
(49)
Bắc Ninh",Apple,Apple Flagship Store
Điện thoại Nokia C30 (2GB/32GB) Pin khủng - Mới nguyên seal - Hàng chính hãng,"₫1,569,000",https://www.lazada.vn/products/dien-thoai-nokia-c30-2gb32gb-pin-khung-moi-nguyen-seal-hang-chinh-hang-i1767867993.html,12,42% Off,"77 sold
(45)
Nghệ An",Nokia,THẮNG THAO MOBILE
iPhone 15 Pro - Hàng Chính Hãng VN/A,"₫28,489,000",https://www.lazada.vn/products/iphone-15-pro-hang-chinh-hang-vna-i2417249565.html,13,"2% Off
LazFlash Sale, to 23:59","1,293 sold
(238)
Hồ Chí Minh",Apple,Apple Flagship Store
"Oppo R15x - điện thoại Oppo R15x 2sim ram 8G/512G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng","₫549,000",https://www.lazada.vn/products/oppo-r15x-dien-thoai-oppo-r15x-2sim-ram-8g512g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320292960.html,14,45% Off,"53 sold
(48)
Hồ Chí Minh",OPPO,Thống Nhất 001
Điện Thoại Samsung A34 5G 8GB/128GB - Hàng Chính Hãng,"₫5,699,000",https://www.lazada.vn/products/dien-thoai-samsung-a34-5g-8gb128gb-hang-chinh-hang-i2223720742.html,15,33% Off,"7 sold
(5)
Bến Tre",Samsung,Hồng Hạnh Mobile Mall
