title,price,link_item,index_,Discount,countReviews,Brand,Store
"điện thoại Cảm ứng siêu rẻ Samsung A01 - điện thoại Samsung Galaxy A01 2sim ram 2/16G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",499.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-sieu-re-samsung-a01-dien-thoai-samsung-galaxy-a01-2sim-ram-216g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2299474306.html,1,36% Off,"58 Đã bán
(45)
Hồ Chí Minh",,
"điện thoại Chính Hãng Vsmart Active 1 máy 2sim ram 4/64G, Smartphone Cao cấp, Camera đẹp, Cấu hình mạnh, Chiến mọi Game nặng siêu mượt",549.000 ₫,https://www.lazada.vn/products/dien-thoai-chinh-hang-vsmart-active-1-may-2sim-ram-464g-smartphone-cao-cap-camera-dep-cau-hinh-manh-chien-moi-game-nang-sieu-muot-i2149534178.html,2,45% Off,"44 Đã bán
(39)
Hồ Chí Minh",,
[HCM]Điện Thoại Samsung Galaxy A72 (8GB/256GB) - Hàng Chính Hãng,9.399.000 ₫,https://www.lazada.vn/products/hcmdien-thoai-samsung-galaxy-a72-8gb256gb-hang-chinh-hang-i1314409297.html,3,,Hồ Chí Minh,,
"Điện thoại Cảm ứng Cao Cấp Giá rẻ Oppo A57 2022 - điện thoại Oppo A57 2022 máy 2sim ram 8G/256G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng - TTN 01",1.099.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-cao-cap-gia-re-oppo-a57-2022-dien-thoai-oppo-a57-2022-may-2sim-ram-8g256g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-ttn-01-i2318163574.html,4,42% Off,"140 Đã bán
(59)
Hồ Chí Minh",,
"điện thoại Realme 6i Chính Hãng 2sim ram 6G rom 128G, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",1.399.000 ₫,https://www.lazada.vn/products/dien-thoai-realme-6i-chinh-hang-2sim-ram-6g-rom-128g-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2037464043.html,5,37% Off,"22 Đã bán
(16)
Hồ Chí Minh",,
"điện thoại Vsmart Star 5 2sim ram 3G/32G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",548.000 ₫,https://www.lazada.vn/products/dien-thoai-vsmart-star-5-2sim-ram-3g32g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2515448942.html,6,45% Off,"123 Đã bán
(28)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ Oppo A94 5G Chính Hãng 2sim ram 12G bộ nhớ 512G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",1.298.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-oppo-a94-5g-chinh-hang-2sim-ram-12g-bo-nho-512g-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2022002694.html,7,43% Off,"121 Đã bán
(78)
Hồ Chí Minh",,
"Điện thoại giá rẻ Oppo A5s ( Oppo A5 S) Chính Hãng 2sim ram 6G/128G, Màn hình: IPS LCD6.2""HD+, cấu hình CPU siêu Cao Cấp, đánh mọi Game nặng chất",499.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-oppo-a5s-oppo-a5-s-chinh-hang-2sim-ram-6g128g-man-hinh-ips-lcd62hd-cau-hinh-cpu-sieu-cao-cap-danh-moi-game-nang-chat-i2391609942.html,8,50% Off,"62 Đã bán
(52)
Hồ Chí Minh",,
"Điện thoại Samsung j2 prime g532 (1,5/8GB) Máy cũ - Hàng chính hãng",500.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-j2-prime-g532-158gb-may-cu-hang-chinh-hang-i2140892524.html,9,,"933 Đã bán
(462)
Hà Nội",,
Điện thoại Samsung Galaxy S23 Ultra 12GB/512GB Xanh lục - Hàng chính hãng,34.000.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-12gb512gb-xanh-luc-hang-chinh-hang-i2423608483.html,10,,Hải Phòng,,
"Oppo A96 5G - điện thoại Oppo A96 bản 5G máy 2sim ram 8G/256G Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng",1.649.000 ₫,https://www.lazada.vn/products/oppo-a96-5g-dien-thoai-oppo-a96-ban-5g-may-2sim-ram-8g256g-chinh-hang-cay-game-luot-wed-tiktok-facebook-youtube-dinh-chat-bao-hanh-12-thang-i2323463712.html,11,47% Off,"20 Đã bán
(19)
Hồ Chí Minh",,
