title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện Thoại Samsung A04 3GB/32GB - Hàng Chính Hãng,2.189.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-a04-3gb32gb-hang-chinh-hang-i2063331338.html,1,27% Off,"109 Đã bán
(40)
Bến Tre",,
Sim vietnammobile giá rẻ hết hạn đăng kí,10.000 ₫,https://www.lazada.vn/products/sim-vietnammobile-gia-re-het-han-dang-ki-i2247241837.html,2,,"57 Đã bán
(8)
Hồ Chí Minh",,
"Điện thoại Xiaomi Redmi 12C (3GB/32GB) - Hàng Chính Hãng, Mới 100% , Bảo hành 18 tháng",2.069.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-12c-3gb32gb-hang-chinh-hang-moi-100-bao-hanh-18-thang-i2328173092.html,3,35% Off,"29 Đã bán
(9)
Nghệ An",,
Điện thoại Realme C55 6GB/128GB,3.990.000 ₫,https://www.lazada.vn/products/dien-thoai-realme-c55-6gb128gb-i2483226625.html,4,20% Off,"(2)
Hồ Chí Minh",,
Xiaomi Redmi Note 12 4GB-128GB,3.790.000 ₫,https://www.lazada.vn/products/xiaomi-redmi-note-12-4gb-128gb-i2248216129.html,5,24% Off,"32 Đã bán
(11)
Hồ Chí Minh",,
Samsung A20 Ram 3G/32G máy đẹp keeng CẤU HÌNH siêu mượt.,900.000 ₫,https://www.lazada.vn/products/samsung-a20-ram-3g32g-may-dep-keeng-cau-hinh-sieu-muot-i1665171957.html,6,,"129 Đã bán
(41)
Bạc Liêu",,
"Điện thoại Vivo Y93 2 sim RAM 4GB, bộ nhớ 64GB kiểu dáng nhỏ gọn, giá rẻ sử dụng tốt",1.045.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y93-2-sim-ram-4gb-bo-nho-64gb-kieu-dang-nho-gon-gia-re-su-dung-tot-i2407465895.html,7,28% Off,"(1)
Hồ Chí Minh",,
iPhone 12 - Hàng Chính Hãng VN/A,13.389.000 ₫,https://www.lazada.vn/products/iphone-12-hang-chinh-hang-vna-i911354757.html,8,"46% Off
LazFlash Sale, tới 23:59","3,798 Đã bán
(805)
Hồ Chí Minh",,
Điện thoại Nokia C01 Plus (2GB|16GB) Chính Hãng,1.425.000 ₫,https://www.lazada.vn/products/dien-thoai-nokia-c01-plus-2gb16gb-chinh-hang-i2083837744.html,9,28% Off,"18 Đã bán
(8)
Hồ Chí Minh",,
"Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng - 3 camera sắc nét, hiệu năng mạnh mẽ, sạc nhanh 33W",4.599.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-12-8gb128gb-hang-chinh-hang-3-camera-sac-net-hieu-nang-manh-me-sac-nhanh-33w-i2374028195.html,10,21% Off,"20 Đã bán
(9)
Bến Tre",,
Xiaomi Redmi 12C 4GB - 64GB,3.590.000 ₫,https://www.lazada.vn/products/xiaomi-redmi-12c-4gb-64gb-i2203534934.html,11,,"43 Đã bán
(20)
Hồ Chí Minh",,
Điện thoại Xiaomi Redmi Note 13 Pro Fullbox RAM 8/128GB chip Snapdragon 7s Gen 2 màn 120Hz camera 200MP thiết kế cao cấp,5.398.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-13-pro-fullbox-ram-8128gb-chip-snapdragon-7s-gen-2-man-120hz-camera-200mp-thiet-ke-cao-cap-i2437768391.html,12,17% Off,"14 Đã bán
(8)
Hải Phòng",,
samsung a50s 99%. MÁY ĐẸP KEENG SIÊU MƯỢT.,1.400.000 ₫,https://www.lazada.vn/products/samsung-a50s-99-may-dep-keeng-sieu-muot-i2044456109.html,13,,"27 Đã bán
(10)
Bạc Liêu",,
[GIÁ SỈ] Pin điện thoại 5 / 5S / 5C / 6 / 6S / 7 / 8 / 6 PLUS / 6S PLUS / 7 PLUS / 8 PLUS dung lượng chuẩn,99.000 ₫,https://www.lazada.vn/products/gia-si-pin-dien-thoai-5-5s-5c-6-6s-7-8-6-plus-6s-plus-7-plus-8-plus-dung-luong-chuan-i536520736.html,14,,"101 Đã bán
(29)
Bình Dương",,
Apple iPhone 11 128GB Chính Hãng (VN/A),12.980.000 ₫,https://www.lazada.vn/products/apple-iphone-11-128gb-chinh-hang-vna-i2042892481.html,15,24% Off,"64 Đã bán
(5)
Hồ Chí Minh",,
"Điện thoại Sugar A100 2GB/16GB, Music Smartphone Mới 100% - Hàng chính hãng",799.000 ₫,https://www.lazada.vn/products/dien-thoai-sugar-a100-2gb16gb-music-smartphone-moi-100-hang-chinh-hang-i1781802255.html,16,43% Off,"45 Đã bán
(8)
Nghệ An",,
