title,price,link_item,index_,Discount,countReviews,Brand,Store
"Xiaomi Mi 3 - điện thoại Xiaomi Mi3 16G máy Chính Hãng, máy nghe gọi tốt, cảm ứng mượt, full zalo facebook youtube chất",379.000 ₫,https://www.lazada.vn/products/xiaomi-mi-3-dien-thoai-xiaomi-mi3-16g-may-chinh-hang-may-nghe-goi-tot-cam-ung-muot-full-zalo-facebook-youtube-chat-i2305706521.html,1,37% Off,"102 Đã bán
(57)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Samsung A70 - điện thoại Samsung Galaxy A70 máy 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.149.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-samsung-a70-dien-thoai-samsung-galaxy-a70-may-2sim-ram-6g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2299265289.html,2,43% Off,"74 Đã bán
(59)
Hồ Chí Minh",,
Điện thoại Google Pixel 4A 5G - 4a5g Nguyên Zin Ram 6 / 128Gb,3.730.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-4a-5g-4a5g-nguyen-zin-ram-6-128gb-i1617811635.html,3,,"33 Đã bán
(18)
Hồ Chí Minh",,
"Điện thoại Google Pixel 3AXL 2 Sim Chip 670 ram 4G/64G like new Chính hãng, SonPixel",2.690.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-3axl-2-sim-chip-670-ram-4g64g-like-new-chinh-hang-sonpixel-i1482057593.html,4,37% Off,"20 Đã bán
(13)
Hà Nội",,
"[ BÁN LẺ = GIÁ SỈ ] điện thoại Samsung Galaxy A12 2sim ram 6/128G máy Chính Hãng, Màn hình: PLS TFT LCD6.5""HD+, Camera sau: Chính 48 MP & Phụ 5 MP, 2 MP, 2 MP Camera trước: 8 MP, Bảo hành 12 tháng",1.249.000 ₫,https://www.lazada.vn/products/ban-le-gia-si-dien-thoai-samsung-galaxy-a12-2sim-ram-6128g-may-chinh-hang-man-hinh-pls-tft-lcd65hd-camera-sau-chinh-48-mp-phu-5-mp-2-mp-2-mp-camera-truoc-8-mp-bao-hanh-12-thang-i2251812114.html,5,43% Off,"100 Đã bán
(58)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi 6A 2sim ram 4G bộ nhớ 64G Chính Hãng, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",899.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-6a-2sim-ram-4g-bo-nho-64g-chinh-hang-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035081263.html,6,33% Off,"24 Đã bán
(16)
Hồ Chí Minh",,
"điện thoại Vivo Y83 2sim ram 6G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y83-2sim-ram-6g128g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-01-i2507852081.html,7,41% Off,"250 Đã bán
(74)
Hồ Chí Minh",,
điện thoại Samsung Galaxy Note 4 ram 3G/32G Chính Hãng - Bảo hành 12 tháng,519.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-note-4-ram-3g32g-chinh-hang-bao-hanh-12-thang-i2201611778.html,8,42% Off,"65 Đã bán
(52)
Hồ Chí Minh",,
"Điện thoại Xiaomi Redmi K40 Gaming, Dimensity 1200, Fullbox",5.150.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-k40-gaming-dimensity-1200-fullbox-i2041700426.html,9,18% Off,"45 Đã bán
(23)
Vĩnh Phúc",,
"Điện thoại giá siêu rẻ dành cho Học sinh sinh viên Google Pixel 3A - điện thoại Google Pixel 3a ram 4G/64G máy Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng",1.499.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-sinh-vien-google-pixel-3a-dien-thoai-google-pixel-3a-ram-4g64g-may-chinh-hang-cay-game-luot-wed-tiktok-facebook-youtube-dinh-chat-bao-hanh-12-thang-i2325008236.html,10,40% Off,"26 Đã bán
(25)
Hồ Chí Minh",,
