title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện thoại độc nokia 206 có 2 sim nghe gọi bảo hành 12 tháng,329.000 ₫,https://www.lazada.vn/products/dien-thoai-doc-nokia-206-co-2-sim-nghe-goi-bao-hanh-12-thang-i1378243174.html,1,26% Off,"18 Đã bán
(10)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi Note 3 2sim ram 3/32G Chính Hãng, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",848.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-3-2sim-ram-332g-chinh-hang-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035419250.html,2,42% Off,"23 Đã bán
(16)
Hồ Chí Minh",,
"điện thoại Google Pixel 3A ram 4/64G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",599.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-3a-ram-464g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2409698398.html,3,40% Off,"66 Đã bán
(53)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi 4X 2sim Chính Hãng ram 3G/32G, Camera sau: 13 MP Camera trước: 5 MP, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",899.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-4x-2sim-chinh-hang-ram-3g32g-camera-sau-13-mp-camera-truoc-5-mp-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2034497752.html,4,42% Off,"25 Đã bán
(16)
Hồ Chí Minh",,
"Xiaomi Redmi 10 - điện thoại Xiaomi Redmi 10 ram 4G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.599.000 ₫,https://www.lazada.vn/products/xiaomi-redmi-10-dien-thoai-xiaomi-redmi-10-ram-4g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2304739548.html,5,45% Off,"42 Đã bán
(40)
Hồ Chí Minh",,
"điện thoại Oppo Reno2 Z - Oppo Reno 2Z Chính Hãng 2sim ram 8G rom 256G, Màn hình: AMOLED6.5""Full HD+, Camera sau:Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",1.099.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-reno2-z-oppo-reno-2z-chinh-hang-2sim-ram-8g-rom-256g-man-hinh-amoled65full-hd-camera-sauchinh-48-mp-phu-8-mp-2-mp-2-mp-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2021749895.html,6,45% Off,"119 Đã bán
(99)
Hồ Chí Minh",,
"Điện thoại giá siêu rẻ dành cho Học sinh sinh viên Google Pixel 4XL - điện thoại Google Pixel 4 XL 2sim ram 6G/64G Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất,Bảo hành 12 tháng",1.499.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-sinh-vien-google-pixel-4xl-dien-thoai-google-pixel-4-xl-2sim-ram-6g64g-chinh-hang-cay-game-luot-wed-tiktok-facebook-youtube-dinh-chatbao-hanh-12-thang-i2323645685.html,7,39% Off,"20 Đã bán
(19)
Hồ Chí Minh",,
điện thoại Samsung Galaxy J7 Pro máy 2sim ran 3/32G Chính Hãng - Bảo hành 12 tháng,499.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-j7-pro-may-2sim-ran-332g-chinh-hang-bao-hanh-12-thang-i2202816996.html,8,38% Off,"131 Đã bán
(114)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A03s 2sim ram 4G/64G Chính Hãng, Màn hình: PLS LCD6.5""HD+ - Bảo hành 12 tháng",1.188.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a03s-2sim-ram-4g64g-chinh-hang-man-hinh-pls-lcd65hd-bao-hanh-12-thang-i2197657771.html,9,33% Off,"53 Đã bán
(50)
Hồ Chí Minh",,
(Hai Sim/Tặng Ốp Lưng) Điện Thoại Sharp A201SH - Simple Smartphone 6 TD-LTE JP Đến Từ Nhật Bản – Ra mắt năm 2022 – Máy Like New,1.490.000 ₫,https://www.lazada.vn/products/hai-simtang-op-lung-dien-thoai-sharp-a201sh-simple-smartphone-6-td-lte-jp-den-tu-nhat-ban-ra-mat-nam-2022-may-like-new-i2387822774.html,10,32% Off,"18 Đã bán
(17)
Hồ Chí Minh",,
