title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện thoại gia rẻ Nokia 130 (2 SIM) nghe nhạc,79.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-nokia-130-2-sim-nghe-nhac-i789016099.html,1,20% Off,"103 Đã bán
(20)
Bình Dương",,
"điện thoại Chính Hãng Oppo F9 Pro máy 2sim ram 8G/512G, Smartphone Cao cấp, Camera đẹp, Cấu hình mạnh, Chiến mọi Game nặng siêu mượt",949.000 ₫,https://www.lazada.vn/products/dien-thoai-chinh-hang-oppo-f9-pro-may-2sim-ram-8g512g-smartphone-cao-cap-camera-dep-cau-hinh-manh-chien-moi-game-nang-sieu-muot-i2338963800.html,2,37% Off,"39 Đã bán
(31)
Hồ Chí Minh",,
[HCM]Samsung Galaxy A50 64GB máy chính hãng máy đẹp,1.290.000 ₫,https://www.lazada.vn/products/hcmsamsung-galaxy-a50-64gb-may-chinh-hang-may-dep-i1325984020.html,3,,"50 Đã bán
(23)
Hồ Chí Minh",,
Apple iPhone 15 Pro 128GB Chính hãng (VN/A),29.590.000 ₫,https://www.lazada.vn/products/apple-iphone-15-pro-128gb-chinh-hang-vna-i2416951787.html,4,1% Off,"66 Đã bán
(5)
Hồ Chí Minh",,
Điện thoại Xiaomi Redmi Note 10 Pro 5G RAM 6/128 màn hình IPS LCD độ phân giải Full HD+ tần số quét 120 Hz,3.498.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-10-pro-5g-ram-6128-man-hinh-ips-lcd-do-phan-giai-full-hd-tan-so-quet-120-hz-i2410503588.html,5,22% Off,Hải Phòng,,
"[ Bán Lẻ = Giá Sỉ ] điện thoại LG Nexus 5X ram 2/32G máy nghe gọi to rõ, Full Zalo FB Youtube tiktok, Cảm ứng mượt, Bảo hành 12 tháng",549.000 ₫,https://www.lazada.vn/products/ban-le-gia-si-dien-thoai-lg-nexus-5x-ram-232g-may-nghe-goi-to-ro-full-zalo-fb-youtube-tiktok-cam-ung-muot-bao-hanh-12-thang-i2409441809.html,6,39% Off,"75 Đã bán
(59)
Hồ Chí Minh",,
[ Rẻ Vô Địch ] Điện thoại Nokia X1-01 2SIM _ Hàng Mới Đẹp _ Nghe Gọi To Rõ _ Pin Trâu Bền Bỉ,289.000 ₫,https://www.lazada.vn/products/re-vo-dich-dien-thoai-nokia-x1-01-2sim-_-hang-moi-dep-_-nghe-goi-to-ro-_-pin-trau-ben-bi-i2260094576.html,7,48% Off,"133 Đã bán
(27)
Hồ Chí Minh",,
"điện thoại Vivo Y72 5G 2sim ram 8G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",749.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y72-5g-2sim-ram-8g128g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-01-i2507525097.html,8,41% Off,"237 Đã bán
(60)
Hồ Chí Minh",,
"điện thoại Realme 5i Chính Hãng 2sim ram 8G bộ nhớ 256G, Màn hình: IPS LCD6.52""HD+, Camera sau: Chính 12 MP & Phụ 8 MP, 2 MP, 2 MP, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",949.000 ₫,https://www.lazada.vn/products/dien-thoai-realme-5i-chinh-hang-2sim-ram-8g-bo-nho-256g-man-hinh-ips-lcd652hd-camera-sau-chinh-12-mp-phu-8-mp-2-mp-2-mp-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2037432141.html,9,37% Off,"100 Đã bán
(89)
Hồ Chí Minh",,
Điện thoại Redmi 9 Ram 4G bộ nhớ 64GB máy chính hãng tặng kèm 1 ốp lưng,1.700.000 ₫,https://www.lazada.vn/products/dien-thoai-redmi-9-ram-4g-bo-nho-64gb-may-chinh-hang-tang-kem-1-op-lung-i2127679650.html,10,,"7 Đã bán
(4)
Hồ Chí Minh",,
