title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện thoại Samsung Galaxy Z Flip 5 (8GB/512GB) - Độc quyền Online,29.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-5-8gb512gb-doc-quyen-online-i2381817884.html,1,,"15 Đã bán
(3)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - Độc quyền Online,31.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-8gb256gb-doc-quyen-online-i2157744431.html,2,,"110 Đã bán
(19)
Hồ Chí Minh",,
Apple iPhone 15 Pro Max 256GB Chính hãng (VN/A),35.090.000 ₫,https://www.lazada.vn/products/apple-iphone-15-pro-max-256gb-chinh-hang-vna-i2416996609.html,3,12% Off,"501 Đã bán
(138)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy Z Flip 5 (8GB/256GB) - Độc quyền online,25.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-5-8gb256gb-doc-quyen-online-i2383717206.html,4,,"13 Đã bán
Hồ Chí Minh",,
iPhone 15 Plus - Hàng Chính Hãng VN/A,24.990.000 ₫,https://www.lazada.vn/products/iphone-15-plus-hang-chinh-hang-vna-i2417254495.html,5,4% Off,"355 Đã bán
(70)
Bắc Ninh",,
[SALE NĂM MỚI CHỈ 05 - 07.01] Điện thoại Samsung Galaxy M14 4GB+64GB 5G - CHỈ CÓ TẠI LAZADA,3.250.000 ₫,https://www.lazada.vn/products/sale-nam-moi-chi-05-0701-dien-thoai-samsung-galaxy-m14-4gb64gb-5g-chi-co-tai-lazada-i2249051805.html,6,35% Off,"9,999+ Đã bán
(1338)
Hồ Chí Minh",,
[SALE NĂM MỚI CHỈ 05 - 07.01] Điện thoại Samsung Galaxy Z Flip5,16.090.000 ₫,https://www.lazada.vn/products/sale-nam-moi-chi-05-0701-dien-thoai-samsung-galaxy-z-flip5-i2351112090.html,7,38% Off,"864 Đã bán
(218)
Bắc Ninh",,
Điện thoại OPPO A17k - Hàng chính hãng,2.990.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a17k-hang-chinh-hang-i2228845035.html,8,9% Off,"266 Đã bán
(27)
Hồ Chí Minh",,
Điện thoại OPPO Reno8 T 5G (8GB/128GB) - Hàng chính hãng,9.990.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-reno8-t-5g-8gb128gb-hang-chinh-hang-i2153631309.html,9,,"125 Đã bán
(41)
Hồ Chí Minh",,
Điện Thoại Samsung Galaxy A54 5G 128GB,7.690.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a54-5g-128gb-i2492490703.html,10,27% Off,"69 Đã bán
(22)
Bình Dương",,
iPhone 14 Plus - Hàng Chính Hãng VN/A,22.190.000 ₫,https://www.lazada.vn/products/iphone-14-plus-hang-chinh-hang-vna-i2017749016.html,11,21% Off,"343 Đã bán
(49)
Bắc Ninh",,
Điện thoại Nokia C30 (2GB/32GB) Pin khủng - Mới nguyên seal - Hàng chính hãng,1.569.000 ₫,https://www.lazada.vn/products/dien-thoai-nokia-c30-2gb32gb-pin-khung-moi-nguyen-seal-hang-chinh-hang-i1767867993.html,12,42% Off,"77 Đã bán
(45)
Nghệ An",,
iPhone 15 Pro - Hàng Chính Hãng VN/A,28.489.000 ₫,https://www.lazada.vn/products/iphone-15-pro-hang-chinh-hang-vna-i2417249565.html,13,"2% Off
LazFlash Sale, tới 23:59","1,293 Đã bán
(237)
Hồ Chí Minh",,
"Oppo R15x - điện thoại Oppo R15x 2sim ram 8G/512G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",549.000 ₫,https://www.lazada.vn/products/oppo-r15x-dien-thoai-oppo-r15x-2sim-ram-8g512g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320292960.html,14,45% Off,"53 Đã bán
(48)
Hồ Chí Minh",,
Điện Thoại Samsung A34 5G 8GB/128GB - Hàng Chính Hãng,5.729.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-a34-5g-8gb128gb-hang-chinh-hang-i2223720742.html,15,33% Off,"7 Đã bán
(5)
Bến Tre",,
"Điện thoại Samsung Galaxy A34 5G ( 8GB - 128GB ) - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",6.649.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-hang-chinh-hang-moi-100-bao-hanh-12-thang-i2232879162.html,16,22% Off,"2,983 Đã bán
(747)
Hồ Chí Minh",,
OPPO A17K 64GB Chính Hãng,3.100.000 ₫,https://www.lazada.vn/products/oppo-a17k-64gb-chinh-hang-i2114652253.html,17,6% Off,Hồ Chí Minh,,
Điện thoại Tecno POVA 5 (8+8)/128GB - MediaTek G99 - Sạc nhanh 45W - 6.8'' FHD+ Tần số quét 120HHZ - Hàng Chính Hãng - Bảo hành 13 Tháng,4.690.000 ₫,https://www.lazada.vn/products/dien-thoai-tecno-pova-5-88128gb-mediatek-g99-sac-nhanh-45w-68-fhd-tan-so-quet-120hhz-hang-chinh-hang-bao-hanh-13-thang-i2348140185.html,18,,"929 Đã bán
(453)
Hồ Chí Minh",,
iPhone 15 - Hàng Chính Hãng VN/A,21.990.000 ₫,https://www.lazada.vn/products/iphone-15-hang-chinh-hang-vna-i2417259469.html,19,4% Off,"477 Đã bán
(97)
Hồ Chí Minh",,
[SALE NĂM MỚI CHỈ 05 - 07.01] Điện thoại Samsung Galaxy S23 Ultra 8GB 12GB + 256GB 512GB 1TB,19.990.000 ₫,https://www.lazada.vn/products/sale-nam-moi-chi-05-0701-dien-thoai-samsung-galaxy-ultra-8gb-12gb-256gb-512gb-1tb-i2143635830.html,20,38% Off,"649 Đã bán
(124)
Bắc Ninh",,
iPhone 13 - Hàng Chính Hãng VN/A,16.290.000 ₫,https://www.lazada.vn/products/iphone-13-hang-chinh-hang-vna-i1525577176.html,21,35% Off,"4,588 Đã bán
(965)
Hồ Chí Minh",,
Điện Thoại Infinix NOTE 30 8GB/256GB - Hàng Chính Hãng,4.690.000 ₫,https://www.lazada.vn/products/dien-thoai-infinix-note-30-8gb256gb-hang-chinh-hang-i2400595399.html,22,6% Off,"26 Đã bán
(9)
Hồ Chí Minh",,
Điện Thoại Samsung A54 5G 8GB/128GB - Hàng Chính Hãng,7.229.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-a54-5g-8gb128gb-hang-chinh-hang-i2223664512.html,23,31% Off,"7 Đã bán
(4)
Bến Tre",,
Điện thoại Tecno POVA 5 (8+8)/128GB - MediaTek G99 - Sạc nhanh 45W - 6.8'' FHD+ Tần số quét 120HHZ - Hàng Chính Hãng - Bảo hành 13 Tháng,4.090.000 ₫,https://www.lazada.vn/products/dien-thoai-tecno-pova-5-88128gb-mediatek-g99-sac-nhanh-45w-68-fhd-tan-so-quet-120hhz-hang-chinh-hang-bao-hanh-13-thang-i2385527871.html,24,9% Off,"11 Đã bán
(10)
Hồ Chí Minh",,
"Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh",3.090.000 ₫,https://www.lazada.vn/products/dien-thoai-thong-minh-poco-c65-674-hd-90hz-helio-g85-5000mah-i2438761122.html,25,,"3,942 Đã bán
(605)
Hồ Chí Minh",,
Apple iPhone 15 Pro 256GB Chính hãng (VN/A),32.820.000 ₫,https://www.lazada.vn/products/apple-iphone-15-pro-256gb-chinh-hang-vna-i2417082334.html,26,1% Off,"33 Đã bán
Hồ Chí Minh",,
"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng Chính Hãng, Mới 100% | Bảo hành 18 tháng",4.175.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-12-4gb128gb-hang-chinh-hang-moi-100-bao-hanh-18-thang-i2251407824.html,27,16% Off,"5,306 Đã bán
(1190)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Đen,2.030.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a04-3g32g-sm-a045f-den-i2099386006.html,28,42% Off,"(1)
Hà Nội",,
Điện Thoại Infinix Hot 30 8GB/256GB - Hàng Chính Hãng,3.990.000 ₫,https://www.lazada.vn/products/dien-thoai-infinix-hot-30-8gb256gb-hang-chinh-hang-i2397700910.html,29,7% Off,"90 Đã bán
(42)
Hồ Chí Minh",,
điện thoại i/ phone 4 quốc tế tặng dây sạc tải sẵn app.,239.000 ₫,https://www.lazada.vn/products/dien-thoai-i-phone-4-quoc-te-tang-day-sac-tai-san-app-i2498993927.html,30,39% Off,"(1)
Hà Nội",,
