title,price,link_item,index_,Discount,countReviews,Brand,Store
"điện thoại giá rẻ Realme 6 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-realme-6-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2398581849.html,1,38% Off,"295 Đã bán
(65)
Hồ Chí Minh",,
"[ Khuyến Mãi Siêu Sốc ] điện thoại Chính Hãng giá siêu rẻ Vsmart Joy 4 máy 2sim ram 4G/64G, Smartphone Cao cấp, Camera đẹp, Cấu hình mạnh, Chiến mọi Game nặng siêu mượt",999.000 ₫,https://www.lazada.vn/products/khuyen-mai-sieu-soc-dien-thoai-chinh-hang-gia-sieu-re-vsmart-joy-4-may-2sim-ram-4g64g-smartphone-cao-cap-camera-dep-cau-hinh-manh-chien-moi-game-nang-sieu-muot-i2148514549.html,2,47% Off,"52 Đã bán
(50)
Hồ Chí Minh",,
"điện thoại Vsmart Joy 3 2sim ram 4G/64G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",699.000 ₫,https://www.lazada.vn/products/dien-thoai-vsmart-joy-3-2sim-ram-4g64g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2409756102.html,3,36% Off,"85 Đã bán
(62)
Hồ Chí Minh",,
Điện thoại Sony Xperia XZ3 có bản 2 Sim Quốc tế - Màn OLED 6.0 inch 2K Snap 845,1.888.000 ₫,https://www.lazada.vn/products/dien-thoai-sony-xperia-xz3-co-ban-2-sim-quoc-te-man-oled-60-inch-2k-snap-845-i1565585662.html,4,,"98 Đã bán
(36)
Nghệ An",,
"điện thoại Oppo A35 Chính Hãng 2sim ram 6G rom 128G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",849.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a35-chinh-hang-2sim-ram-6g-rom-128g-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2022205897.html,5,43% Off,"61 Đã bán
(56)
Hồ Chí Minh",,
"điện thoại giá rẻ cho học sinh trẻ em Oppo A92 - điện thoại Oppo A92 máy 2sim ram 8G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.099.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-oppo-a92-dien-thoai-oppo-a92-may-2sim-ram-8g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320824412.html,6,42% Off,"51 Đã bán
(45)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy S21 Ultra 5G New Seal Fullbox (Ram 12GB/ Mỹ - SSVN)- tại Bmobile,10.999.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-5g-new-seal-fullbox-ram-12gb-my-ssvn-tai-bmobile-i1555091018.html,7,38% Off,"(2)
Hà Nội",,
dt giá rẻ chính hãng i14 Pro max Điện Thoại Di Động Chính Hãng 7.3Inch Điện Thoại Di Động Bộ Nhớ Lớn16+512GB Camera 50+108MP Pin 6000mAh,1.034.998 ₫,https://www.lazada.vn/products/dt-gia-re-chinh-hang-i14-pro-max-dien-thoai-di-dong-chinh-hang-73inch-dien-thoai-di-dong-bo-nho-lon16512gb-camera-50108mp-pin-6000mah-i2368498850.html,8,50% Off,Hà Nội,,
"điện thoại giá rẻ LG V50 ThinQ 5G ram 6G/128G, cấu hình máy khủng, cày game nặng siêu mượt mà, - S01",1.199.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-lg-v50-thinq-5g-ram-6g128g-cau-hinh-may-khung-cay-game-nang-sieu-muot-ma-i2493071129.html,9,45% Off,"59 Đã bán
(44)
Hồ Chí Minh",,
"[ Rẻ Vô Địch ] điện thoại Sony Xperia XZ3 ram 4G/64G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",1.299.000 ₫,https://www.lazada.vn/products/re-vo-dich-dien-thoai-sony-xperia-xz3-ram-4g64g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2409002838.html,10,40% Off,"81 Đã bán
(59)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy S20 Plus 5G 2sim(1nano sim, 1esim) ram 12G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",2.099.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-plus-5g-2sim1nano-sim-1esim-ram-12g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2336885533.html,11,45% Off,"32 Đã bán
(32)
Hồ Chí Minh",,
Điện thoại Sony Xperia 5 II (X5 Mark II) bản 2 Sim màn OLED 120Hz - Snaρ 865 ram 8G 128G,3.798.000 ₫,https://www.lazada.vn/products/dien-thoai-sony-xperia-5-ii-x5-mark-ii-ban-2-sim-man-oled-120hz-sna-865-ram-8g-128g-i2224337145.html,12,20% Off,"88 Đã bán
(46)
Nghệ An",,
Phiên Bản Việt Nam Màn Hình HD Điện Thoại Chơi Game 7.3 Inch Camera 5G Mới Điện Thoại Android S23 Unlocked 6800MAh 16+1TB,999.999 ₫,https://www.lazada.vn/products/phien-ban-viet-nam-man-hinh-hd-dien-thoai-choi-game-73-inch-camera-5g-moi-dien-thoai-android-unlocked-6800mah-161tb-i2319377489.html,13,50% Off,Hà Nội,,
"Oppo A91 - điện thoại Oppo A91 2sim ram 8G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/oppo-a91-dien-thoai-oppo-a91-2sim-ram-8g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2321484489.html,14,47% Off,"40 Đã bán
(39)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A51 máy 2sim ram 6G/128G Chính Hãng, Màn hình: Super AMOLED 6.5 inch, độ phân giải Full HD+ - Bảo hành 12 tháng",1.199.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a51-may-2sim-ram-6g128g-chinh-hang-man-hinh-super-amoled-65-inch-do-phan-giai-full-hd-bao-hanh-12-thang-i2198321232.html,15,40% Off,"171 Đã bán
(114)
Hồ Chí Minh",,
"điện thoại giá rẻ dành cho trẻ em học sinhXiaomi 6A - điện thoại Xiaomi Redmi 6A 2sim ram 2/16G máy Chính Hãng, máy nghe gọi tốt, cảm ứng mượt, máy full zalo facebook youtube chất",379.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-danh-cho-tre-em-hoc-sinhxiaomi-6a-dien-thoai-xiaomi-redmi-6a-2sim-ram-216g-may-chinh-hang-may-nghe-goi-tot-cam-ung-muot-may-full-zalo-facebook-youtube-chat-i2305684790.html,16,42% Off,"76 Đã bán
(53)
Hồ Chí Minh",,
Điện Thoại Samsung Galaxy S21 FE 5G RAM 6GB/128GB - Hàng chính hãng chưa active,9.960.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-5g-ram-6gb128gb-hang-chinh-hang-chua-active-i2423657125.html,17,,Hải Phòng,,
"Điện thoại 8 Thường ( 8G ) - 64/256GB, Quốc Tế Full Chức Năng Bảo hành 12 tháng",2.290.000 ₫,https://www.lazada.vn/products/dien-thoai-8-thuong-8g-64256gb-quoc-te-full-chuc-nang-bao-hanh-12-thang-i2428856628.html,18,18% Off,"107 Đã bán
(22)
Hà Nội",,
Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,5.800.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a24-6gb128gb-hang-chinh-hang-i2423637375.html,19,,Hải Phòng,,
"điện thoại Vivo Y7s 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y7s-2sim-ram-8g256g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-01-i2507420615.html,20,45% Off,"234 Đã bán
(55)
Hồ Chí Minh",,
"ĐIỆN THOẠI SAMSUNG G532G RAM 2GB, 4G, CHƠI LIÊN QUÂN",595.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-g532g-ram-2gb-4g-choi-lien-quan-i2393010321.html,21,,"10 Đã bán
(5)
Hà Nội",,
"điện thoại Cảm ứng siêu rẻ Samsung M32 - điện thoại Samsung Galaxy M32 máy 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Cáp Sạc Micro 1m",1.099.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-sieu-re-samsung-m32-dien-thoai-samsung-galaxy-m32-may-2sim-ram-6g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-cap-sac-micro-1m-i2299572926.html,22,45% Off,"56 Đã bán
(46)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi Note 5 Pro 2sim Chính Hãng ram 3G/32G, Màn hình: IPS LCD, 5.99"", Full HD+, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",428.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-5-pro-2sim-chinh-hang-ram-3g32g-man-hinh-ips-lcd-599-full-hd-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035975964.html,23,43% Off,"83 Đã bán
(70)
Hồ Chí Minh",,
Điện Thoại Samsung Galaxy S20 FE 8GB/256GB - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,8.625.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-8gb256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-i2427521451.html,24,,Hải Phòng,,
"điện thoại 0pp0 A31 2020 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt-MS 01",799.000 ₫,https://www.lazada.vn/products/dien-thoai-0pp0-a31-2020-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-ms-01-i2516341250.html,25,38% Off,"21 Đã bán
(22)
Hồ Chí Minh",,
"điện thoại Vivo Y52 5G 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",1.299.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y52-5g-2sim-ram-8g256g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2506518998.html,26,43% Off,"107 Đã bán
(26)
Hồ Chí Minh",,
"Samsung M30 - điện thoại Samsung Galaxy M30 2sim ram 4G/64G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",499.000 ₫,https://www.lazada.vn/products/samsung-m30-dien-thoai-samsung-galaxy-m30-2sim-ram-4g64g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2299468627.html,27,37% Off,"45 Đã bán
(42)
Hồ Chí Minh",,
"điện thoại Oppo A16 Chính Hãng 2sim ram 6G/128G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",999.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a16-chinh-hang-2sim-ram-6g128g-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2021140829.html,28,44% Off,"67 Đã bán
(59)
Hồ Chí Minh",,
"[ Xả Hàng Giá Siêu Sốc ] điện thoại giá siêu rẻ dành cho học sinh người già Oppo A33 Neo 7 2sim Chính Hãng ram 2/16G, Màn hình: IPS LCD, 5"", IPS LCD, 16 triệu màu, Máy Full chức năng zalo tiktok zalo FB nghe gọi to rõ",449.000 ₫,https://www.lazada.vn/products/xa-hang-gia-sieu-soc-dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-nguoi-gia-oppo-a33-neo-7-2sim-chinh-hang-ram-216g-man-hinh-ips-lcd-5-ips-lcd-16-trieu-mau-may-full-chuc-nang-zalo-tiktok-zalo-fb-nghe-goi-to-ro-i2160126021.html,29,43% Off,"50 Đã bán
(45)
Hồ Chí Minh",,
"điện thoại giá rẻ cho học sinh trẻ em Oppo A55s 5G - điện thoại Oppo A55s bản 5G 2sim ram 8G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-oppo-a55s-5g-dien-thoai-oppo-a55s-ban-5g-2sim-ram-8g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320879135.html,30,47% Off,"49 Đã bán
(47)
Hồ Chí Minh",,
