title,price,link_item,index_,Discount,countReviews,Brand,Store
"Oppo A17K - điện thoại Oppo A17k 2sim ram 6G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.099.000 ₫,https://www.lazada.vn/products/oppo-a17k-dien-thoai-oppo-a17k-2sim-ram-6g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320337684.html,1,42% Off,"49 Đã bán
(47)
Hồ Chí Minh",,
"Điện Thoại Samsung Galaxy Z Fold 5 (12GB|1TB) Chính Hãng Thiết Kế Tinh Tế, Hiệu Năng Khủng",47.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-fold-5-12gb1tb-chinh-hang-thiet-ke-tinh-te-hieu-nang-khung-i2434040013.html,2,,"18 Đã bán
Hà Nội",,
điện thoại Samsung Galaxy A20s 2sim ram 4G/64G Chính Hãng - Bảo hành 12 tháng,899.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a20s-2sim-ram-4g64g-chinh-hang-bao-hanh-12-thang-i2201642541.html,3,40% Off,"107 Đã bán
(101)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi Note 5 Pro 2sim Chính Hãng ram 3G/32G, Màn hình: IPS LCD, 5.99"", Full HD+, Camera sau: Chính 12 MP & Phụ 5 MP Camera trước: 13 MP, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",398.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-5-pro-2sim-chinh-hang-ram-3g32g-man-hinh-ips-lcd-599-full-hd-camera-sau-chinh-12-mp-phu-5-mp-camera-truoc-13-mp-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2036035536.html,4,49% Off,"55 Đã bán
(44)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy S23 5G (8GB/256GB) - Hàng chính hãng,16.690.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-8gb256gb-hang-chinh-hang-i2230349305.html,5,33% Off,Đà Nẵng,,
Apple iPhone 15 256GB Chính hãng (VN/A),26.450.000 ₫,https://www.lazada.vn/products/apple-iphone-15-256gb-chinh-hang-vna-i2417113226.html,6,6% Off,"9 Đã bán
Hồ Chí Minh",,
Điện thoại LG G8 ThinQ ram 6G 128G - Snap 855,2.386.000 ₫,https://www.lazada.vn/products/dien-thoai-lg-g8-thinq-ram-6g-128g-snap-855-i1526850116.html,7,32% Off,"112 Đã bán
(44)
Nghệ An",,
"điện thoại Vivo Y66 2sim ram 4G/64G máy Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng - TTN 01",399.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y66-2sim-ram-4g64g-may-chinh-hang-cay-game-luot-wed-tiktok-facebook-youtube-dinh-chat-bao-hanh-12-thang-ttn-01-i2325802252.html,8,43% Off,"429 Đã bán
(118)
Hồ Chí Minh",,
"điện thoại Vivo Y3 (2020) 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y3-2020-2sim-ram-8g256g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2508045132.html,9,41% Off,"110 Đã bán
(29)
Hồ Chí Minh",,
"điện thoại Cảm ứng siêu rẻ Oppo A93 - điện thoại Oppo A93 2sim ram 8G/128G Máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-sieu-re-oppo-a93-dien-thoai-oppo-a93-2sim-ram-8g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320538372.html,10,44% Off,"65 Đã bán
(50)
Hồ Chí Minh",,
"điện thoại Cảm ứng siêu rẻ Realme C15 - điện thoại Realme C15 máy 2sim ram 4G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-sieu-re-realme-c15-dien-thoai-realme-c15-may-2sim-ram-4g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2317166090.html,11,41% Off,"36 Đã bán
(35)
Hồ Chí Minh",,
Điện Thoại Xiaomi Qin F22 Pro,3.090.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-qin-f22-pro-i2395472251.html,12,,"(2)
Hà Nội",,
"Oppo F17 - điện thoại Oppo F17 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.099.000 ₫,https://www.lazada.vn/products/oppo-f17-dien-thoai-oppo-f17-2sim-ram-6g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320487744.html,13,44% Off,"44 Đã bán
(42)
Hồ Chí Minh",,
Điện thoại Google Pixel 3A chụp ảnh siêu đẹp lên Android 11 được,2.198.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-3a-chup-anh-sieu-dep-len-android-11-duoc-i1084674883.html,14,8% Off,"23 Đã bán
(11)
Hải Phòng",,
"điện thoại Vivo X20 2sim ram 6G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",399.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-x20-2sim-ram-6g128g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2508452159.html,15,43% Off,"106 Đã bán
(27)
Hồ Chí Minh",,
