title,price,link_item,index_,Discount,countReviews,Brand,Store
SAMSUNG A600 3G/32G CHÍNH HÃNG ĐẸP KEENG .,790.000 ₫,https://www.lazada.vn/products/samsung-a600-3g32g-chinh-hang-dep-keeng-i2188666374.html,1,,"20 Đã bán
(8)
Bạc Liêu",,
Apple iPhone 13 128GB Chính Hãng (VN/A),16.860.000 ₫,https://www.lazada.vn/products/apple-iphone-13-128gb-chinh-hang-vna-i1848816542.html,2,30% Off,"70 Đã bán
(3)
Hồ Chí Minh",,
"Điện Thoại ĨP 6 PIus bản Q-Tế lắp sim,cài đầy đủ game và ứng dụng.Bảo hành 12 Tháng",895.000 ₫,https://www.lazada.vn/products/dien-thoai-ip-6-pius-ban-q-te-lap-simcai-day-du-game-va-ung-dungbao-hanh-12-thang-i2415113798.html,3,31% Off,"13 Đã bán
(7)
Nam Định",,
"Điện thoại LG V60 Thinq 5G, ram 8GB chip snap 865 cấu hình khủng chiến game mượt",3.898.000 ₫,https://www.lazada.vn/products/dien-thoai-lg-v60-thinq-5g-ram-8gb-chip-snap-865-cau-hinh-khung-chien-game-muot-i2123630781.html,4,3% Off,"22 Đã bán
(7)
Hải Phòng",,
"[ Rẻ Vô Địch ] điện thoại Vivo Y95 ram 6G/128G 2sim máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",649.000 ₫,https://www.lazada.vn/products/re-vo-dich-dien-thoai-vivo-y95-ram-6g128g-2sim-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2409065312.html,5,45% Off,"76 Đã bán
(62)
Hồ Chí Minh",,
Apple iPhone 15 Pro Max 256GB,33.790.000 ₫,https://www.lazada.vn/products/apple-iphone-15-pro-max-256gb-i2418296292.html,6,16% Off,"5 Đã bán
Hồ Chí Minh",,
Điện Thoại Redmi Note 12S 8GB/256GB - Chính hãng,4.990.000 ₫,https://www.lazada.vn/products/dien-thoai-redmi-note-12s-8gb256gb-chinh-hang-i2293160766.html,7,25% Off,"31 Đã bán
(10)
Hồ Chí Minh",,
"Điện thoại Samsung Galaxy A54 5G - Hàng Chính Hãng, Mới 100%, Nguyên seal, Bảo Hành 12 Tháng",8.290.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a54-5g-hang-chinh-hang-moi-100-nguyen-seal-bao-hanh-12-thang-i2232865605.html,8,21% Off,"197 Đã bán
(45)
Hồ Chí Minh",,
SAMSUNG J8 3G/32G. MÁY SIÊU MẠNH CÒN MỚI ĐEP KHÔNG TRẦY XƯỚC,850.000 ₫,https://www.lazada.vn/products/samsung-j8-3g32g-may-sieu-manh-con-moi-dep-khong-tray-xuoc-i2142283720.html,9,,"281 Đã bán
(124)
Bạc Liêu",,
Điện thoại 6 plutt mvt cũ đẹp khoảng 90% đã qua sử dụng,900.000 ₫,https://www.lazada.vn/products/dien-thoai-6-plutt-mvt-cu-dep-khoang-90-da-qua-su-dung-i2429873336.html,10,7% Off,"57 Đã bán
(33)
Nam Định",,
Điện thoại thông minh 5.0 Inch,50.000 ₫,https://www.lazada.vn/products/dien-thoai-thong-minh-50-inch-i2410909626.html,11,,"14 Đã bán
Hà Nam",,
Điện Thoại Samsung A05s 4GB/128GB - Hàng Chính Hãng,3.349.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-a05s-4gb128gb-hang-chinh-hang-i2424625326.html,12,16% Off,"(1)
Bến Tre",,
Apple iPhone 15 Pro 128GB,28.090.000 ₫,https://www.lazada.vn/products/apple-iphone-15-pro-128gb-i2418355024.html,13,22% Off,Hồ Chí Minh,,
Điện Thoại ZTE Blade A72 | 5GB(3GB+2GB)/128GB | 6.75'' HD+ | UMS9230(T606) | 90HZ | 5130mAh - 22.5W | 3 Camera | Hàng Chính Hãng,2.150.000 ₫,https://www.lazada.vn/products/dien-thoai-zte-blade-a72-5gb3gb2gb128gb-675-hd-ums9230t606-90hz-5130mah-225w-3-camera-hang-chinh-hang-i2514903977.html,14,14% Off,"19 Đã bán
(5)
Hồ Chí Minh",,
oppo neo 5 ( a31 ) ram 1gb bộ nhớ 8gb-16gb giá rẻ,280.000 ₫,https://www.lazada.vn/products/oppo-neo-5-a31-ram-1gb-bo-nho-8gb-16gb-gia-re-i1452697362.html,15,,"129 Đã bán
(26)
Nam Định",,
