title,price,link_item,index_,Discount,countReviews,Brand,Store
"Điện Thoại Oppo F7 Ram 6/128G New 99% Chơi game nặng mượt ,Bảo Hành 6 Tháng",1.199.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-f7-ram-6128g-new-99-choi-game-nang-muot-bao-hanh-6-thang-i2101945419.html,1,48% Off,"67 Đã bán
(36)
Hồ Chí Minh",,
"[ Rẻ Vô Địch ] Điện thoại Vivo Y51 2SIM (2GB/16GB)/ Camera 8Mp, Cày Game siêu mượt, Pin Trâu Bò",449.000 ₫,https://www.lazada.vn/products/re-vo-dich-dien-thoai-vivo-y51-2sim-2gb16gb-camera-8mp-cay-game-sieu-muot-pin-trau-bo-i2034078414.html,2,50% Off,"49 Đã bán
(12)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A50 2sim ram 4G/64G máy Chính Hãng, Màn hình: Super AMOLED, 6.4"", Full HD+, Camera sau: Chính 25 MP & Phụ 8 MP, 5 MP Camera trước: 25 MP, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a50-2sim-ram-4g64g-may-chinh-hang-man-hinh-super-amoled-64-full-hd-camera-sau-chinh-25-mp-phu-8-mp-5-mp-camera-truoc-25-mp-bao-hanh-12-thang-i2243492543.html,3,41% Off,"55 Đã bán
(42)
Hồ Chí Minh",,
điện thoại Samsung Galaxy A21 máy 2sim ram 6G/128G Chính Hãng - Bảo hành 12 Tháng,1.199.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a21-may-2sim-ram-6g128g-chinh-hang-bao-hanh-12-thang-i2197295808.html,4,39% Off,"44 Đã bán
(42)
Hồ Chí Minh",,
"điện thoại giá rẻ dành cho trẻ em học sinh Oppo A31 Neo 5 2sim máy Chính Hãng 16G, máy cài Full Zalo FB Tiktok Youtube, nghe gọi to rõ",377.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-danh-cho-tre-em-hoc-sinh-oppo-a31-neo-5-2sim-may-chinh-hang-16g-may-cai-full-zalo-fb-tiktok-youtube-nghe-goi-to-ro-i2160125400.html,5,32% Off,"59 Đã bán
(51)
Hồ Chí Minh",,
"điện thoại Oppo A33 Neo 7 2sim Chính Hãng ram 2/16G, Máy Full chức năng zalo tiktok zalo FB nghe gọi to rõ",379.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a33-neo-7-2sim-chinh-hang-ram-216g-may-full-chuc-nang-zalo-tiktok-zalo-fb-nghe-goi-to-ro-i2159946783.html,6,32% Off,"84 Đã bán
(65)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ dành cho học sinh người già Oppo A1 2sim ram 4G/64G máy Chính Hãng, Màn hình: IPS LCD, 5.7"", HD+, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",449.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-nguoi-gia-oppo-a1-2sim-ram-4g64g-may-chinh-hang-man-hinh-ips-lcd-57-hd-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2159489578.html,7,49% Off,"45 Đã bán
(42)
Hồ Chí Minh",,
Điện thoại SAMSUNG GALAXY S7 Hàn Màn Ám Nhẹ,900.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-han-man-am-nhe-i2050209599.html,8,10% Off,Hồ Chí Minh,,
"Oppo A72 5G - điện Thoại Oppo A72 bản 5G 2sim ram 8G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.099.000 ₫,https://www.lazada.vn/products/oppo-a72-5g-dien-thoai-oppo-a72-ban-5g-2sim-ram-8g256g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2321394843.html,9,42% Off,"40 Đã bán
(38)
Hồ Chí Minh",,
Điện thoại POCO M5 4GB+64GB/6GB+128GB | Pin 5000mAh | MediaTek Helio G99 | Sạc nhanh 18W - Hàng Chính Hãng - Mới Nguyên Seal,2.745.000 ₫,https://www.lazada.vn/products/dien-thoai-poco-m5-4gb64gb6gb128gb-pin-5000mah-mediatek-helio-g99-sac-nhanh-18w-hang-chinh-hang-moi-nguyen-seal-i2279080719.html,10,31% Off,"534 Đã bán
(10)
Đà Nẵng",,
