title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện Thoại Samsung Galaxy S21 FE 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,9.960.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-5g-8gb128gb-da-kich-hoat-dien-tu-hang-chinh-hang-i2423633592.html,1,,Hải Phòng,,
"điện thoại giá rẻ cho học sinh trẻ em Realme C11 - điện thoại Realme C11 máy 2sim ram 4/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",998.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-realme-c11-dien-thoai-realme-c11-may-2sim-ram-4128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2317064470.html,2,41% Off,"40 Đã bán
(38)
Hồ Chí Minh",,
Điện Thoại Samsung Note 8 củ vỡ màn hình giá rẻ - Ram 6gb - Bộ nhớ 64gb,1.160.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-note-8-cu-vo-man-hinh-gia-re-ram-6gb-bo-nho-64gb-i2491590384.html,3,,"18 Đã bán
Hà Nội",,
"Điện thoại Oppo F11 thiết kế đẹp mắt RAM 4GB bộ nhớ 128GB camera kép 48MP, 5MP chụp ảnh nét",1.450.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-f11-thiet-ke-dep-mat-ram-4gb-bo-nho-128gb-camera-kep-48mp-5mp-chup-anh-net-i1847864591.html,4,24% Off,"(2)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy S21+ 5G RAM 8/128GB chip Snapdragon 888 màn hình 120Hz thiết kế sang trọng cao cấp,7.148.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-ram-8128gb-chip-snapdragon-888-man-hinh-120hz-thiet-ke-sang-trong-cao-cap-i2447943867.html,5,6% Off,"(1)
Hải Phòng",,
"Samsung J5 Prime - điện thoại Samsung Galaxy J5 Prime 2sim ram 2/16G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",499.000 ₫,https://www.lazada.vn/products/samsung-j5-prime-dien-thoai-samsung-galaxy-j5-prime-2sim-ram-216g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2296240628.html,6,38% Off,"148 Đã bán
(83)
Hồ Chí Minh",,
Điện thoại Sharp Aquos Sense 5G màn 5.8 inch HDR10 - Snaρ 690 5G,1.668.000 ₫,https://www.lazada.vn/products/dien-thoai-sharp-aquos-sense-5g-man-58-inch-hdr10-sna-690-5g-i2393750527.html,7,12% Off,"25 Đã bán
(14)
Nghệ An",,
Điện thoại Google Pixel 6 Nguyên Zin Ram 8Gb Chip Google Tensor,5.950.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-6-nguyen-zin-ram-8gb-chip-google-tensor-i1842690492.html,8,,"21 Đã bán
(12)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ cho người giá trẻ em Oppo A33 Neo 7 Chính Hãng 2sim ram 2/16G, Cày Game Tiktok Zalo FB Youtube siêu chất, Nghe gọi to rõ",397.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-cho-nguoi-gia-tre-em-oppo-a33-neo-7-chinh-hang-2sim-ram-216g-cay-game-tiktok-zalo-fb-youtube-sieu-chat-nghe-goi-to-ro-i2024562232.html,9,41% Off,"151 Đã bán
(111)
Hồ Chí Minh",,
"điện thoại Vivo Y12 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y12-2sim-ram-8g256g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-01-i2507753904.html,10,40% Off,"255 Đã bán
(70)
Hồ Chí Minh",,
