title,price,link_item,index_,Discount,countReviews,Brand,Store
"điện thoại Oppo A32 Chính Hãng 2sim ram 8G/256G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",999.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a32-chinh-hang-2sim-ram-8g256g-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2023383971.html,1,47% Off,"60 Đã bán
(58)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy M21 máy 2sim ram 4G/64G Chính Hãng - Bảo hành 12 tháng,1.049.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m21-may-2sim-ram-4g64g-chinh-hang-bao-hanh-12-thang-i2196405973.html,2,37% Off,"51 Đã bán
(27)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A30 Chính Hãng 2sim ram 4G bộ nhớ 64G, màn 6.4inch, Camera siêu nét - TNN 03",950.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a30-chinh-hang-2sim-ram-4g-bo-nho-64g-man-64inch-camera-sieu-net-tnn-03-i2197462522.html,3,,"63 Đã bán
(29)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Samsung A02 - điện thoại Samsung Galaxy A02 máy 2sim ram 3G/32G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",499.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-samsung-a02-dien-thoai-samsung-galaxy-a02-may-2sim-ram-3g32g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2297763519.html,4,36% Off,"42 Đã bán
(41)
Hồ Chí Minh",,
"điện thoại Vivo Y81 2sim ram 6G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",249.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y81-2sim-ram-6g128g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-01-i2507645474.html,5,38% Off,"215 Đã bán
(53)
Hồ Chí Minh",,
"Điện thoại Samsung Galaxy A25 5G (6GB/128GB) - Hàng chính hãng - Thiết kế đẹp mắt, hiệu năng ổn định, dung lượng pin 5000mAh",6.369.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a25-5g-6gb128gb-hang-chinh-hang-thiet-ke-dep-mat-hieu-nang-on-dinh-dung-luong-pin-5000mah-i2520471709.html,6,3% Off,Bến Tre,,
Điện thoại di động Xiaomi 13T (12GB/256GB) - Chính hãng,11.290.000 ₫,https://www.lazada.vn/products/dien-thoai-di-dong-xiaomi-13t-12gb256gb-chinh-hang-i2427917018.html,7,13% Off,"17 Đã bán
(5)
Hồ Chí Minh",,
"[ Rẻ Vô Địch ] điện thoại Vivo Y21s 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",799.000 ₫,https://www.lazada.vn/products/re-vo-dich-dien-thoai-vivo-y21s-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2408697403.html,8,38% Off,"75 Đã bán
(61)
Hồ Chí Minh",,
"Điện thoại Samsung Galaxy A15 LTE (8GB/128GB) - Hàng chính hãng - Màn hình: Super AMOLED 6.5"", độ phân giải cao, hiệu năng ổn định",4.619.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a15-lte-8gb128gb-hang-chinh-hang-man-hinh-super-amoled-65-do-phan-giai-cao-hieu-nang-on-dinh-i2520119740.html,9,7% Off,Bến Tre,,
"Điện thoại Samsung Galaxy A54 5G (8GB/128GB) Nguyên seal, chính hãng, MỚI 100%, Màn hình: Super AMOLED 6.4"" Full HD+, Camera sau: Chính 50 MP & Phụ 12 MP, 5 MP, Camera trước: 32 MP, Chip: Exynos 1380 8 nhân, Pin, Sạc: 5000 mAh-25 W",7.090.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a54-5g-8gb128gb-nguyen-seal-chinh-hang-moi-100-man-hinh-super-amoled-64-full-hd-camera-sau-chinh-50-mp-phu-12-mp-5-mp-camera-truoc-32-mp-chip-exynos-1380-8-nhan-pin-sac-5000-mah-25-w-i2223339782.html,10,32% Off,"6 Đã bán
(4)
Hồ Chí Minh",,
