title,price,link_item,index,discount,sales
"Combo Gội xả phục hồi đa tầng Nấm Truffle Weilaiya và Bộ dầu xả Gừng Hà Thủ Ô Weilaiya - Ngăn rụng tóc, sạch dầu, sạch gàu, giúp tóc mềm mượt",1.500.000₫,https://tiki.vn/combo-goi-xa-phuc-hoi-da-tang-nam-truffle-weilaiya-va-bo-dau-xa-gung-ha-thu-o-weilaiya-ngan-rung-toc-sach-dau-sach-gau-giup-toc-mem-muot-p204212111.html?spid=204212112,1,-19%,Đã bán 2
Tinh chất dưỡng tóc KOKO Cocayhoala - Ngăn rụng tóc - Kích thích mọc tóc - Giúp tóc mềm mượt - 100ml,220.000₫,https://tiki.vn/tinh-chat-duong-toc-koko-cocayhoala-ngan-rung-toc-kich-thich-moc-toc-giup-toc-mem-muot-100ml-p106541128.html?spid=106541129,2,-5%,Đã bán 157
Cặp dầu gội xả siêu mượt Chihtsai Volume Moisture Olive Shampoo & Conditioner 500ml,370.500₫,https://tiki.vn/cap-dau-goi-xa-sieu-muot-chihtsai-volume-moisture-olive-shampoo-conditioner-500ml-p22057657.html?spid=22057658,3,-5%,Đã bán 14
Dầu gội ngăn ngừa rụng kích thích mọc tóc Inebrya Ice-Cream Energy (Liquiriza) shampoo 1000ml,380.000₫,https://tiki.vn/dau-goi-ngan-rung-kich-thich-moc-toc-inebrya-ice-cream-energy-liquiriza-shampoo-1000ml-p31998479.html?spid=31998480,4,-17%,Đã bán 48
Dầu Gội Giảm Nấm Gàu Ngải Cứu Mộc Nhu,240.000₫,https://tiki.vn/dau-goi-giam-nam-gau-ngai-cuu-moc-nhu-p99717128.html?spid=253241970,5,-5%,Đã bán 21
Sản phẩm dưỡng tóc Yanagiya Hair Tonic (Citrus),190.070₫,https://tiki.vn/san-pham-duong-toc-yanagiya-hair-tonic-citrus-p206303983.html?spid=206303984,6,-34%,Đã bán 30
Tinh Dầu Dưỡng Tóc Haneda Collagen 50ml - Tinh Dầu Dưỡng Argan Oil - Phục Hồi Tóc Hư Tổn - Giúp Tóc Mềm Mượt Bóng Sáng - Thương Hiệu Đẳng Cấp Nổi Tiếng của Ý - Phân Phối Độc Quyền tại Việt Nam,166.250₫,https://tiki.vn/tinh-dau-toc-duong-haneda-p17605239.html?spid=29813938,7,-12%,Đã bán 107
"Dầu gội Dizigone Fuginex Anti-Dandruff Shampoo 100ml - Chuyên biệt cho gàu, nấm ngứa da đầu",125.000₫,https://tiki.vn/dau-goi-dizigone-fuginex-anti-dandruff-shampoo-100ml-chuyen-biet-cho-gau-nam-ngua-da-dau-p271779670.html?spid=271779671,8,-5%,Đã bán 5
"Tinh chất mọc tóc Dego Pharma - phục hồi tóc hư tổn, giảm gãy rụng nhanh, giảm hói đầu, dưỡng tóc mềm mượt",455.000₫,https://tiki.vn/tinh-chat-moc-toc-dego-pharma-phuc-hoi-toc-hu-ton-giam-gay-rung-nhanh-giam-hoi-dau-duong-toc-mem-muot-p195881435.html?spid=195881436,9,-5%,Đã bán 15
Dầu Xả Chống Gàu Selsun 100ml,51.000₫,https://tiki.vn/da-u-xa-chong-gau-selsun-100ml-p269893949.html?spid=269893951,10,-18%,Đã bán 15
Sáp Vuốt Tóc Apestomen Volcanic Clay,229.000₫,https://tiki.vn/sap-vuot-toc-apestomen-volcanic-clay-p272623137.html?spid=272623138,11,-5%,Đã bán 2
BỘ DẦU GỘI XẢ VOUDIOTY ANTI-DANDRUFF BIOTIN & COLLAGEN XANH MỀM MƯỢT NGĂN GÃY RỤNG CHO TÓC & DA ĐẦU GÀU NGỨA 1000ML*2 [MẪU MỚI],408.500₫,https://tiki.vn/bo-dau-goi-xa-voudioty-anti-dandruff-biotin-collagen-xanh-mem-muot-ngan-gay-rung-cho-toc-da-dau-gau-ngua-1000ml-2-p122311725.html?spid=122311726,12,-5%,Đã bán 26
Dầu Xả Bưởi Kích Thích Mọc Tóc MILAGANICS 250ml,128.000₫,https://tiki.vn/dau-xa-buoi-kich-thich-moc-toc-milaganics-250ml-p89994316.html?spid=154279852,13,-5%,Đã bán 29
Dầu Gội Dược Liệu Thái Dương 7 (200ml),99.800₫,https://tiki.vn/dau-goi-duoc-lieu-thai-duong-7-200ml-p13415813.html?spid=113408398,14,-8%,Đã bán 152
Dầu xả Top Haneda Collagen Conditioner phục hồi siêu mượt tóc 500ml,218.500₫,https://tiki.vn/dau-xa-phuc-hoi-sieu-muot-toc-collagen-conditioner-top-haneda-500ml-p32366543.html?spid=32366544,15,-8%,Đã bán 65
Combo 2 Dầu gội dưỡng tóc siêu mượt Enchanteur Charming Keratin 650gr/Chai,299.000₫,https://tiki.vn/combo-2-dau-goi-duong-toc-sieu-muot-enchanteur-charming-keratin-650gr-chai-p235368966.html?spid=235368967,16,-5%,Đã bán 27
Bộ dầu gội xả Goldwell rich repair siêu phục hồi tóc hư tổn Đức,297.350₫,https://tiki.vn/bo-dau-goi-xa-goldwell-rich-repair-sieu-phuc-hoi-toc-hu-ton-duc-p216460473.html?spid=216460516,17,-23%,Đã bán 6
Kem dưỡng xả khô siêu mượt tóc Karseell Maca Essence repair Protein cream 150ml,170.000₫,https://tiki.vn/kem-duong-xa-kho-sieu-muot-toc-karseell-maca-essence-repair-protein-cream-150ml-p26575104.html?spid=26575105,18,-5%,Đã bán 85
