title,price,link_item,index,discount,sales
Dầu Gội Phủ Bạc Ôliu BIOnatura - Gội Phủ Đen - 200ml,142.000₫,https://tiki.vn/dau-goi-phu-bac-oliu-bionatura-goi-phu-den-200ml-p273310448.html?spid=273310449,1,-15%,Đã bán 6
Sáp vuốt tóc Menitems Styling Pomade Tropical Wind,200.000₫,https://tiki.vn/sap-vuot-toc-menitems-styling-pomade-tropical-wind-p273061419.html?spid=273061421,2,-5%,Đã bán 18
Dầu gội ngăn ngừa gàu Davines Naturaltech Purifying shampoo 250ml,278.000₫,https://tiki.vn/dau-goi-ngan-ngua-gau-davines-naturaltech-purifying-shampoo-250ml-p24161391.html?spid=24161392,3,-43%,Đã bán 872
Kem Ủ Tóc Collagen Karseell Maca 500ml (Hủ),188.100₫,https://tiki.vn/kem-u-toc-collagen-karseell-maca-500ml-hu-p11183003.html?spid=20637102,4,-9%,Đã bán 2.2k
Gói dầu gội phủ bạc thảo dược thiên nhiên Komi Nhật Bản [25ml/Gói - Nâu Đen,69.000₫,https://tiki.vn/goi-dau-goi-phu-bac-thao-duoc-thien-nhien-komi-nhat-ban-25ml-goi-nau-den-p121316354.html?spid=121316358,5,-20%,Đã bán 232
L'oreal Serie Expert Aminexil + Omega 6 Aminexil advanced anti - thinning hair programme double action 6ml x 10,691.000₫,https://tiki.vn/l-oreal-serie-expert-aminexil-omega-6-aminexil-advanced-anti-thinning-hair-programme-double-action-10ml-x-6-p14025841.html?spid=14025842,6,-5%,Đã bán 426
Dầu gội sạch gàu Romano Force loại bỏ & ngăn gàu trở lại 650g,152.000₫,https://tiki.vn/dau-goi-sach-gau-romano-force-loai-bo-ngan-gau-tro-lai-650g-p262456650.html?spid=262456652,7,-18%,Đã bán 9
SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi Cocoon 140ml - tặng Serum Sachi phục hồi tóc Cocoon 70ml,330.000₫,https://tiki.vn/special-combo-2-chai-nuoc-duong-toc-tinh-dau-buoi-cocoon-140ml-tang-serum-sachi-phuc-hoi-toc-cocoon-70ml-p188964498.html?spid=188964499,8,-8%,Đã bán 136
"Dầu Gội Cặp Weilaiya Thảo Dược Mọc Tóc Hỗ Trợ Trị Gàu Dưỡng Tóc, Đen Tóc Cho Tóc Nhuộm Tinh Chất Gừng Cao Cấp Chiết Xuất 100% Từ Thiên Nhiên Không Chứa Sunfat Tạo Bọt (Gội: 400ml- Xả: 250ml)- Sản Phẩm Chính Hãng",519.000₫,https://tiki.vn/dau-goi-cap-weilaiya-thao-duoc-moc-toc-tri-gau-duong-toc-den-toc-cho-toc-nhuom-tinh-chat-gung-cao-cap-chiet-xuat-100-tu-thien-nhien-khong-chua-sunfat-tao-bot-goi-400ml-xa-250ml-san-pham-chinh-hang-p40888300.html?spid=101255899,9,-24%,Đã bán 61
Dầu Xả PANTENE Chai 650ml - Ngăn rụng tóc,125.000₫,https://tiki.vn/dau-xa-pantene-chai-650ml-p136664045.html?spid=73223134,10,-12%,Đã bán 133
"Combo Dầu Gội Xả Hữu Cơ Gừng Sả - Làm sạch sâu da đầu, giảm dầu bết 500g",285.000₫,https://tiki.vn/combo-dau-goi-xa-huu-co-gung-sa-lam-sach-sau-da-dau-giam-dau-bet-1000g-p202708104.html?spid=202708110,11,-5%,Đã bán 59
Dầu gội phục hồi và giữ màu tóc nhuộm L'oreal Serie Expert Resveratrol Vitamino color radiance shampoo 500ml [ Mới Chĩnh Hãng ],399.000₫,https://tiki.vn/da-u-go-i-phuc-hoi-va-giu-mau-to-c-nhuo-m-l-oreal-serie-expert-resveratrol-vitamino-color-radiance-shampoo-500ml-moi-chinh-hang-p54486828.html?spid=66117078,12,-43%,Đã bán 165
Thuốc nhuộm dưỡng tóc phủ bạc thảo dược Bigen Speedy Thương hiệu Nhật Bản 80ml dạng kem - BSCC,192.000₫,https://tiki.vn/thuoc-nhuom-duong-toc-phu-bac-thao-duoc-bigen-speedy-thuong-hieu-nhat-ban-80ml-dang-kem-p284609.html?spid=44009437,13,-26%,Đã bán 1.8k
Tinh dầu L'oreal Mythic oil Nourishing Serum dưỡng bóng mượt tóc 100ml (MO) - Chính Hãng,422.000₫,https://tiki.vn/tinh-dau-l-oreal-mythic-oil-nourishing-serum-duo-ng-bong-muot-to-c-100ml-mo-chinh-hang-p13735861.html?spid=13735862,14,-8%,Đã bán 490
