title,price,link_item,index,discount,sales
Dây Đeo Khẩu Trang Silicon Chống Đau Tai,5.700₫,https://tiki.vn/day-deo-khau-trang-silicon-chong-dau-tai-p149198400.html?spid=149198401,1,-5%,Đã bán 109
"Bộ 4 đầu đánh răng điện trẻ em HX-6034 cho máy Philips Sonicare HX3, HX6, HX7, HX8, HX9, R, FlexCare +, FlexCare, HealthyWhite, HydroClean, EasyClean, DiamondClean",125.000₫,https://tiki.vn/bo-4-dau-danh-rang-dien-tre-em-hx-6034-cho-may-philips-sonicare-hx3-hx6-hx7-hx8-hx9-r-flexcare-flexcare-healthywhite-hydroclean-easyclean-diamondclean-p74466093.html?spid=74466094,2,-9%,Đã bán 16
"Combo 4 Nước Súc Miệng DÉTIO Không Chứa Cồn Vệ Sinh Răng, Hạn Chế Mảng Bám, Đem Lại Hơi Thở Thơm Mát, Hỗ Trợ Làm Sạch Khoang Miệng Toàn Diện 200ml/Chai",480.000₫,https://tiki.vn/combo-4-nuoc-suc-mieng-detio-khong-chua-con-ve-sinh-rang-han-che-mang-bam-dem-lai-hoi-tho-thom-mat-ho-tro-lam-sach-khoang-mieng-toan-dien-200ml-chai-p40435126.html?spid=40435127,3,-30%,Đã bán 80
Kem Đánh Răng DEAR BODY 100g - Trắng Sáng - Thơm Mát - Giảm Tình Trạng Nướu Răng - Hôi Miệng - Chống Nha Chu,69.000₫,https://tiki.vn/kem-danh-rang-dear-body-100g-trang-sang-thom-mat-giam-tinh-trang-nuou-rang-hoi-mieng-chong-nha-chu-p249011870.html?spid=249011872,4,-18%,Đã bán 1
,,https://tiki.vn/may-tam-nuoc-maxvi-hang-nhap-khau-chinh-hang-p15345469.html?spid=15345470,5,-50%,
Dụng cụ nâng mũi 3D,99.000₫,https://tiki.vn/dung-cu-nang-mui-3d-p19397637.html?spid=19572436,6,,Đã bán 84
Combo 4 Xịt Thơm Miệng Befresh Cho Hơi Thở Thơm Mát Chỉ Trong 3 Giây Dung Tích 10ml,224.000₫,https://tiki.vn/combo-4-xit-thom-mieng-befresh-cho-hoi-tho-thom-mat-chi-trong-3-giay-dung-tich-10ml-p198572879.html?spid=198572880,7,,Đã bán 4
"Combo 5 Gói 100 Bông Gòn Viên Tròn Y Tế Niva YC2 Đường Kính 16mm Nhét Tai Cho Mẹ, Phụ Nữ Sau Sinh An Toàn Tiệt Trùng",46.000₫,https://tiki.vn/combo-5-goi-100-bong-gon-vien-tron-y-te-niva-yc2-duong-kinh-16mm-nhet-tai-cho-me-phu-nu-sau-sinh-an-toan-tiet-trung-p196949281.html?spid=196949283,8,-58%,Đã bán 92
Nước súc miệng bỏ túi OKINA dòng LONG SPIN ROSE Nhật Bản hương Hoa Hồng – Hộp 42 hũ x 14ml,400.000₫,https://tiki.vn/hop-42-hu-nuoc-suc-mieng-huong-hoa-hong-long-spin-rose-14ml-den-tu-thuong-hieu-okina-p213678453.html?spid=213678454,9,-15%,Đã bán 6
,,https://tiki.vn/dung-dich-ve-sinh-phu-nu-hoa-cuc-danh-cho-da-nhay-cam-zelenaya-apteka-gentle-intime-soap-camomile-370ml-p10250575.html?spid=10250576,10,-28%,
Bàn chải đánh răng điện FAIRYWILL E11 chính hãng Mỹ Công nghệ làm sạch bằng sóng siêu âm 8 đầu thay thế Hàng Chính Hãng,780.000₫,https://tiki.vn/ban-chai-danh-rang-dien-fairywill-e11-chinh-hang-my-cong-nghe-lam-sach-bang-song-sieu-am-8-dau-thay-the-hang-chinh-hang-p112102855.html?spid=112102856,11,,Đã bán 157
"Đầu bàn chải điện Locknlock Replacement heads - ENR626BLK_RB - 4 cái - đầu bàn chải xoay 360 độ, sạch sâu - Màu đen - Hàng Chính Hãng",199.000₫,https://tiki.vn/dau-ban-chai-dien-locknlock-replacement-heads-enr126wht_rb-4-cai-dau-ban-chai-xoay-360-do-sach-sau-mau-den-hang-chinh-hang-p195531004.html?spid=195531005,12,-15%,Đã bán 31
,,https://tiki.vn/bang-ve-sinh-peppy-shana-ban-dem-dang-quan-2-trong-1-tien-loi-p86806149.html?spid=86806151,13,-25%,
Máy Tăm Nước TEKKIN TI-HF2 Tặng Túi Vải + 7 Đầu Tăm Cải tiến công nghệ tia nước sạch X4 Lần - BH 12 tháng 1 đổi 1 - Hàng chính hãng / Hàng nhập khẩu,499.000₫,https://tiki.vn/may-tam-nuoc-tekkin-ti-hf2-tang-tui-vai-7-dau-tam-cai-tien-cong-nghe-tia-nuoc-sach-x4-lan-bh-12-thang-1-doi-1-hang-chinh-hang-hang-nhap-khau-p242976082.html?spid=242976086,14,-15%,Đã bán 1
Dung dịch vệ sinh phụ nữ Quý Phi Vip Sao Thái Dương 120ml,60.000₫,https://tiki.vn/dung-dich-ve-sinh-phu-nu-quy-phi-vip-sao-thai-duong-120ml-p131504724.html?spid=131504731,15,-9%,Đã bán 120
Bàn chải đánh răng điện Lock&Lock ENR344NVY - Hàng Chính Hãng,250.000₫,https://tiki.vn/ban-chai-danh-rang-dien-lock-lock-enr344nvy-hang-chinh-hang-p190519644.html?spid=197898982,16,,Đã bán 4
Máy Tăm Nước Cầm Tay Xiaomi Soocas W3 Pro Kèm 4 Vòi Xịt Vệ Sinh Răng Miệng - Hàng Chính Hãng,880.000₫,https://tiki.vn/may-tam-nuoc-cam-tay-xiaomi-soocas-w3-pro-kem-4-voi-xit-ve-sinh-rang-mieng-hang-chinh-hang-p99091066.html?spid=201602749,17,,Đã bán 2
,,https://tiki.vn/bo-doi-ban-chai-colgate-cushion-clean-cong-nghe-tao-bot-kem-sieu-min-p83341326.html?spid=83341327,18,,
Combo Máy Tăm Nước Cầm Tay Panasonic Công Nghệ Siêu Âm EW1511 + Đầu thay thế WEW0983X401 - Hàng Chính Hãng,3.000.000₫,https://tiki.vn/combo-may-tam-nuoc-cam-tay-panasonic-cong-nghe-sieu-am-ew1511-dau-thay-the-wew0983x401-hang-chinh-hang-p101947671.html?spid=196353679,19,,Đã bán 7
Dung dịch vệ sinh phụ nữ Femfresh Daily Intimate Wash,150.000₫,https://tiki.vn/dung-dich-ve-sinh-phu-nu-femfresh-daily-intimate-wash-p49643999.html?spid=74943163,20,,Đã bán 252
"Xịt Chống Muỗi TheCi 50ml đuổi muỗi, ngăn côn trùng - An toàn cho bé & phụ nữ có thai",198.000₫,https://tiki.vn/xit-chong-muoi-theci-50ml-duoi-muoi-ngan-con-trung-an-toan-cho-be-phu-nu-co-thai-p257789795.html?spid=257789797,21,,Đã bán 2
