title,price,link_item,index,discount,sales
"Dung dịch dưỡng ẩm cho da mụn, nhạy cảm Hada Labo Acne Care Calming Lotion 170ml",216.000₫,https://tiki.vn/dung-dich-duong-am-cho-da-mun-nhay-cam-hada-labo-acne-care-calming-lotion-170ml-p174071724.html?spid=174071726,1,-20%,Đã bán 141
Sữa Chống Nắng Dưỡng Da Ngừa Mụn Sunplay Skin Aqua Acne Clear SPF 50+ PA++++ (25g),104.000₫,https://tiki.vn/sua-chong-nang-duong-da-ngua-mun-sunplay-skin-aqua-acne-clear-spf-50-pa-25g-p1313889.html?spid=10862051,2,-15%,Đã bán 4.1k
Kem Hỗ Trợ Làm Mờ Sẹo Dermatix Ultra 15g,370.000₫,https://tiki.vn/kem-ho-tro-tri-seo-dermatix-ultra-15g-p63165307.html?spid=63165310,3,-44%,Đã bán 1.1k
Combo 30 gói tẩy tế bào chết dạng kỳ Whoo Gong Jinhyang Seol Brightening Peeling Gel 1ml,145.000₫,https://tiki.vn/combo-30-goi-tay-te-bao-chet-dang-ky-whoo-gong-jinhyang-seol-brightening-peeling-gel-1ml-p177751024.html?spid=177751025,4,-16%,Đã bán 55
,,https://tiki.vn/tinh-chat-duong-da-shiseido-ultimune-power-infusing-concentrate-50ml-p116199923.html?spid=116199924,5,,
Sữa chống nắng Shiseido GSC The Perfect Protector 50ml,1.250.000₫,https://tiki.vn/sua-chong-nang-shiseido-gsc-the-perfect-protector-50ml-p53296092.html?spid=53296093,6,-25%,Đã bán 960
[Made in Korea] Kem Dưỡng Ẩm Dành Cho Da Dầu Và Da Hỗn Hợp Laneige Water Bank Blue HA Cream Oily 50ml,843.000₫,https://tiki.vn/made-in-korea-kem-duong-am-danh-cho-da-dau-va-da-hon-hop-laneige-water-bank-blue-ha-cream-oily-50ml-p162196352.html?spid=162196353,7,-25%,Đã bán 310
Sữa dưỡng sáng da ban ngày Shiseido White Lucent Day Emulsion 50ml,1.700.000₫,https://tiki.vn/kem-duong-trang-da-ban-ngay-shiseido-white-lucent-brightening-day-emulsion-50ml-p11254933.html?spid=53296779,8,,Đã bán 462
"Gel Cải Thiện Sẹo Vừa, Sẹo Lõm, Sẹo Thâm Hiruscar 5G",147.000₫,https://tiki.vn/gel-cai-thien-seo-vua-seo-lom-seo-tham-hiruscar-5g-p25917930.html?spid=52674698,9,-21%,Đã bán 1.6k
,,https://tiki.vn/sua-rua-mat-tri-mun-va-se-khit-lo-chan-long-paula-s-choice-clear-pore-normalizing-cleanser-177-ml-p33606875.html?spid=33606876,10,-29%,
Kem dưỡng ẩm cho viêm da cơ địa Cetaphil Pro AD Moisturizer 295ml,525.000₫,https://tiki.vn/kem-duong-am-cho-viem-da-co-dia-cetaphil-pro-ad-moisturizer-295ml-p119706868.html?spid=119706869,11,-11%,Đã bán 95
Kem Dưỡng Ẩm Trắng Da Ban Đêm Tế Bào Gốc Phục Hồi Trẻ Hoá Da Và Chống Lão Hoá Cellkey-Scien White Cream (30g),735.000₫,https://tiki.vn/kem-duong-am-trang-da-ban-dem-te-bao-goc-phuc-hoi-tre-hoa-da-va-chong-lao-hoa-cellkey-scien-white-cream-30g-p55615086.html?spid=55615087,12,-30%,Đã bán 189
,,https://tiki.vn/kem-duong-trang-tai-tao-da-tri-tham-mun-nam-da-dr-jart-v7-toning-light-15ml-p42843090.html?spid=155230870,13,-20%,
Gel rửa mặt ngăn ngừa mụn Acnes Gentle Wash 100g,54.000₫,https://tiki.vn/gel-rua-mat-ngan-ngua-mun-acnes-gentle-wash-100g-p176672117.html?spid=176672118,14,-20%,Đã bán 934
"[Made in Japan] Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",116.000₫,https://tiki.vn/made-in-japan-kem-duong-reihaku-hatomugi-cai-thien-lan-da-kho-tham-mun-300g-p50884640.html?spid=68221038,15,-37%,Đã bán 291
[Made in Korea] Kem Dưỡng Mắt Laneige Water Bank Blue HA Eye Cream 25ml,850.000₫,https://tiki.vn/made-in-korea-kem-duong-mat-laneige-water-bank-blue-ha-eye-cream-25ml-p162196354.html?spid=162196355,16,-18%,Đã bán 100
Kem dưỡng trắng da ban đêm Eucerin UltraWHITE+ SPOTLESS Night (50ml),650.000₫,https://tiki.vn/kem-duong-trang-da-ban-dem-eucerin-ultrawhite-spotless-night-50ml-p12084554.html?spid=51065349,17,,Đã bán 302
,,https://tiki.vn/combo-10-mat-na-sieu-duong-am-lam-diu-da-cho-lan-da-cang-bong-va-mem-min-han-quoc-lagivado-hydra-calming-facial-mask-p34345425.html?spid=34345426,18,-15%,
Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,344.000₫,https://tiki.vn/sua-rua-mat-diu-nhe-cetaphil-gentle-skin-cleanser-500ml-p73607516.html?spid=113623109,19,-48%,Đã bán 152
Sữa Rửa Mặt Cân Bằng Độ Ẩm Và Giảm Dầu Skin Balancing Oil Reducing Cleanser 237ml,559.000₫,https://tiki.vn/sua-rua-mat-can-bang-do-am-va-giam-dau-skin-balancing-oil-reducing-cleanser-237ml-p7221953.html?spid=7221955,20,-29%,Đã bán 380
"Tinh Chất Hỗ Trợ Giảm Mụn, Mềm Mịn Da SVR Sebiaclear Serum 30ml",556.000₫,https://tiki.vn/tinh-chat-ho-tro-giam-mun-mem-min-da-svr-sebiaclear-serum-30ml-p177750875.html?spid=177750876,21,-26%,Đã bán 113
Bộ sản phẩm Dưỡng trắng Hada Labo PERFECT WHITE TRANEXAMIC ACID Travel Set,95.000₫,https://tiki.vn/bo-san-pham-duong-trang-hada-labo-perfect-white-tranexamic-acid-travel-set-p247324359.html?spid=247324360,22,,Đã bán 24
"Gel giảm sẹo lồi, phì đại Rejuvasil",450.000₫,https://tiki.vn/gel-ngan-ngua-seo-va-la-m-giam-seo-lo-i-se-o-phi-da-i-rejuvasil-cua-rejuvaskin-p260847275.html?spid=37452904,23,-13%,Đã bán 199
Kem Chống Nắng Cell Fusion C Toning Sunscreen 100 SPF50+/ PA +++ Nâng Tông Sáng Hồng,377.000₫,https://tiki.vn/kem-chong-nang-cell-fusion-c-toning-sunscreen-100-spf50-pa-nang-tong-sang-hong-p101552499.html?spid=101552501,24,-20%,Đã bán 454
