title,price,link_item,index,discount,sales
Gương Treo Tường Đẹp Dày 5mm Dây Da Sang Trọng VANDO Gương Trang Điểm Soi Siêu Đẹp,275.080₫,https://tiki.vn/guong-treo-tuong-dep-day-5mm-day-da-sang-trong-vando-guong-trang-diem-soi-sieu-dep-p183725421.html?spid=183725429,1,-36%,Đã bán 87
"Nhíp Inox Đầu Xéo Nhổ Râu, Lông Mũi, Lông Mày, Tóc Bạc KỀM NGHĨA N.402 Cao Cấp",15.640₫,https://tiki.vn/nhip-vi-giay-n-402-p15656267.html?spid=15656268,2,-8%,Đã bán 220
Kẹp bấm mi màu đen,40.100₫,https://tiki.vn/kep-bam-mi-mau-den-p22022565.html?spid=111060300,3,-10%,Đã bán 34
Son Bóng Ofélia Lolli Glow Tint 3.9g,185.000₫,https://tiki.vn/son-bong-ofelia-lolli-glow-tint-3-9g-p271488187.html?spid=271488198,4,-30%,Đã bán 4
,,https://tiki.vn/son-duo-ng-ba-o-ve-cho-ng-kho-va-nu-t-moi-huong-cherry-sebamed-ph5-5-5-4-8g-p55639019.html?spid=56593759,5,,
Gương trang điểm mini hai mặt dễ thương - giao hình và màu ngẫu nhiên,34.000₫,https://tiki.vn/guong-trang-diem-mini-hai-mat-de-thuong-giao-hinh-va-mau-ngau-nhien-p17937604.html?spid=184052842,6,-29%,Đã bán 3
"Combo dưỡng mi FEG Plus Stem Cells - Phiên bản tế bào gốc, dài mi nhanh, không chứa Prostaglandins gây thâm mắt (5ml/lọ)",600.000₫,https://tiki.vn/combo-duong-mi-feg-plus-toan-dien-chiet-xuat-tu-organic_cung-cap-duong-chat-gap-4-lan-nang-cao-hieu-qua-dai-day-mi-p173761453.html?spid=173761454,7,-23%,Đã bán 141
Bông mút trang điểm BT21 minini Make up Sponge,89.000₫,https://tiki.vn/bong-mut-trang-diem-bt21-minini-make-up-sponge-hang-chinh-hang-p215545261.html?spid=215545273,8,,Đã bán 5
Gương trang điểm để bàn gương làm đẹp cao cấp gương soi di động bằng gỗ xoay gập tiện lợi phong cách châu Âu 4 mẫu tùy chọn - Tặng 1 băng đô trang điểm vải nhung/lụa màu ngẫu nhiên,65.000₫,https://tiki.vn/guong-trang-diem-de-ban-guong-lam-dep-cao-cap-guong-soi-di-dong-bang-go-xoay-gap-tien-loi-phong-cach-chau-au-4-mau-tuy-chon-tang-1-bang-do-trang-diem-vai-nhung-lua-mau-ngau-nhien-p82738970.html?spid=82738974,9,-25%,Đã bán 144
,,https://tiki.vn/bang-phan-mat-9-o-dikalu-mau-moi-nam-2022-p214583543.html?spid=214583544,10,-20%,
Son dưỡng môi cao cấp Tom Ford Z09 Soleil Lip Blush Limited,950.000₫,https://tiki.vn/son-duong-moi-cao-cap-tom-ford-z09-soleil-lip-blush-limited-p194026883.html?spid=194026884,11,-51%,Đã bán 56
"Son Nha Đam Dưỡng Ẩm, Giảm Thâm Môi Milaganics 4.5g (Cây)",48.000₫,https://tiki.vn/son-nha-dam-duong-am-giam-tham-moi-milaganics-4-5g-cay-p65400783.html?spid=153997564,12,-54%,Đã bán 231
,,https://tiki.vn/dung-cu-ve-sinh-co-trang-diem-tmr-chau-silicon-chuyen-dung-gap-gon-tien-loi-p192009671.html?spid=192009679,13,,
Combo 2 Cọ môi lông dài VACOSI - L01,37.000₫,https://tiki.vn/combo-2-co-moi-long-dai-vacosi-l01-p123202584.html?spid=123202590,14,-52%,Đã bán 35
Bộ Cọ Trang Điểm 8 Cây (Giao Màu Ngẫu Nhiên) - Hàng Chính Hãng,55.000₫,https://tiki.vn/bo-co-trang-diem-8-cay-giao-mau-ngau-nhien-hang-chinh-hang-p137456824.html?spid=137456825,15,-8%,Đã bán 28
Son Lì MAC Powder Kiss Lipstick 935 Ruby New 3g,399.000₫,https://tiki.vn/son-li-mac-powder-kiss-lipstick-935-ruby-new-3g-p272657911.html?spid=273100073,16,-8%,Đã bán 65
Son Lì Herorange Mềm Mịn Chống Thấm Nước Khô Môi Lâu Trôi,38.000₫,https://tiki.vn/son-li-herorange-mem-min-chong-tham-nuoc-kho-moi-lau-troi-p199244716.html?spid=199244720,17,-32%,Đã bán 162
,,https://tiki.vn/set-son-trang-diem-kem-li-sieu-min-flawsome-sunny-matte-tint-3g-x-2-tang-binh-nuoc-giu-nhiet-flawsome-p196005383.html?spid=196005387,18,,
Son môi OHUI Rouge Real RW13 (3.5g),577.000₫,https://tiki.vn/son-moi-ohui-rouge-real-rw13-3-5g-p57099897.html?spid=57099898,19,-34%,Đã bán 30
Son Môi An Toàn Cho Bé - Son Búp Bê Cỏ Mềm,160.000₫,https://tiki.vn/son-bup-be-co-mem-p55056170.html?spid=55056172,20,-5%,Đã bán 255
Son môi Shiseido SMU Technosatin Gel Lipstick 3.3G,800.000₫,https://tiki.vn/son-moi-shiseido-smu-technosatin-gel-lipstick-3-3g-p216204471.html?spid=216204479,21,-52%,Đã bán 40
[Made in Korea] Kem Nền Mịn Lì 48H Laneige Neo Foundation Matte 30ml,768.000₫,https://tiki.vn/made-in-korea-kem-nen-min-li-48h-laneige-neo-foundation-matte-30ml-p124716485.html?spid=124716498,22,-15%,Đã bán 233
Bảng Màu Mắt Bbia Ready to Wear Palette (4 màu) 5g,268.000₫,https://tiki.vn/bang-mau-mat-bbia-ready-to-wear-palette-2-mau-5g-bbia-official-store-p180848034.html?spid=180848044,23,,Đã bán 23
Sáp Dưỡng Môi Vaseline Lip 7g,90.000₫,https://tiki.vn/sap-duong-moi-vaseline-lip-7g-ngot-ngao-p52485742.html?spid=52485748,24,,Đã bán 360
Bảng son OHUI 10 màu Lip pallet 10 colors,270.000₫,https://tiki.vn/bang-son-ohui-10-mau-lip-pallet-10-colors-p6659525.html?spid=57911557,25,,Đã bán 277
,,https://tiki.vn/phan-mat-hop-tron-vacosi-04-candie-p123202363.html?spid=146933063,26,,
Son Kem Lì Bbia Last Velvet Lip Tint Version 5,139.000₫,https://tiki.vn/son-kem-li-bbia-last-velvet-lip-tint-version-5-p20650332.html?spid=26139559,27,,Đã bán 1.3k
Bút Kẻ Mày Dạng Xăm Vacosi Realbrow Tattoo Pen,109.000₫,https://tiki.vn/but-ke-may-dang-xam-vacosi-realbrow-tattoo-pen-p9955525.html?spid=9955531,28,,Đã bán 317
Nhíp Vỉ Giấy N-409 - Kềm Nghĩa,36.800₫,https://tiki.vn/nhip-vi-giay-n-409-kem-nghia-p8211888.html?spid=8211889,29,,Đã bán 459
Combo Son môi OHUI Rouge Real Lipstick RW13 và 1 tuýp sữa rửa mặt dưỡng ẩm Miracle Moisture 40ml,685.000₫,https://tiki.vn/combo-son-moi-ohui-rouge-real-lipstick-rw13-va-1-tuyp-sua-rua-mat-duong-am-miracle-moisture-40ml-p58452124.html?spid=58452125,30,,Đã bán 13
,,https://tiki.vn/bbia-never-die-mascara-power-black-7g-p116812638.html?spid=116812639,31,,
Phấn nước siêu kiềm dầu Lemonade Supermatte Cushion 15g,359.000₫,https://tiki.vn/phan-nuoc-sieu-kiem-dau-lemonade-supermatte-cushion-15g-p128825366.html?spid=128825370,32,,Đã bán 183
"Son Dưỡng Môi DHC Color Lip Cream Giúp Đôi Môi Mềm Mịn, Căng Bóng Nhiều Màu Thỏi 1.5g(Hàng Nội Địa Nhật)",128.000₫,https://tiki.vn/son-duong-moi-dhc-color-lip-cream-giup-doi-moi-mem-min-cang-bong-nhieu-mau-thoi-1-5g-hang-noi-dia-nhat-p270829768.html?spid=270829778,33,,Đã bán 9
Bộ Chăm Sóc Môi Xinh - Combo Môi Xinh (Son Lụa + Son Dưỡng) Cỏ Mềm,288.000₫,https://tiki.vn/bo-cham-soc-moi-xinh-combo-moi-xinh-son-lua-son-duong-co-mem-p210284323.html?spid=210284351,34,,Đã bán 7
Son Dưỡng Ẩm Nivea Hương Đào 85031 (4.8g),73.000₫,https://tiki.vn/son-duong-am-nivea-huong-dao-85031-4-8g-p777747.html?spid=54751292,35,,Đã bán 349
,,https://tiki.vn/phan-nen-kiem-dau-chong-nang-12h-spf28-pa-min-li-lau-troi-fit-me-maybelline-new-york-compact-powder-6g-p73772229.html?spid=271237994,36,,
Son Kem Lì Bbia Last Velvet Lip Tint - Dusk Edition (3 màu) 5g,139.000₫,https://tiki.vn/son-kem-li-bbia-last-velvet-lip-tint-dusk-edition-3-mau-5g-p272577524.html?spid=272577528,37,,Đã bán 3
Bộ cọ trang điểm 13 cây,39.000₫,https://tiki.vn/bo-co-trang-diem-13-cay-p72016670.html?spid=171186885,38,,Đã bán 26
Bột kẻ mày 2 ngăn Mira Hàn Quốc tặng kèm móc khoá,129.000₫,https://tiki.vn/bot-ke-may-2-ngan-mira-han-quoc-tang-kem-moc-khoa-p21176320.html?spid=21176322,39,,Đã bán 114
Phấn má hồng VACOSI 4.4g,79.500₫,https://tiki.vn/phan-ma-hong-vacosi-4-4g-p270127917.html?spid=270127925,40,,Đã bán 5
