title,price,link_item,index,discount,sales
Phấn má PINKFLASH 1.7g,29.000₫,https://tiki.vn/phan-ma-pinkflash-1-7g-p271635095.html?spid=271635101,1,-10%,
Son kem lì FOCALLURE 2in1 lipstick & lip Gloss 4.6g,116.000₫,https://tiki.vn/son-kem-li-focallure-2in1-lipstick-lip-gloss-4-6g-p271535442.html?spid=271535444,2,-18%,
Lip Smacker - Son Fanta Strawberry Cup Lip Balm – Cốc Fanta vị dâu,89.000₫,https://tiki.vn/lip-smacker-son-fanta-strawberry-cup-lip-balm-coc-fanta-vi-dau-p73573819.html?spid=73573820,3,-15%,Đã bán 6
"Phấn Nền Chống Nắng SPF20 - L'ocean Perfection Slim UV Pact (12,5g)",529.000₫,https://tiki.vn/phan-nen-chong-nang-spf20-p5975667.html?spid=5975671,4,,Đã bán 5
,,https://tiki.vn/guong-trang-diem-treo-tuong-tien-dung-nha-tam-xoay-360-do-guong-tron-treo-tuong-hinh-tai-meo-de-thuong-tien-dung-p252888784.html?spid=252888796,5,-5%,
Son Dưỡng Môi Deold chiết xuất từ Việt Quất,159.000₫,https://tiki.vn/son-duong-moi-deold-chiet-xuat-tu-viet-quat-p73872596.html?spid=73872598,6,-5%,Đã bán 29
Lông mi hút nam châm,26.000₫,https://tiki.vn/long-mi-hut-nam-cham-p83685760.html?spid=83685766,7,-39%,
Hộp lông mi giả Nesura chùm đuôi cá sợi mi siêu nhẹ mềm mượt dành cho makeup trang điểm chuyên nghiệp - HIty Beauty,56.000₫,https://tiki.vn/hop-long-mi-gia-nesura-chum-duoi-ca-soi-mi-sieu-nhe-mem-muot-danh-cho-makeup-trang-diem-chuyen-nghiep-hity-beauty-p271454335.html?spid=271454343,8,-5%,
"Keo EYE CREAM dán lông mi, kích mí không gây kích ứng da siêu dính - Hity Beauty",25.000₫,https://tiki.vn/keo-eye-cream-dan-long-mi-kich-mi-khong-gay-kich-ung-da-sieu-dinh-hity-beauty-p271445528.html?spid=271445529,9,-5%,Đã bán 1
,,https://tiki.vn/chi-ve-may-sac-net-aroma-eyebrow-pencil-han-quoc-no-44-gray-brown-tang-kem-moc-khoa-p21008341.html?spid=21008342,10,-40%,
Son thỏi mịn môi lâu phai Naris Ceniciente Lipstick Nhật Bản 3g (#100: Hồng tươi) + Móc khóa,425.000₫,https://tiki.vn/son-thoi-min-moi-lau-phai-naris-ceniciente-lipstick-nhat-ban-3g-100-hong-tuoi-moc-khoa-p19342948.html?spid=20959562,11,-38%,Đã bán 5
Kẹp bấm mi Eye Lash Culer tạo mi cong tự nhiên,45.000₫,https://tiki.vn/kep-bam-mi-eye-lash-culer-tao-mi-cong-tu-nhien-p41751918.html?spid=57037168,12,,Đã bán 46
,,https://tiki.vn/bang-mau-trang-die-m-da-nang-5-in-1-naturaglace-make-up-palette-p83171196.html?spid=83171201,13,,
