title,price,link_item,index,discount,sales
Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,3.550.000₫,https://tiki.vn/ddien-thoai-realme-c55-6gb-128gb-hang-chinh-hang-p247823537.html?spid=247823541,1,-26%,Đã bán 167
Điện thoại Realme 11 Pro (8GB/256GB) - Hàng chính hãng,7.990.000₫,https://tiki.vn/dien-thoai-realme-11-pro-8gb-256gb-hang-chinh-hang-p271077134.html?spid=271077220,2,-33%,Đã bán 3
Điện thoại Realme C55 (8GB/256GB) - Hàng chính hãng,4.190.000₫,https://tiki.vn/dien-thoai-realme-c55-8gb-256gb-hang-chinh-hang-p247829297.html?spid=247829575,3,-26%,Đã bán 44
Điện thoại Realme C30s (2GB/32GB) - Hàng chính hãng,1.839.000₫,https://tiki.vn/dien-thoai-realme-c30s-2gb-32gb-hang-chinh-hang-p200995800.html?spid=200995803,4,-26%,Đã bán 4
Điện thoại Realme C55 6GB/128GB Vàng nắng mai - Hàng chính hãng,4.160.000₫,https://tiki.vn/dien-thoai-realme-c55-6gb-128gb-vang-nang-mai-hang-chinh-hang-p249156531.html?spid=249156534,5,-17%,
Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,3.599.000₫,https://tiki.vn/dien-thoai-realme-c25y-4gb-128gb-hang-chinh-hang-p140144656.html?spid=140144658,6,-28%,
Điện Thoại Realme C55 6GB/128GB - Hàng Chính Hãng,3.779.000₫,https://tiki.vn/dien-thoai-realme-c55-6gb-128gb-hang-chinh-hang-p253407100.html?spid=253407104,7,-24%,Đã bán 4
Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,3.790.000₫,https://tiki.vn/dien-thoai-realme-c11-2021-4gb-64gb-hang-chinh-hang-p140747649.html?spid=140747664,8,-17%,Đã bán 1
Điện thoại Realme C55 6GB/128GB Đen trời đêm - Hàng chính hãng,4.160.000₫,https://tiki.vn/dien-thoai-realme-c55-6gb-128gb-den-troi-dem-hang-chinh-hang-p249153684.html?spid=249153685,9,-10%,
Điện Thoại Realme C51 3GB/64GB - Hàng Chính Hãng,2.699.000₫,https://tiki.vn/dien-thoai-realme-c51-3gb-64gb-hang-chinh-hang-p273471515.html?spid=273471519,10,-18%,Đã bán 1
Điện Thoại Realme C51 4GB/128GB - Hàng Chính Hãng,3.259.000₫,https://tiki.vn/dien-thoai-realme-c51-4gb-128gb-hang-chinh-hang-p273493463.html?spid=273493465,11,-18%,
Điện thoại Realme C51 (4GB/128GB) - Hàng chính hãng,3.290.000₫,https://tiki.vn/dien-thoai-realme-c51-4gb-128gb-hang-chinh-hang-p271467653.html?spid=273467296,12,,Đã bán 1
