title,price,link_item,index,discount,sales
Điện Thoại Sony XPERIA 10 MARK V | ROM 128GB - Pin khủng 5000mAh - Hệ điều hành Snapdragon 695 - Màn hình OLED | HÀNG CHÍNH HÃNG,12.490.000₫,https://tiki.vn/dien-thoai-sony-xperia-10-mark-v-rom-128gb-pin-khung-5000mah-he-dieu-hanh-snapdragon-695-man-hinh-oled-p270791102.html?spid=270791103,1,,
