title,price,link_item,index,discount,sales
[Mới] Điện thoại vivo V29e 5G (8GB/256GB) - Hàng Chính Hãng - Camera Selfie 50 MP - Vòng Sáng Aura 2.0 - Màn hình AMOLED 6.67,8.690.000₫,https://tiki.vn/moi-dien-thoai-vivo-v29e-5g-8gb-256gb-camera-selfie-50-mp-vong-sang-aura-2-0-man-hinh-amoled-6-67-p272909668.html?spid=272909673,1,-3%,Đã bán 2
Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,4.990.000₫,https://tiki.vn/dien-thoai-vivo-y22s-8gb-128gb-hang-chinh-hang-p195323206.html?spid=195323208,2,-17%,Đã bán 4
[MỚI] Điện thoại vivo Y17s - Hàng chính hãng - Camera 50MP - Pin 5000 mAh - Sạc nhanh- RAM mở rộng đến 8GB,3.790.000₫,https://tiki.vn/moi-dien-thoai-vivo-y17s-camera-50mp-pin-5000-mah-sac-nhanh-ram-mo-rong-den-8gb-p272113804.html?spid=272117302,3,-5%,Đã bán 4
Điện thoại Vivo Y36 (8GB/128GB) - Hàng Chính Hãng - Camera 50MP - Sạc Nhanh 44W,5.490.000₫,https://tiki.vn/moi-dien-thoai-vivo-y36-8gb-128gb-hang-chinh-hang-camera-50mp-sac-nhanh-44w-p270510406.html?spid=270510408,4,-13%,Đã bán 2
Điện thoại VIVO Y02t - Hàng chính hãng - Pin Khủng 5000mAh - Màn hình 6.51HD,2.790.000₫,https://tiki.vn/dien-thoai-vivo-y02t-gia-du-kien-hang-chinh-hang-p264051058.html?spid=264051060,5,-15%,Đã bán 3
Điện thoại Vivo Y33s (8GB/128GB) - Hàng chính hãng,6.069.000₫,https://tiki.vn/dien-thoai-vivo-y33s-8gb-128gb-hang-chinh-hang-p158895857.html?spid=158895861,6,-20%,Đã bán 4
Điện thoại Vivo Y02s (3GB/32GB) - Hàng Chính Hãng,2.799.000₫,https://tiki.vn/dien-thoai-vivo-y02s-3gb-32gb-hang-chinh-hang-p205113403.html?spid=205113405,7,-20%,
Điện Thoại Vivo Y02s (3GB/32GB) - Hàng Chính Hãng,2.799.000₫,https://tiki.vn/dien-thoai-vivo-y02s-3gb-32gb-hang-chinh-hang-p193263880.html?spid=248617427,8,-16%,Đã bán 1
Điện Thoại di động vivo Y16 (4GB/128GB) - Hàng Chính Hãng,3.790.000₫,https://tiki.vn/dien-thoai-vivo-y16-4gb-128gb-hang-chinh-hang-p196193895.html?spid=196193897,9,-42%,Đã bán 4
Điện Thoại Vivo V25 Pro 5G (8GB/128GB) - Hàng Chính Hãng,8.090.000₫,https://tiki.vn/dien-thoai-vivo-v25-pro-5g-8gb-128gb-hang-chinh-hang-p202269832.html?spid=202332195,10,,Đã bán 2
