title,price,link_item,index,discount,sales,category
Áo gia đình TẾT SUM VẦY siêu đẹp | thun cotton | đủ size 5-100kg,59.000₫,https://tiki.vn/ao-gia-dinh-tet-sum-vay-sieu-dep-thun-cotton-du-size-5-100kg-p90415175.html?spid=273455342,1,,,dodoi
