title,price,link_item,index,discount,sales
Lược dày lược chải chí mũ trong răng khít loại 1,17.500₫,https://tiki.vn/luoc-day-luoc-chai-chi-mu-trong-rang-khit-loai-1-p144181055.html?spid=144181062,1,-10%,Đã bán 59
Cọ Rửa Mặt Massage 2 Đầu Cầm Tay Silicon Siêu Sạch Mềm Mịn An Toàn Cho Da - MP083,10.400₫,https://tiki.vn/co-rua-mat-massage-2-dau-sieu-sach-mp083-p36995833.html?spid=56813154,2,-50%,Đã bán 11
"Máy hút mụn đầu đen , đầu trắng, mụn cám cầm tay chạy pin AA",58.999₫,https://tiki.vn/may-hut-mun-dau-den-dau-trang-mun-cam-cam-tay-chay-pin-aa-p155703659.html?spid=160889854,3,-13%,Đã bán 25
"Máy Rửa Mặt, Massage Ion 2 In 1 Làm Sạch Sâu & Hấp Thụ Dưỡng Chất Bằng Công Nghệ Sóng Âm - Sạc Pin Cổng USB (Màu Ngẫu Nhiên) MP142",113.400₫,https://tiki.vn/may-rua-mat-massage-ion-2-in-1-di-nong-lanh-lam-sach-sau-hap-thu-duong-chat-bang-cong-nghe-song-am-sac-pin-cong-usb-mau-ngau-nhien-mp142-p68400692.html?spid=111060325,4,,Đã bán 8
,,https://tiki.vn/luoc-go-roi-tao-phong-toc-luoc-say-tao-kieu-toc-ban-nguyet-co-lon-chuyen-dung-trong-salon-toc-p248766930.html?spid=248766934,5,,
"Máy cạo râu Enchen Blackstone 5S chống nước IPX7, pin sạc bền bỉ, lưỡi kép vành mỏng 0.9mm",249.500₫,https://tiki.vn/ma-y-ca-o-rau-enchen-blackstone-5s-cho-ng-nuo-c-ipx7-pin-sa-c-be-n-bi-luo-i-ke-p-va-nh-mo-ng-0-9mm-p248887402.html?spid=248887403,6,-3%,Đã bán 18
"Thanh lăn massage ngọc bích 2 đầu giúp mặt chống nhăn, nâng cơ mặt",94.000₫,https://tiki.vn/thanh-lan-massage-ngoc-bich-2-dau-giup-mat-chong-nhan-nang-co-mat-p225919275.html?spid=225919276,7,-36%,Đã bán 1
Bông rửa mặt bọt biển an toàn cho da Hàn Quốc,25.000₫,https://tiki.vn/bong-rua-mat-bot-bien-an-toan-cho-da-han-quoc-mira-aroma-p120512835.html?spid=120512843,8,-17%,Đã bán 14
Lược chải tóc tay cầm hình thú dễ thương (Nhiều Mẫu),39.000₫,https://tiki.vn/luoc-chai-toc-tay-cam-hinh-thu-de-thuong-nhieu-mau-p212559463.html?spid=212559469,9,-50%,Đã bán 35
,,https://tiki.vn/luoc-bi-luoc-mau-luoc-chai-chay-chai-gau-p121980454.html?spid=121980482,10,,
