,title,price,link_item,index,discount,sales
0,Apple iPad 10.2-inch (9th Gen) Wi-Fi 2021,6.990.000₫,https://tiki.vn/apple-ipad-10-2-inch-9th-gen-wi-fi-2021-p183330021.html?spid=124939771,1,-36%,Đã bán 3.1k
1,"Apple iPad Pro 11-inch M2 Wi-Fi, 2022",19.990.000₫,https://tiki.vn/apple-ipad-pro-11-inch-m2-wi-fi-2022-p205815593.html?spid=205815597,2,-17%,Đã bán 299
2,Apple iPad Air (5th Gen) Wi-Fi 2022,13.650.000₫,https://tiki.vn/apple-ipad-air-5th-gen-wi-fi-2022-p184253251.html?spid=168721278,3,-28%,Đã bán 739
3,"Apple iPad 10.9-inch (10th Gen) Wi-Fi, 2022",10.490.000₫,https://tiki.vn/apple-ipad-10-9-inch-10th-gen-wi-fi-2022-p205815576.html?spid=205815582,4,-19%,Đã bán 203
4,Apple iPad mini (6th Gen) Wi-Fi 2021,11.090.000₫,https://tiki.vn/apple-ipad-mini-6th-gen-wi-fi-2021-hang-chinh-hang-p184248127.html?spid=124944089,5,-26%,Đã bán 386
0,Máy tính bảng HANET Smart Edu Tablet Model T432 - Hàng Chính Hãng,3.300.000₫,https://tiki.vn/may-tinh-bang-hanet-smart-edu-tablet-model-t432-hang-chinh-hang-bao-hanh-12-thang-p176909016.html?spid=176909017,1,,
0,Máy tính bảng Kindle Fire Max 11 inch - 13th - 2023 - Ram 4Gb - Hàng nhập khẩu,5.490.000₫,https://tka.tiki.vn/pixel/pixel?data=GtPUb3KPzUYzutFuzBrJNm2Xyj4diD1IuC0wcnKbnD2U9NiE7ejgEPK37_pH0bauUwGLH_NTvjy4xEGZRJINz3pAEPpKDk2GPWBV-n5CaSwFcpphHUyqYuT5qGOhFPfJFO62ECoujnl1PfYwGUipx7g4wD_TuYAQRqgv8bm7iwShESUKFGaUy2UiHiC2FlNyeBmDw5QNFFnAyitYI3bIBp0ekJjLtRWEizCpWg62cSUqgXBPU9BoGvYzPBywiMMqq6ZfRTLTctYdKzIcuesb7hY4T-wEEUHrN5FuJFGZBp7ESnITPnXv9E2xlLH0E_SPezJrkQ2lm8bLixwETOBOseqLnM8ZEcoJ_GJxvh1OidXQgEZe5q_VBNtMZWEpOBdgjTkfWUPCG__16do4jWg07lLreivf6lEZRgQvwP77f7lnQHe4g0VhuZrUAC-NDRUxVvvwJtgTFSTdCB1smuYbZQb6xSswLlRAo4AvwduU9v545B8GkGd9y8h1WUofaozyR_oxKS2sxijDbsZO0BWiENqzwfbNjAl84qj6pkFjlb-O9CsYsLDcdzcK4qcog3k4CA-U1F78v6PvyKZaUCttVyGmjgvb_hqtf7qjGDuLTF2SKwAcJVzrR1Ez2i4oVNAU-drTKwzY8apTJ0Gn48CsUEstHLgRG0KaesrrfGnjhBJWXAR1PbgY1UHh_McOg-pAb7X7yAMnofZ6tpSSt1EFELdfc5QwjfhrEw9tjaCcGp5ghbVftYZLZs_H6qgmbfhj8ti2sHi8t_K-jkZGaXI6Qb_VEgNolfeURHlGVHRemGxdoDBwY9xn8wYHusazUb4-nXzIDp1a-yfYcoe2Wvux4ApAbxYYIYDbFwJ_2VKomRou8ga_Dg0yzE5XfRE9X5ZIKo-MhmeW738Oj9SW1Wneufi10eLJ3h9c8vy9tIjKl7JwupQkZpI_o-TjRyJU8aNHa6BLZRRk_MKbmGCuxwFnvaFtJuN908r3NDrmk_AmlGzACrUsvG4Ngidp9bSjezqCterNfXU4nn2sI3iwZysCOcUc7XGc&reqid=t9TMgCQWu4s7sHT0&type=CLICK&pos=1,1,,
1,Máy tính bảng Kindle Fire HD10 2023 13th - 32Gb - Hàng nhập khẩu,3.790.000₫,https://tka.tiki.vn/pixel/pixel?data=gF9HvBaemjVkcPj_46HB6pJwRf6y3Uf90tQIVICS0ddInLdCOInItAIrTJmmo4SS5mquk4gI7dg9FcN2cYZIM3xJF6LCMgml7Fm-4uBQY8oPvC4EexzP2zgZGry_ZqMEXWTfMvOwmG8lrs-pPmvRnEDC-N0qXQ02kUl4CODZ15OG0wfQ3WHkQosA712nv8UrqVqpxdmZSq7RISnH6GMZuALwRIg9Eq-TsRaC_8CDsznwdPuGxemubj548OZaeY3sLSIkKj_0Nkh6fi8mHD_5jXHn0EsAXIlj3EQ5dlx1DWEPNchNgcDh-L5xW4hSszZWoB_CvnHrDY-v0SeP2leZkiyN_9ZRDBfYUH8_Ya2i28JCjayuSuy8Oz9CSiHGA3Fus8lNRQLzS0pqqOD8faCr0ZSXuz4oZn9jdp4JlrPP16-R8Kd1QKARdQsA7NnfkXffOWwBktGeADyzru2fT8t7kyqIdt1RSogmq-JfCJvGYSg67qo1CaNhrnJklw_4LeBwf4MXIBwAu48Xb-O9sAmwGWyxh0yO5aZfoHd7WfncytRGQ6wD_wDUhI_Xp_deawFUaZx8vmXbWSnmXuoh_kUkXsvZJ_sn_h2RyJcDqoXf6A-YxgToqQW0M5S0YpSY2l6kvsJVbHFVs1kSyAZJuRdubepf-rhZt7vdY9KBbfhnz8WXGg1Z4gj3ZyiRikEAExjrvosamW-xNFJyxgSDwZRPMowMVoiqZzBofjMpMs07UjVcjUiLt5pJbmMrQ1C28MGbs2lAugd6V_mTohzMDMT4-laEMDGvXxSZ09dZW6qRwLysL83l0_mihURPET2b59HkDwiWpE1qeAy5E1lRBbYjaOYM0R-MwyYhzUB-ClvIU_676oHOyLopc0xSLw1RSiJJqu73k9m1h526Ozkido_CqzLlx3IZ3HHWAcnguS6GYrFCT4AkhgLiJdf8A0m3TF-uL9vdHnDI2cnBrxrARN134EAgt7VfqVQ4ilSbo5Dr5Z9_W-1uM03ndx9cclotPcGtUP87gB9V062Vzp6rcQ&reqid=t9TMgCQWu4s7sHT0&type=CLICK&pos=2,2,,
2,Máy tính bảng Kindle Fire Max 11 inch - 13th - 2023 - Ram 4Gb - Hàng nhập khẩu,5.490.000₫,https://tiki.vn/may-tinh-bang-kindle-fire-max-11-inch-13th-2023-ram-4gb-hang-nhap-khau-p273559306.html?spid=273559316,3,,
3,Máy tính bảng Kindle File HD 8 (10th generation - 2020) Hàng nhập khẩu,2.250.000₫,https://tiki.vn/may-tinh-bang-kindle-file-hd-8-10th-generation-2020-hang-nhap-khau-p173557858.html?spid=173557860,4,,Đã bán 61
