title,price,link_item,index,discount,sales
Điện thoại OPPO Reno10 5G (8GB/256GB) - Hàng Chính Hãng,10.990.000₫,https://tka.tiki.vn/pixel/pixel?data=LoWBoz6HVN3s7_9riVlCwn5LQNg98noolrw4GWw5AHGLjb4xasLQHjjgS21YozDQxCu7GL03jdbViD9q3oOEI3YKiO8RTCEID4-b2GJ-mrYI6xtDrbeh-BMZyoQd83ixWKogkZV5K_5qQ2V5mpTgAu27EdqiYQ1OvyxxnfYZ4DKjVN2tO1GtgXZXtRYxIeb4LmH1R3JLGh6pj8eI7uMpMslEqBvSDmwKD54hGA4HyI1PrVZx_MAHzfkdt7XCmLcDkA9ve06XSzV-Tbk27uxBf2VReMzv9795goq-byCE2tCw_0Jck8gZBtB_GNibAqdPkYE6xA4aDuhGHq4taifL9C9q182w652ZBUUspdW7LDOaQa3wmhsql840wYi4Eav1o7w5ryGgy24yQQu4eFl2t3U_379vzPbWGfq5lXRCJ89jDtsBQN-tZSosy1Trr83bMM9HgUpTQbDtGAKHJSmqE2AhDnGsL5zyzV2iZ-5MXbARuGV2z9W1SuzRPUS6RjIQ-L5_enCDCZ0sEUS00lfUNzdoYqZNr_jrj__X-vHwpnGgzRi3BD2OrZ1jbg1q_wvRQmcT4CVi0oUcMy0aqLVY1kZCfipNIcYl5yh-2NG2CNW_W5KIXP4Q61fsVY1Bl4hNuTPTydcX2-dKm6B8EPlQq-xz3OnKOt_7dR14vU9E8PYSe0vv1oY-SkvqkWuWOLggTBDW35nTjzaaNedNi60Cwt0MXY6N5eh-wuXPzxfH4IQFOVoFgrmQyFs2NOHxPtCQFnFiTnaCi2aQILKXtBCSfycccu3n5bsiG55sPyOGk5_KsJzonkDM2VDYy7HeIThHv7p8HI1aElw3myohd2e_62zIaoS3sfZeJkQ_1UiXUbK-rTi6djQdIEF_fXRSwtRDu3Lg_Cyu9fDd3Tp-8KvHnmd_tqFORJTch9t25L_PcOT03s6Pp4r88btkFP4GaKyuhMMVPQAAU3ZyLBPxesLsYVZ6gyqkZCUcEVDwkN8XLFJK_jofJVExJgHK77oB_xN4Fw&reqid=DjqIpt0samgbKc7U&type=CLICK&pos=41,1,-30%,Đã bán 17
Điện thoại OPPO A77s - Hàng chính hãng,6.216.000₫,https://tiki.vn/dien-thoai-oppo-a77s-hang-chinh-hang-p204810590.html?spid=253386286,2,-11%,Đã bán 1
Điện thoại OPPO A76 (6GB/28GB) - Hàng chính hãng,5.436.000₫,https://tiki.vn/dien-thoai-oppo-a76-6gb-28gb-hang-chinh-hang-p193769065.html?spid=253399627,3,-23%,
Điện Thoại Oppo A76 (6GB/128G) - Hàng Chính Hãng,5.436.000₫,https://tiki.vn/dien-thoai-oppo-a76k-6gb-128g-hang-chinh-hang-p166034907.html?spid=253399715,4,-25%,
Điện thoại Oppo A57 (4GB/128GB) - Hàng chính hãng,4.632.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p204802771.html?spid=253385480,5,-8%,
Điện thoại OPPO A77 4GB+4GB/128GB - Sạc siêu nhanh 33W - Hàng nhập khẩu nhật - Bản quốc tế,3.499.000₫,https://tiki.vn/dien-thoai-oppo-a77-4gb-4gb-128gb-sac-sieu-nhanh-33w-hang-nhap-khau-nhat-ban-quoc-te-p263675862.html?spid=263675864,6,-8%,Đã bán 5
Điện Thoại OPPO A54 (4GB/128GB) - Hàng Chính Hãng,3.912.000₫,https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-p127680701.html?spid=253399572,7,,
Điiện Thoại OPPO Reno8 Z 5G (8GB/256GB) - Hàng Chính Hãng,8.644.000₫,https://tiki.vn/diien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-p196044608.html?spid=253399555,8,,
Điện thoại OPPO A58 6GB/128GB Đen - Hàng chính hãng,4.990.000₫,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-den-hang-chinh-hang-p273186911.html?spid=273186912,9,,
Điện Thoại OPPO A57 (4GB/128GB) - Hàng Chính Hãng,4.632.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p192036708.html?spid=253386252,10,,Đã bán 1
Điện Thoại Oppo A57 (4GB/64GB),4.284.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p189658085.html?spid=253312881,11,,
Điện thoại OPPO A78 (8GB/256GB) - Hàng Chính Hãng,6.249.000₫,https://tiki.vn/dien-thoai-oppo-a78-8gb-256gb-p270164674.html?spid=270180316,12,,Đã bán 8
Điện thoại Oppo A17k (3GB/64GB) - Hàng chính hãng,3.276.000₫,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p204872160.html?spid=253384256,13,,
Điện thoại OPPO A57 4GB/128GB Vàng - Hàng chính hãng,4.632.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-vang-hang-chinh-hang-p251275686.html?spid=253385495,14,,
Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,4.990.000₫,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p271235147.html?spid=271235149,15,,
Điện thoại OPPO A57 4GB/128GB Đen - Hàng chính hãng,3.850.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-den-hang-chinh-hang-p249168300.html?spid=249168301,16,,Đã bán 1
Điện thoại OPPO CPH2375 - A76 Xanh Thời Thượng - Hàng chính hãng (chỉ giao HN và một số khu vực),5.436.000₫,https://tiki.vn/dien-thoai-oppo-cph2375-a76-xanh-thoi-thuong-p176438848.html?spid=253399344,17,,
Điện Thoại OPPO A57 (4GB/128GB) - Hàng chính hãng,3.750.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p273273430.html?spid=273273434,18,,
Điện Thoại OPPO A17K (3GB/64GB) - Hàng Chính Hãng,3.276.000₫,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p248754839.html?spid=253384269,19,,
Điện Thoại Oppo A76 6GB/128GB - Hàng Chính Hãng,5.436.000₫,https://tiki.vn/dien-thoai-oppo-a76-6gb-128gb-hang-chinh-hang-p169464835.html?spid=253399039,20,,
"Điện thoại Oppo Reno8 Z 5G (8GB/256GB) Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng GZ32 | Điện Thoại Giá Rẻ | Điện Thoại Gaming",8.644.000₫,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-moi-100-nguyen-seal-bao-hanh-12-thang-gz32-p213969615.html?spid=253386364,21,,
Điện thoại OPPO Reno8T 4G - Hàng chính hãng,8.136.000₫,https://tiki.vn/dien-thoai-oppo-reno8t-4g-hang-chinh-hang-p215746882.html?spid=253386515,22,,
Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3.276.000₫,https://tiki.vn/dien-thoai-oppo-cph2471-a17k-vang-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p219392186.html?spid=253384860,23,,
Điện thoại OPPO A57 (4 GB/128 GB) - Hàng chính hãng,4.632.000₫,https://tiki.vn/dien-thoai-oppo-a57-4-gb-128-gb-hang-chinh-hang-p195661031.html?spid=253385452,24,,
Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,4.284.000₫,https://tiki.vn/dien-thoai-oppo-cph2387-a57-den-hang-chinh-hang-p191689727.html?spid=253386196,25,,
Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3.276.000₫,https://tiki.vn/dien-thoai-oppo-cph2471-a17k-xanh-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p219400421.html?spid=253384869,26,,
Điện Thoại OPPO A76 (6GB/128GB) - Hàng Chính Hãng,5.436.000₫,https://tiki.vn/dien-thoai-oppo-a76-6gb-128gb-hang-chinh-hang-p174649410.html?spid=253399243,27,,
Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng,4.284.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p190701486.html?spid=253385437,28,,
Điện thoại Oppo A57 (4GB/64GB) - Hàng chính hãng,4.284.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p192348147.html?spid=253399234,29,,
Điện thoại OPPO A58 6GB/128GB Xanh - Hàng chính hãng,4.990.000₫,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-xanh-hang-chinh-hang-p273186946.html?spid=273186947,30,,
Điện thoại OPPO A76 (6 GB/128 GB) - Hàng chính hãng,5.436.000₫,https://tiki.vn/dien-thoai-oppo-a76-6-gb-128-gb-hang-chinh-hang-p195662979.html?spid=253399708,31,,
Điện thoại OPPO A57 (4GB/28GB) - Hàng chính hãng,4.632.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-28gb-hang-chinh-hang-p193769143.html?spid=253385469,32,,
Điện Thoại Oppo A18 4GB/128GB - Hàng Chính Hãng,3.659.000₫,https://tiki.vn/dien-thoai-oppo-a18-4gb-128gb-hang-chinh-hang-p273664463.html?spid=273664467,33,,
Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng,4.284.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p196348143.html?spid=253385015,34,,
Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,3.379.000₫,https://tiki.vn/dien-thoai-oppo-a18-4gb-64gb-hang-chinh-hang-p273668660.html?spid=273668662,35,,
Điện thoại OPPO A57 (4GB/64GB) - Hàng chính hãng,4.284.000₫,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p193769168.html?spid=253386249,36,,
