,title,price,link_item,index,discount,sales
0,"Bao cao su Ritex Lust, gân gai đan xen, hộp 3 chiếc",90.000₫,https://tiki.vn/bao-cao-su-ritex-lust-gan-gai-hop-3-c-p74765886.html?spid=74765887,1,-5%,Đã bán 106
1,"Bao cao su Sagami Are Are - thương hiệu Nhật Bản siêu mỏng, có gai, màu xanh lá",66.500₫,https://tiki.vn/bao-cao-su-sagami-are-are-thuong-hieu-nhat-ban-sieu-mong-co-gai-mau-xanh-la-hop-5-cai-p136085782.html?spid=187860042,2,-38%,Đã bán 1
2,Bao cao su Tâm Thiện Chí Guardian Hộp 144 cái,146.000₫,https://tiki.vn/bao-cao-su-tam-thien-chi-guardian-hop-144-cai-p270701128.html?spid=270701129,3,-52%,Đã bán 3
3,Gel Bôi Trơn Hậu Môn Gốc Nước Cao Cấp Của Đức Pjur Back Door Moisturising - Không mùi - An toàn khi sử dụng kèm bao cao su và đồ chơi,40.000₫,https://tiki.vn/gel-boi-tron-hau-mon-goc-nuoc-cao-cap-cua-duc-pjur-back-door-moisturising-khong-mui-an-toan-khi-su-dung-kem-bao-cao-su-va-do-choi-p273379420.html?spid=273379422,4,-7%,
4,,,https://tiki.vn/gel-boi-tron-goc-silicon-giam-dau-cho-hau-mon-pjur-back-door-relaxing-duc-giu-do-nhon-lau-va-thu-gian-co-hau-mon-p273380179.html?spid=273385561,5,-19%,
5,Bộ 2 Hộp Bao Cao Su Siêu Mỏng Cao Cấp Sagami Xtreme Super Thin (10 Bao),121.000₫,https://tiki.vn/bo-2-hop-bao-cao-su-sieu-mong-cao-cap-sagami-xtreme-super-thin-10-bao-p13885867.html?spid=262783421,6,-18%,
6,Bao Cao Su Gai Râu To Runbo - 6s + Gel Gói Nhật Bản - Che Tên Sản Phẩm,88.000₫,https://tiki.vn/bao-cao-su-gai-rau-to-runbo-6s-gel-goi-nhat-ban-che-ten-san-pham-p252221631.html?spid=252221632,7,-50%,Đã bán 5
7,Bao cao su Sagami Miracle - Thiết kế 3D - Ôm khít - Size 49 mm,91.000₫,https://tiki.vn/bao-cao-su-sagami-miracle-thiet-ke-3d-om-khit-size-49-mm-hop-10-chiec-p165345749.html?spid=207937210,8,-28%,Đã bán 6
8,Bộ 2 Hộp Bao Cao Su LifeStyles Zero Super Thin Siêu Mỏng Cao Cấp Hộp 12 bao,340.000₫,https://tiki.vn/bo-2-hop-bao-cao-su-lifestyles-zero-super-thin-sieu-mong-cao-cap-hop-12-bao-p126945352.html?spid=126945356,9,-54%,Đã bán 79
9,,,https://tiki.vn/bao-cao-su-sieu-mong-cua-nhat-ban-sagami-original-0-01mm-chinh-hang-hop-5-chiec-khong-mui-che-ten-san-pham-p77111149.html?spid=77111150,10,,
