title,price,link_item,index,discount,sales
Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,4.790.000₫,https://tka.tiki.vn/pixel/pixel?data=5zJZo5qZDtbRN9FcE74OR8vA-ma56LHU_jV_buJf233IlckrvSZvAhj1U1aSVkMKXS3nwQ4TiCmQ7a7P3_nEgTiNq51QwYl6buMaoD2khwnnW9-gSWOqI4qy_n-wKiotgaXEj-BiI5mcnzc-jl3bftZ4S65QdcDP6akQZ5Mv7KWp6WyxOWq-H_J0qpgYgz-mfxcGzzTStTXk8s156hVJQSKv2soUlNkSpADT_Tcq5BG3vwpki1qxzogqYEe1ffyLzYb1SNuqI0SIQEhlRFrK6UnOouetb1TWkFKm9K1r5kIAiHo545Eea7bZujuzHYWD24CphSEcexXCXMQRoYUaNKjTck2VvmEFvirifgiPjLthsbGtG4QAdm48LBqdFU8DzlbUhQrgq151DWC5_d0tkHfgg1sCATulr-qBvBvUoqzY9Judom7t60_mCHbRIMyMb6AE3RpWjKYEUty7HuRcieBceOgri-LB9k40VtOd5CHaMhoAML847pbtfdMLpt6yh65nKIkxLc4y--LUArXizo0beivLHkegY8-K13N8oteBx1fTzbLzFxUUw7YFoEGLMFNr7TCDcpvqC_PmzebA9_-M7TD5rAWi42zcdNwMu6LK0MTGpKuYyXRiEPF-WYgvv9jaKpkozaeUih56HPIICJy_bEkch1PgICIGtZ_2yX0duB_np6cNEDTX5D2kS3LsB26WmstgLwzML9-x1ofcc9asH4p3kvjuHabn-kfwGS9v56sEqhm0-t12SfAjT8OWX0mbnoUGvFijhJSNTFKMUIzayVZ7YEBknCmFZUMQeOP4S_-4llCeoX7zPkHIiT9y0ZzaGAxpQOZ7HSV-Yv62a2kySydBowDCM0msFrJphJhHeHArYMX_YCQQORBmJQLab9xngGzqHR_3_rz77HR-q1dBveGnGEYQsU67tSygDKVF3-C_2V19YsfXgpRVscCRQ170ST9b3xgB6Xre_kC0aTIj6RhLNY1oYjAAUS6GPZy689vqwIQL_S42CTlP63pXNRUNPmnvTp3kLw&reqid=XejBE3fY5DrfvNvK&type=CLICK&pos=41,1,-28%,Đã bán 58
Điện Thoại Xiaomi Redmi 10C - Hàng chính hãng,2.850.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10c-hang-chinh-hang-p195231233.html?spid=216725149,2,-17%,
Điện Thoại Xiaomi Redmi Note 10 (4GB/64GB) - Hàng Chính Hãng,3.552.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10-4gb-64gb-hang-chinh-hang-p85042408.html?spid=216725390,3,-32%,
Điện Thoại Xiaomi Redmi 10 4GB/64GB - Hàng Chính Hãng,3.552.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-4gb-64gb-hang-chinh-hang-p120782084.html?spid=250549931,4,-19%,
Điện Thoại Xiaomi Redmi A1 2GB/32GB - Hàng Chính Hãng,1.809.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-a1-2gb-32gb-hang-chinh-hang-p198968094.html?spid=198968096,5,-10%,Đã bán 8
Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,2.373.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12c-4gb-64gb-hang-chinh-hang-p247016383.html?spid=247016400,6,-27%,Đã bán 6
Điện Thoại Xiaomi Redmi Note 12S (8GB/256GB) - Hàng Chính Hãng,6.132.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12s-8gb-256gb-hang-chinh-hang-p261965186.html?spid=261965197,7,-13%,Đã bán 1
Điện thoại Xiaomi 12 Pro (12GB/256GB) - Hàng chính hãng,18.900.000₫,https://tiki.vn/dien-thoai-xiaomi-12-pro-12gb-256gb-hang-chinh-hang-p194020045.html?spid=216970953,8,-33%,
Điện thoại Xiaomi Redmi 10 5G - Hàng chính hãng,3.552.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-5g-chinh-hang-p181699158.html?spid=216724969,9,-17%,
"Điện thoại Xiaomi Redmi A2| IPS LCD 6.52"" HD+| MediaTek Helio G36| 5000 mAh - Hàng chính hãng",1.775.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-a2-ips-lcd-6-52-hd-mediatek-helio-g36-5000-mah-hang-chinh-hang-p271451188.html?spid=273356446,10,-20%,
Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,8.499.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-pro-5g-8gb-256gb-hang-chinh-hang-p249955152.html?spid=249955156,11,-19%,Đã bán 2
Điện Thoại Xiaomi Redmi Note 11 Pro 5G 8GB/128GB - Hàng Chính Hãng,6.599.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-11-pro-5g-8gb-128gb-hang-chinh-hang-p169520871.html?spid=169520877,12,-14%,Đã bán 11
Điện Thoại Xiaomi Redmi 12C - Hàng Chính Hãng,3.090.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12c-hang-chinh-hang-p263454187.html?spid=263454196,13,-32%,Đã bán 1
