title,price,link_item,index,discount,sales
Nước rửa tay khử mùi Mr.Fresh 5L Hương Táo,162.000₫,https://tiki.vn/nuoc-rua-tay-khu-mui-mr-fresh-5l-huong-tao-p6312781.html?spid=33275722,1,-4%,Đã bán 256
Lăn khử mùi nam 48h Dark Temptation 76g,160.000₫,https://tiki.vn/lan-khu-mui-nam-48h-dark-temptation-76g-p271480953.html?spid=271480958,2,-15%,Đã bán 5
Kem Dưỡng Da Tay Giữ Ẩm Bơ Hạt Mỡ Palmer’s Shea Formula Raw Shea Hand Cream PL5335 (60g),182.750₫,https://tiki.vn/kem-duong-da-tay-giu-am-bo-hat-mo-palmer-s-shea-formula-raw-shea-hand-cream-pl5335-60g-p263028555.html?spid=263028558,3,-49%,Đã bán 850
Gel chống nắng Fixderma Shadow SPF 30+ Gel (75g),139.000₫,https://tiki.vn/gel-chong-nang-fixderma-shadow-spf-30-gel-75g-p5136723.html?spid=68998968,4,-19%,Đã bán 347
,,https://tiki.vn/thao-duoc-ngam-chan-p53016095.html?spid=53016096,5,-1%,
Kem ngăn ngừa giảm vết rạn khi mang thai tháng thứ 5-6 Palmer's Cococa Butter Massage Cream Stretch Marks 125g + Tặng combo lotion và bơ đậm đặc 5ml,317.000₫,https://tiki.vn/kem-ngan-ngua-giam-vet-ran-khi-mang-thai-thang-thu-5-6-palmer-s-cococa-butter-massage-cream-stretch-marks-125g-tang-combo-lotion-va-bo-dam-dac-5ml-p57387246.html?spid=57387247,6,,Đã bán 53
5 gói lá xông thảo mộc 100gr/gói,95.000₫,https://tiki.vn/5-goi-la-xong-thao-moc-100gr-goi-p271496340.html?spid=271496341,7,-14%,Đã bán 18
Kem dưỡng da tay mỡ ngựa Farmstay - FARM SATY VISIBLE DIFFERRNCE HAND CREAM JEJU MAYA,109.000₫,https://tiki.vn/kem-duong-da-tay-mo-ngua-farmstay-farm-saty-visible-differrnce-hand-cream-jeju-maya-p176294555.html?spid=176294556,8,-21%,Đã bán 8
Sữa tắm dưỡng thể Dove Invigorating Da bóng mịn thơm mát với dầu bơ và hoa cúc Calendular 500g,141.000₫,https://tiki.vn/sua-tam-duong-the-dove-invigorating-da-bong-min-thom-mat-voi-dau-bo-va-hoa-cuc-calendular-500g-p193583704.html?spid=193583707,9,,Đã bán 118
,,https://tiki.vn/lan-ngan-mui-nivea-men-black-white-invisible-original-5in1-ngan-vet-o-vang-vuot-troi-huong-nhe-nhang-50ml-82245-p144955258.html?spid=144955259,10,-20%,
