title,price,link_item,index,discount,sales
"Viên uống Transino white C Clear 240 viên Hỗ Trợ Trắng Da, Cải Thiện Nám",911.050₫,https://tiki.vn/vien-uong-transino-white-c-clear-240-vien-ho-tro-trang-da-cai-thien-nam-p253089846.html?spid=253099626,1,-5%,Đã bán 7
"[Made in Japan] Viên Uống Trắng Da, Ngăn Ngừa Sạm Nám Từ Thiên Nhiên Shiro Hada Genki Fami Nhật Bản",841.500₫,https://tiki.vn/made-in-japan-vien-uong-trang-da-ngan-ngua-sam-nam-tu-thien-nhien-shiro-hada-genki-fami-nhat-ban-p53768114.html?spid=69452437,2,-10%,Đã bán 13
Viên tiểu đường INSUNA Nhật Bản - Ứng dụng công nghệ đột phá Salacimal.,880.000₫,https://tiki.vn/vien-tieu-duong-insuna-nhat-ban-ung-dung-cong-nghe-dot-pha-salacimal-p49471848.html?spid=49471849,3,-5%,Đã bán 339
"Viên Đại Tràng Colicare - Hỗ Trợ Giảm Viêm Loét Đại Tràng, Hội Chứng Ruột Kích Thích, Đại Tràng Co Thắt",158.000₫,https://tiki.vn/vien-dai-trang-colicare-ho-tro-giam-viem-loet-dai-trang-hoi-chung-ruot-kich-thich-dai-trang-co-that-p19793710.html?spid=19793711,4,-48%,Đã bán 97
Thực phẩm chức năng Goodhealth Omega 3 Fish Oil 1000mg (150 Viên) - Nhập khẩu New Zealand,432.250₫,https://tiki.vn/thuc-pham-chuc-nang-goodhealth-omega-3-fish-oil-1000mg-150-vien-nhap-khau-new-zealand-p203721908.html?spid=51368951,5,-30%,Đã bán 77
"Viên uống sâm nhung Bổ Thận Nam tăng cường sinh lý, bổ thận, tráng dương - Hộp 30 Viên (Dạng Vỉ)",108.000₫,https://tiki.vn/vien-uong-sam-nhung-bo-than-nam-tang-cuong-sinh-ly-bo-than-trang-duong-hop-30-vien-dang-vi-p207255927.html?spid=207255928,6,-50%,Đã bán 51
Keo ong xanh Tracybee 60 viên,396.000₫,https://tiki.vn/keo-ong-xanh-tracybee-60-vien-p196197084.html?spid=196197085,7,-47%,Đã bán 7
Thực Phẩm Chức Năng Olympian Labs Melatonin 1Mg Hỗ Trợ Điều Hòa Và Cải Thiện Giấc Ngủ 60Ml,490.000₫,https://tiki.vn/thu-c-pha-m-chu-c-nang-olympian-labs-melatonin-1mg-ho-tro-dieu-hoa-va-cai-thien-giac-ngu-60ml-p221223814.html?spid=221223817,8,-2%,Đã bán 1
Mật ong rừng Nam Cát Tiên Honeyland 730g mật ong thiên nhiên nguyên chất,99.000₫,https://tiki.vn/mat-ong-rung-nam-cat-tien-honeyland-730g-mat-ong-thien-nhien-nguyen-chat-p200931790.html?spid=200931791,9,-8%,Đã bán 38
Kẹo Vitamin Hồng Sâm Hàn Quốc 200g,36.000₫,https://tiki.vn/keo-vitamin-hong-sam-han-quoc-200g-p1950559.html?spid=1950561,10,-12%,Đã bán 1.8k
"Xịt họng thảo dược Herbal Throat Spray hỗ trợ giảm ho, đau rát họng (25ml)",129.000₫,https://tiki.vn/xit-hong-thao-duoc-herbal-throat-spray-ho-tro-giam-ho-dau-rat-hong-25ml-p160707569.html?spid=160707570,11,-23%,Đã bán 152
Hà thủ ô đỏ Phạm Gia Gold 3+,690.000₫,https://tiki.vn/ha-thu-o-do-pham-gia-gold-3-p34350140.html?spid=34350156,12,-35%,Đã bán 622
Thực Phẩm Bảo Vệ Sức Khỏe Diệp lục Collagen (Green Collagen Powder),249.000₫,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-diep-luc-collagen-green-collagen-powder-p6293541.html?spid=20286389,13,-14%,Đã bán 578
