,title,price,link_item,index,discount,sales
0,Combo 2 hộp ANGELA GOLD tăng cường sinh lý nữ 60 viên tặng 1 hộp 15 viên,1.440.000₫,https://tiki.vn/combo-2-chai-60-vien-tang-chai-angela-gold-15-vien-vien-uong-angela-gold-tang-cuong-sinh-ly-nu-voi-lepidium-meyenii-p-leucotomos-p173472760.html?spid=173472761,1,-12%,Đã bán 282
1,"Canxi cho người lớn Kirkland Calcium thêm: Mange, Kẽm, Vitamin B6, D, B6 giúp giảm đau nhức xương khớp, phòng loãng xương, ngủ ngon - Massel Official",598.000₫,https://tiki.vn/canxi-cho-nguoi-lon-kirkland-signature-calcium-citrate-magnesium-and-zinc-chua-them-mange-kem-vitamin-d-vitamin-b6-giup-xuong-chac-khoe-va-giam-dau-nhuc-tang-mien-dich-ngu-ngon-chai-500-vien-p271570469.html?spid=273565074,2,-15%,Đã bán 144
2,"Thiên Môn Bổ Phổi Bình Đông – Giúp giảm ho, Bổ phổi – Chai 280ml",74.000₫,https://tiki.vn/thuc-pham-chuc-nang-thien-mon-bo-phoi-binh-dong-p7690641.html?spid=7690642,3,-13%,Đã bán 2.3k
3,Viên uống Làm Đẹp Da DHC Collagen Nhật Bản,165.000₫,https://tiki.vn/vien-uong-lam-dep-da-dhc-collagen-nhat-ban-p26115341.html?spid=26115343,4,-10%,Đã bán 740
4,Thực Phẩm Chức Năng Tinh Hàu Biển OB - Tăng Cường Sinh Lý Nam Giới (Chai 30 viên),328.000₫,https://tiki.vn/thuc-pham-chuc-nang-tinh-hau-bien-ob-tang-cuong-sinh-ly-nam-gioi-chai-30-vien-p14175593.html?spid=71102559,5,-14%,Đã bán 886
5,Viên uống tăng cường sinh lý nam giới Powergra (Super Gold Magic) - Vỉ 1 viên,198.000₫,https://tiki.vn/vien-uong-tang-cuong-sinh-ly-nam-gioi-powergra-super-gold-magic-vi-1-vien-p205080549.html?spid=118102352,6,-18%,Đã bán 131
6,Viên uống Bổ sung Canxi DHC Calcium + CBP,155.000₫,https://tiki.vn/vien-uong-bo-sung-canxi-dhc-calcium-cbp-p35761463.html?spid=35761466,7,-20%,Đã bán 224
7,"Thực phẩm chức năng tăng cường sinh lý nam giới, thải độc gan: Tinh chất hàu tươi, tỏi, nghệ Orihiro Nhật Bản (180 viên)",377.000₫,https://tiki.vn/thuc-pham-chuc-nang-tang-cuong-sinh-ly-nam-gioi-thai-doc-gan-tinh-chat-hau-tuoi-toi-nghe-orihiro-nhat-ban-180-vien-p8719090.html?spid=49729007,8,-22%,Đã bán 208
8,"Dầu cá tự nhiên Healthy Care Fish Oil Omega-3 1000mg 400 viên chính hãng Úc giúp bổ mắt, kháng viêm, tốt cho trí não, tim mạch",368.000₫,https://tiki.vn/dau-ca-tu-nhien-healthy-care-fish-oil-omega-3-1000mg-400-vien-chinh-hang-uc-giup-bo-mat-khang-viem-tot-cho-tri-nao-tim-mach-p77316748.html?spid=77316749,9,-17%,Đã bán 193
9,"[500g/túi] Tỏi đen Châu Yên loại 1, Đặc sản Sơn La",175.000₫,https://tiki.vn/500g-tui-toi-den-chau-yen-loai-1-dac-san-son-la-p262901633.html?spid=262901634,10,-38%,Đã bán 72
10,"Thực phẩm bảo vệ sức khỏe Maxxhair New hộp 30 viên- Bổ sung Vitamin và khoáng chất giúp tăng cường sức khỏe của tóc; giúp tóc mọc nhanh, chắc khỏe, suôn mượt và bóng đẹp, ngăn ngừa rụng tóc, đồng thời giúp thải độc do ảnh hưởng của các hóa chất sử dụng ch",226.000₫,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-maxxhair-kich-thich-moc-toc-giam-toc-gay-rung-p26096771.html?spid=45949282,11,-20%,Đã bán 1.3k
