title,price,link_item,index,discount,sales,category
Áo Sơ Mi Cặp Đôi Đen Tia X Cao Cấp | Áo Đôi Nam Nữ Đẹp C03,99.000₫,https://tiki.vn/ao-so-mi-cap-doi-den-tia-x-cao-cap-ao-doi-nam-nu-dep-c03-p91911753.html?spid=273421586,1,,,dodoinam
