title,price,link_item,index,discount,sales
"Nước hoa nữ cao cấp, Charme GoodGirl, đem đến cảm giác ly kỳ, huyền bí, khiến mọi người khám phá, 100ml",650.760₫,https://tiki.vn/nuoc-hoa-nu-charme-good-girl-100ml-p193246360.html?spid=193246366,1,-13%,Đã bán 7
Nước Hoa Nữ Versace Bright Crystal Absolu - Eau De Parfum (5ml),299.000₫,https://tiki.vn/nuoc-hoa-nu-versace-bright-crystal-absolu-eau-de-parfum-5ml-p214886193.html?spid=214886194,2,-40%,Đã bán 16
Nước hoa Sansiro Thổ Nhĩ Kỳ 8ml - K35 dành cho nữ,89.000₫,https://tiki.vn/nuoc-hoa-sansiro-tho-nhi-ky-8ml-k35-danh-cho-nu-p2062871.html?spid=2062873,3,-26%,Đã bán 20
Nước Hoa Nữ Chloé Love Story EDP 75ml,1.899.000₫,https://tiki.vn/nuoc-hoa-nu-chloe-love-story-edp-75ml-p95469730.html?spid=95469731,4,-32%,Đã bán 12
,,https://tiki.vn/nuoc-hoa-sansiro-tho-nhi-ky-8ml-k1-cho-nu-p2050167.html?spid=2050169,5,,
Body Mist Nam Bath And Body Work 104g - Body Spray Nam - Body Mist Nam Chính Hãng,259.000₫,https://tiki.vn/body-mist-nam-bath-and-body-work-104g-body-spray-nam-body-mist-nam-chinh-hang-p273362972.html?spid=273362994,6,-53%,Đã bán 2
"Nước hoa nữ Morra No.10 (Peony Cedar) nguyên liệu nhập Pháp, hương thơm trong sáng, ngọt ngào lưu hương thơm lâu - dạng xịt",250.000₫,https://tiki.vn/nuo-c-hoa-nu-thom-lau-morra-peony-cedar-18-chai-10ml-huong-hoa-co-nu-ti-nh-di-u-da-ng-luu-huong-lau-6h-8h-p242982751.html?spid=170139898,7,-41%,Đã bán 32
Nước hoa vùng kín Cenota Secret Sexy Chính hãng,155.000₫,https://tiki.vn/nuoc-hoa-vung-kin-cenota-secret-sexy-chinh-hang-p19339035.html?spid=19339036,8,-18%,Đã bán 50
Nước hoa khô Dạ Xuân Trà Cỏ Mềm,200.000₫,https://tiki.vn/nuoc-hoa-kho-da-xuan-tra-co-mem-p21759848.html?spid=21759849,9,-26%,Đã bán 255
,,https://tiki.vn/hop-set5-_-3chai-xit-3ml-no777-no8-206-p4442623.html?spid=4442625,10,-26%,
Nước Hoa Nam Versace Pour Homme Dylan Blue - Eau De Toilette (50ml),1.299.000₫,https://tiki.vn/nuoc-hoa-nam-versace-pour-homme-dylan-blue-eau-de-toilette-50ml-p12107980.html?spid=78633565,11,-37%,Đã bán 9
"Nước hoa nữ Morra No.01 (Musk Mallow 13) nguyên liệu nhập Pháp, hương thơm ấn tượng, phiêu lưu, sâu sắc lưu hương lâu - dạng xịt",320.500₫,https://tiki.vn/nuo-c-hoa-chinh-hang-morra-nam-nu-musk-mallow-13-huong-go-phuong-dong-thanh-khie-t-tinh-te-bi-an-p247411703.html?spid=129373371,12,-21%,Đã bán 46
,,https://tiki.vn/nuoc-hoa-vung-kin-bi-mat-an-toan-khu-mui-tu-thien-nhien-huong-thom-quyen-ru-dung-duoc-cho-ca-body-co-mem-10ml-p76267151.html?spid=76267155,13,-13%,
Nước hoa Sansiro Thổ Nhĩ Kỳ 8ml - M636 dành cho nam,89.000₫,https://tiki.vn/nuoc-hoa-sansiro-tho-nhi-ky-8ml-m636-danh-cho-nam-p9851100.html?spid=9851101,14,-41%,Đã bán 54
